001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-TempTra-001,007-TempTra-002,008-TempTra-003,009-TempTra-004,010-TempVib001,011-TempVib002,012-TempVib003,013-XiVibMean001,014-XiVibMean002,015-XiVibMean003,016-TempRot001,017-TempRot002,018-TempRot003,019-TempTotal001,020-TempTotal002,021-TempTotal003,022-TempTotal004
9.99999999999870E-005,1.91555871124653E+021,1.31007035045377E+022,1.30992143220740E+022,2.81154765378583E+022,3.32153507673076E+003,3.39934655425573E+003,3.54360809835435E+003,3.46125766675739E+003,3.33296537468671E+003,3.52711236753529E+003,0.00000000000000E+000,1.12048442065507E+001,7.70848441407448E+000,0.00000000000000E+000,3.37676155344097E+003,3.53655504029704E+003,0.00000000000000E+000,3.33860899698455E+003,3.50121822702848E+003,3.54360809835435E+003,3.50988912691932E+003
1.00999999999986E-004,1.90601451780466E+021,1.31102476979796E+022,1.31098946044922E+022,2.81261568202764E+022,3.28852714675407E+003,3.54610941326689E+003,3.48185609460591E+003,3.49870479330205E+003,3.35038659669466E+003,3.48283552941533E+003,0.00000000000000E+000,1.12333237394174E+001,7.66499202725643E+000,0.00000000000000E+000,3.57095789147640E+003,3.54892986526582E+003,0.00000000000000E+000,3.37801536649688E+003,3.51123691145288E+003,3.48185609460591E+003,3.48851423323161E+003
1.01999999999986E-004,1.90601451780466E+021,1.31102476979796E+022,1.31098946044922E+022,2.81261568202764E+022,3.28975098331261E+003,3.53154450326834E+003,3.53416459198619E+003,3.51638022486633E+003,3.38052907074439E+003,3.49405320822367E+003,0.00000000000000E+000,1.12820608632415E+001,7.67609061808215E+000,0.00000000000000E+000,3.40438293298705E+003,3.46853916902844E+003,0.00000000000000E+000,3.36891166717452E+003,3.49668055024353E+003,3.53416459198619E+003,3.50549378740662E+003
1.02999999999985E-004,1.89761447002623E+021,1.31186477457580E+022,1.31182946522706E+022,2.81345568680549E+022,3.27087400650697E+003,3.52138295008933E+003,3.41701739478560E+003,3.45582416020381E+003,3.39174633239700E+003,3.50520490068607E+003,0.00000000000000E+000,1.13000258973910E+001,7.68707010025496E+000,0.00000000000000E+000,3.28153243405892E+003,3.55321369631597E+003,0.00000000000000E+000,3.35167363673769E+003,3.51927369215780E+003,3.41701739478560E+003,3.46029040917582E+003
1.03999999999985E-004,1.88570591697741E+021,1.31305562988069E+022,1.31302032053194E+022,2.81464654211037E+022,3.40698055780935E+003,3.45482888614783E+003,3.50807392009601E+003,3.47646180631875E+003,3.34693995205280E+003,3.48969810939220E+003,0.00000000000000E+000,1.12277075279959E+001,7.67178822250480E+000,0.00000000000000E+000,3.56971489672741E+003,3.52951090407887E+003,0.00000000000000E+000,3.39618891044815E+003,3.49078287709672E+003,3.50807392009601E+003,3.49251163787947E+003
1.04999999999984E-004,1.86759893451158E+021,1.31486632812727E+022,1.31483101877852E+022,2.81645724035695E+022,3.22478522950087E+003,3.57387300543196E+003,3.48135155886201E+003,3.50753233424650E+003,3.38573037084029E+003,3.46000425372307E+003,0.00000000000000E+000,1.12904025343152E+001,7.64223383066266E+000,0.00000000000000E+000,3.47228608429123E+003,3.51244112802563E+003,0.00000000000000E+000,3.37282330964131E+003,3.49657574811521E+003,3.48135155886201E+003,3.48126245740674E+003
1.05999999999984E-004,1.85539328902540E+021,1.31608689267589E+022,1.31605158332714E+022,2.81767780490557E+022,3.38683834421470E+003,3.39581713703837E+003,3.57820378236809E+003,3.48041315215197E+003,3.39838895661586E+003,3.46026819910680E+003,0.00000000000000E+000,1.13106208692424E+001,7.64249823751059E+000,0.00000000000000E+000,3.78158580012696E+003,3.47321718785672E+003,0.00000000000000E+000,3.46279673850604E+003,3.44894283792547E+003,3.57820378236809E+003,3.51022894867661E+003
1.06999999999983E-004,1.84353978874198E+021,1.31727224270423E+022,1.31716205665872E+022,2.81878827823714E+022,3.52687144749283E+003,3.46146382418039E+003,3.58878436992673E+003,3.52523588854023E+003,3.35590122812164E+003,3.45406548258925E+003,0.00000000000000E+000,1.12422910690639E+001,7.63627654992082E+000,0.00000000000000E+000,3.31935783398984E+003,3.48340302915295E+003,0.00000000000000E+000,3.37929025885444E+003,3.46214742959737E+003,3.58878436992673E+003,3.51590326675561E+003
1.07999999999983E-004,1.84353978874198E+021,1.31727224270423E+022,1.31716205665872E+022,2.81878827823714E+022,3.76910011965659E+003,3.33479609163367E+003,3.61622664621565E+003,3.49470711693736E+003,3.32958139631106E+003,3.47267363214190E+003,0.00000000000000E+000,1.11992854640293E+001,7.65489081879058E+000,0.00000000000000E+000,3.43033585246269E+003,3.48557004451828E+003,0.00000000000000E+000,3.42381900530251E+003,3.44521509077593E+003,3.61622664621565E+003,3.52372594605891E+003
1.08999999999982E-004,1.84353978874198E+021,1.31727224270423E+022,1.31716205665872E+022,2.81878827823714E+022,3.34952946070005E+003,3.47424494451167E+003,3.56638478692155E+003,3.50914338275920E+003,3.38560503830786E+003,3.44456344877513E+003,0.00000000000000E+000,1.12902017646337E+001,7.62671242691509E+000,0.00000000000000E+000,3.41723522672107E+003,3.51765299514878E+003,0.00000000000000E+000,3.38483372471850E+003,3.46718909145924E+003,3.56638478692155E+003,3.50815501557567E+003
1.09999999999982E-004,1.83281728290183E+021,1.31834449328824E+022,1.31823430724273E+022,2.81986052882116E+022,3.52028709330562E+003,3.44799619290665E+003,3.59035944712908E+003,3.51924713773813E+003,3.35847054503648E+003,3.46627295658655E+003,0.00000000000000E+000,1.12464612281044E+001,7.64850520987909E+000,0.00000000000000E+000,3.16443727313651E+003,3.44449722298952E+003,0.00000000000000E+000,3.35286648692774E+003,3.45746924585171E+003,3.59035944712908E+003,3.51279419770170E+003
1.10999999999981E-004,1.83281728290183E+021,1.31834449328824E+022,1.31823430724273E+022,2.81986052882116E+022,3.50953537780366E+003,3.50943378081208E+003,3.40079024172498E+003,3.45865147503878E+003,3.36122786074997E+003,3.48204369326416E+003,0.00000000000000E+000,1.12509310172714E+001,7.66420653571491E+000,0.00000000000000E+000,3.79655315349000E+003,3.42730350412125E+003,0.00000000000000E+000,3.46272374103772E+003,3.47603893151158E+003,3.40079024172498E+003,3.43999607246393E+003
1.11999999999981E-004,1.81009787872879E+021,1.32061643370555E+022,1.32050624766003E+022,2.82213246923846E+022,3.65136167539839E+003,3.34825518573408E+003,3.55129720607532E+003,3.46270179705219E+003,3.28051370986420E+003,3.49167769977014E+003,0.00000000000000E+000,1.11176907440320E+001,7.67374487286856E+000,0.00000000000000E+000,3.48488110797160E+003,3.43134674704291E+003,0.00000000000000E+000,3.38132439260927E+003,3.44697448159742E+003,3.55129720607532E+003,3.49157745546079E+003
1.12999999999980E-004,1.78593291050048E+021,1.32303293052838E+022,1.32292274448286E+022,2.82454896606129E+022,3.24660201914245E+003,3.41175828063802E+003,3.59852665557282E+003,3.48879158170228E+003,3.27117643619807E+003,3.46277568025219E+003,0.00000000000000E+000,1.11019504858862E+001,7.64500857221251E+000,0.00000000000000E+000,3.57947164708807E+003,3.42127285176908E+003,0.00000000000000E+000,3.32094633713455E+003,3.44243412584254E+003,3.59852665557282E+003,3.50786101559974E+003
1.13999999999980E-004,1.75252767709289E+021,1.32637345386914E+022,1.32626326782362E+022,2.82788948940205E+022,3.62743763513836E+003,3.59923608864373E+003,3.44845811558460E+003,3.53026985466632E+003,3.24742592130233E+003,3.46376547544116E+003,0.00000000000000E+000,1.10616001806511E+001,7.64599873209820E+000,0.00000000000000E+000,3.56304711921536E+003,3.25964341378583E+003,0.00000000000000E+000,3.36974145520013E+003,3.44867282085415E+003,3.44845811558460E+003,3.44368051261323E+003
1.14999999999979E-004,1.75252767709289E+021,1.32637345386914E+022,1.32626326782362E+022,2.82788948940205E+022,2.87826756923729E+003,3.46247572208276E+003,3.43287779454107E+003,3.41238934482596E+003,3.26434581318056E+003,3.46389744813303E+003,0.00000000000000E+000,1.10903919790054E+001,7.64613072086459E+000,0.00000000000000E+000,3.59047063830779E+003,3.50324489183353E+003,0.00000000000000E+000,3.25382175634973E+003,3.47223513412461E+003,3.43287779454107E+003,3.44024104697667E+003
1.15999999999979E-004,1.74511774420183E+021,1.32711444715824E+022,1.32700426111273E+022,2.82863048269116E+022,3.45289145318882E+003,3.46145255775026E+003,3.47686245356370E+003,3.46815367476632E+003,3.25237655633337E+003,3.43407161977204E+003,0.00000000000000E+000,1.10700482330722E+001,7.61610536122618E+000,0.00000000000000E+000,3.00567686048545E+003,3.55927333548490E+003,0.00000000000000E+000,3.24425974288998E+003,3.46768974690381E+003,3.47686245356370E+003,3.45820849942392E+003
1.16999999999978E-004,1.74821869165886E+021,1.32678322900667E+022,1.32659457821082E+022,2.82819967638337E+022,3.25919309817323E+003,3.46692288826136E+003,3.49200330726601E+003,3.46584652779812E+003,3.27543774230073E+003,3.45004031548743E+003,0.00000000000000E+000,1.11091425211691E+001,7.63222997058438E+000,0.00000000000000E+000,3.18025749112790E+003,3.47330847480702E+003,0.00000000000000E+000,3.25589996093691E+003,3.45887615500455E+003,3.49200330726601E+003,3.46186803107653E+003
1.17999999999978E-004,1.74003766553047E+021,1.32760133161951E+022,1.32768247933875E+022,2.82928757751131E+022,3.28639442516278E+003,3.48880409555485E+003,3.53364669870673E+003,3.49739873036362E+003,3.28909898833575E+003,3.45789269065327E+003,0.00000000000000E+000,1.11321026091420E+001,7.64011747014640E+000,0.00000000000000E+000,3.06015702775037E+003,3.36143241362115E+003,0.00000000000000E+000,3.24853539919963E+003,3.44347590745312E+003,3.53364669870673E+003,3.47380078417743E+003
1.18999999999977E-004,1.74003766553047E+021,1.32760133161951E+022,1.32768247933875E+022,2.82928757751131E+022,3.53261116964029E+003,3.33635141289891E+003,3.52472972440617E+003,3.43682070517970E+003,3.27637773629397E+003,3.41889476020782E+003,0.00000000000000E+000,1.11107270625061E+001,7.60067448211700E+000,0.00000000000000E+000,3.42599935699508E+003,3.59005162508194E+003,0.00000000000000E+000,3.34753573897232E+003,3.43844089029462E+003,3.52472972440617E+003,3.47334237407032E+003
1.19999999999977E-004,1.74003766553047E+021,1.32760133161951E+022,1.32768247933875E+022,2.82928757751131E+022,3.41248504969503E+003,3.35177496023859E+003,3.48248107712241E+003,3.41684434626551E+003,3.30106824518294E+003,3.44812671145542E+003,0.00000000000000E+000,1.11520986174467E+001,7.63030366829973E+000,0.00000000000000E+000,3.75805366656372E+003,3.46997427919637E+003,0.00000000000000E+000,3.40048504050990E+003,3.43172850376564E+003,3.48248107712241E+003,3.45362335200689E+003
1.20999999999976E-004,1.72929072996251E+021,1.32867602517631E+022,1.32875717289555E+022,2.83036227106810E+022,3.62165672958893E+003,3.49810651325830E+003,3.48979674939521E+003,3.50175402020323E+003,3.34643862192308E+003,3.43294985189121E+003,0.00000000000000E+000,1.12268898776757E+001,7.61496836069868E+000,0.00000000000000E+000,3.50327118115918E+003,3.32048661916207E+003,0.00000000000000E+000,3.42167866872836E+003,3.42252605138530E+003,3.48979674939521E+003,3.45405554367723E+003
1.21999999999976E-004,1.72929072996251E+021,1.32867602517631E+022,1.32875717289555E+022,2.83036227106810E+022,3.41832546293458E+003,3.51845605126634E+003,3.38357724312104E+003,3.44901735233284E+003,3.40277559525095E+003,3.43974644552214E+003,0.00000000000000E+000,1.13175998785853E+001,7.62184861723805E+000,0.00000000000000E+000,3.20258593407350E+003,3.40274190989746E+003,0.00000000000000E+000,3.37078967431705E+003,3.44893133766668E+003,3.38357724312104E+003,3.41347556285762E+003
1.22999999999975E-004,1.72929072996251E+021,1.32867602517631E+022,1.32875717289555E+022,2.83036227106810E+022,3.13950017010412E+003,3.46624164998236E+003,3.34942226296395E+003,3.39143578437886E+003,3.38504104191192E+003,3.45941037660969E+003,0.00000000000000E+000,1.12892981579388E+001,7.64163880298909E+000,0.00000000000000E+000,2.97050742386645E+003,3.49729450379078E+003,0.00000000000000E+000,3.27050640600766E+003,3.46924396065326E+003,3.34942226296395E+003,3.40084937973817E+003
1.23999999999975E-004,1.72929072996251E+021,1.32867602517631E+022,1.32869383493211E+022,2.83029893310466E+022,3.50475125443890E+003,3.39393990875021E+003,3.48297106874514E+003,3.44250638880705E+003,3.38353705152275E+003,3.44522331223444E+003,0.00000000000000E+000,1.12868873945111E+001,7.62737789748050E+000,0.00000000000000E+000,3.53694047646697E+003,3.37409666758135E+003,0.00000000000000E+000,3.43119472781690E+003,3.41827534416790E+003,3.48297106874514E+003,3.44943634500734E+003
1.24999999999974E-004,1.72260292393010E+021,1.32934480577955E+022,1.32936261553535E+022,2.83096771370791E+022,3.31777622278008E+003,3.39156455735191E+003,3.46609933327812E+003,3.42207459961302E+003,3.35351991000544E+003,3.44166004955415E+003,0.00000000000000E+000,1.12384216186558E+001,7.62378205367296E+000,0.00000000000000E+000,3.45487394776786E+003,3.44420856220388E+003,0.00000000000000E+000,3.36493806973987E+003,3.43119005391744E+003,3.46609933327812E+003,3.44355137636625E+003
1.25999999999974E-004,1.71116446717504E+021,1.33048865145505E+022,1.33050646121085E+022,2.83211155938341E+022,3.29508911089718E+003,3.44645962802532E+003,3.41907104053273E+003,3.42444683780011E+003,3.34618795685821E+003,3.44984235644964E+003,0.00000000000000E+000,1.12264809813223E+001,7.63203077327059E+000,0.00000000000000E+000,3.08394951901616E+003,3.42980493493240E+003,0.00000000000000E+000,3.29162011723801E+003,3.44468828579111E+003,3.41907104053273E+003,3.42340508766166E+003
1.26999999999973E-004,1.68852208756643E+021,1.33275288941591E+022,1.33277069917172E+022,2.83437579734427E+022,3.22475757143502E+003,3.41076068970795E+003,3.54023532387619E+003,3.46056105897502E+003,3.21051549050131E+003,3.45894847218817E+003,0.00000000000000E+000,1.09979863493065E+001,7.64117589619004E+000,0.00000000000000E+000,2.83021049341773E+003,3.39992307594089E+003,0.00000000000000E+000,3.14590849965651E+003,3.43536989372615E+003,3.54023532387619E+003,3.46743528780930E+003
1.27999999999973E-004,1.68852208756643E+021,1.33275288941591E+022,1.33277069917172E+022,2.83437579734427E+022,3.14946024187502E+003,3.36375593156436E+003,3.49042682982702E+003,3.41055246476770E+003,3.24422994172533E+003,3.41691516982988E+003,0.00000000000000E+000,1.10561358765632E+001,7.59865410191333E+000,0.00000000000000E+000,3.64529740163005E+003,3.53362018567871E+003,0.00000000000000E+000,3.29810458758963E+003,3.43093400811500E+003,3.49042682982702E+003,3.45099547935623E+003
1.28999999999972E-004,1.67683226133859E+021,1.33392187203870E+022,1.33393968179450E+022,2.83554477996706E+022,3.46979210358452E+003,3.55541837963374E+003,3.39559268819361E+003,3.47516716166686E+003,3.29737093547621E+003,3.37936893899492E+003,0.00000000000000E+000,1.11459337848584E+001,7.55999581094658E+000,0.00000000000000E+000,2.83900780959322E+003,3.57445992410931E+003,0.00000000000000E+000,3.24734007194392E+003,3.46147967802338E+003,3.39559268819361E+003,3.41782073420666E+003
1.29999999999971E-004,1.66410939754619E+021,1.33519415841794E+022,1.33521196817374E+022,2.83681706634630E+022,3.48037498410562E+003,3.38885781214806E+003,3.50196554521345E+003,3.44746302129014E+003,3.36053853182160E+003,3.38834308204159E+003,0.00000000000000E+000,1.12498141035964E+001,7.56929459771937E+000,0.00000000000000E+000,3.29971955398706E+003,3.46951421822149E+003,0.00000000000000E+000,3.37080255103277E+003,3.40640279745969E+003,3.50196554521345E+003,3.44929320991963E+003
1.30999999999971E-004,1.66410939754619E+021,1.33519415841794E+022,1.33521196817374E+022,2.83681706634630E+022,3.01436066611489E+003,3.43401071706405E+003,3.35702501255689E+003,3.37315850511472E+003,3.39043034080647E+003,3.42701108075738E+003,0.00000000000000E+000,1.12979230580367E+001,7.60893954024520E+000,0.00000000000000E+000,3.08971646754319E+003,3.48751785797137E+003,0.00000000000000E+000,3.27305494047358E+003,3.44189241959815E+003,3.35702501255689E+003,3.39204345935539E+003
1.31999999999970E-004,1.66410939754619E+021,1.33519415841794E+022,1.33521196817374E+022,2.83681706634630E+022,3.31178023397175E+003,3.41521220414478E+003,3.42830731229734E+003,3.41530827441166E+003,3.35677855584866E+003,3.40662129986459E+003,0.00000000000000E+000,1.12437155825844E+001,7.58811947830293E+000,0.00000000000000E+000,3.11745956613312E+003,3.49444333571034E+003,0.00000000000000E+000,3.30731404626009E+003,3.42790745508567E+003,3.42830731229734E+003,3.42102150935867E+003
1.32999999999970E-004,1.65332548573873E+021,1.33627254959868E+022,1.33629035935449E+022,2.83789545752704E+022,3.18790861940993E+003,3.33899871866462E+003,3.42747343633067E+003,3.37185680046689E+003,3.28289502798039E+003,3.39626144355336E+003,0.00000000000000E+000,1.11216940105780E+001,7.57746858036343E+000,0.00000000000000E+000,3.65665486042352E+003,3.58200573434787E+003,0.00000000000000E+000,3.33174067789689E+003,3.42464999738693E+003,3.42747343633067E+003,3.42056668969987E+003
1.33999999999969E-004,1.64154466024790E+021,1.33745063214777E+022,1.33746844190357E+022,2.83907354007612E+022,3.27645261987131E+003,3.41140657411184E+003,3.44429248536541E+003,3.41909590440936E+003,3.27894705320881E+003,3.42463557230385E+003,0.00000000000000E+000,1.11150545760843E+001,7.60652357292787E+000,0.00000000000000E+000,3.12866540307421E+003,3.41705404350168E+003,0.00000000000000E+000,3.25216780758159E+003,3.42004721579619E+003,3.44429248536541E+003,3.42176225707058E+003
1.34999999999969E-004,1.64154466024790E+021,1.33745063214777E+022,1.33746844190357E+022,2.83907354007612E+022,3.54003935459480E+003,3.42293325389499E+003,3.42242424041040E+003,3.42946450421124E+003,3.26729112769269E+003,3.40167232391973E+003,0.00000000000000E+000,1.10953804764578E+001,7.58303758953130E+000,0.00000000000000E+000,3.34183760983014E+003,3.45912537403281E+003,0.00000000000000E+000,3.32823648825682E+003,3.41905738515574E+003,3.42242424041040E+003,3.41539224825954E+003
1.35999999999968E-004,1.63236842487873E+021,1.33836825568468E+022,1.33838606544049E+022,2.83999116361304E+022,3.18696721695439E+003,3.45752814622437E+003,3.31997623884772E+003,3.37715357646272E+003,3.23182202101463E+003,3.43426957880983E+003,0.00000000000000E+000,1.10348430947323E+001,7.61630594986269E+000,0.00000000000000E+000,3.54352125380051E+003,3.43154512246255E+003,0.00000000000000E+000,3.27881589596406E+003,3.43879373781659E+003,3.31997623884772E+003,3.37360411149151E+003
1.36999999999968E-004,1.63236842487873E+021,1.33836825568468E+022,1.33838606544049E+022,2.83999116361304E+022,3.62735195969943E+003,3.31241170892265E+003,3.42776609933365E+003,3.38487621636879E+003,3.25977117574682E+003,3.40939272639370E+003,0.00000000000000E+000,1.10826301619723E+001,7.59096045951719E+000,0.00000000000000E+000,3.56939497306314E+003,3.48268609755041E+003,0.00000000000000E+000,3.37869980234258E+003,3.40416403492965E+003,3.42776609933365E+003,3.41382321047270E+003
1.37999999999967E-004,1.63236842487873E+021,1.33836825568468E+022,1.33838606544049E+022,2.83999116361304E+022,3.39560596547966E+003,3.38341523651436E+003,3.48107880648824E+003,3.43014127529869E+003,3.18250366950291E+003,3.40734714966983E+003,0.00000000000000E+000,1.09489584803735E+001,7.58886388280890E+000,0.00000000000000E+000,3.45858318195013E+003,3.45704395474594E+003,0.00000000000000E+000,3.26908984097600E+003,3.41303523930179E+003,3.48107880648824E+003,3.43682804919416E+003
1.38999999999967E-004,1.63236842487873E+021,1.33836825568468E+022,1.33838606544049E+022,2.83999116361304E+022,3.33938374251275E+003,3.33192591669055E+003,3.39298157496695E+003,3.36112792099783E+003,3.19873423245276E+003,3.44839065683915E+003,0.00000000000000E+000,1.09774458998899E+001,7.63056946178069E+000,0.00000000000000E+000,3.41933925826741E+003,3.45101413866003E+003,0.00000000000000E+000,3.26256972419955E+003,3.42333493367654E+003,3.39298157496695E+003,3.39979003030857E+003
1.39999999999966E-004,1.63236842487873E+021,1.33836825568468E+022,1.33838606544049E+022,2.83999116361304E+022,3.43452832268350E+003,3.32291567949616E+003,3.33055760888128E+003,3.33293231180904E+003,3.20763284225539E+003,3.50804231356112E+003,0.00000000000000E+000,1.09929711358748E+001,7.68985517651214E+000,0.00000000000000E+000,3.01711830052545E+003,3.33064771127737E+003,0.00000000000000E+000,3.21405566350435E+003,3.42859927380478E+003,3.33055760888128E+003,3.37006422559143E+003
1.40999999999966E-004,1.63236842487873E+021,1.33836825568468E+022,1.33838606544049E+022,2.83999116361304E+022,3.21219300588540E+003,3.43415819081167E+003,3.22334349702855E+003,3.32205067845097E+003,3.24798991769827E+003,3.49860626609293E+003,0.00000000000000E+000,1.10625636137233E+001,7.68057982650040E+000,0.00000000000000E+000,2.96482143034404E+003,3.36735869588237E+003,0.00000000000000E+000,3.19190829836109E+003,3.45569237326668E+003,3.22334349702855E+003,3.33103290872326E+003
1.41999999999965E-004,1.63236842487873E+021,1.33836825568468E+022,1.33838606544049E+022,2.83999116361304E+022,3.17787402749077E+003,3.42460319983602E+003,3.45890442514135E+003,3.42658665351893E+003,3.15179719905723E+003,3.42067639154797E+003,0.00000000000000E+000,1.08944540808329E+001,7.60249130933632E+000,0.00000000000000E+000,3.51501570621379E+003,3.43046441815068E+003,0.00000000000000E+000,3.22092556515787E+003,3.42370116868156E+003,3.45890442514135E+003,3.42863607792730E+003
1.42999999999965E-004,1.62209674810939E+021,1.33939542336162E+022,1.33941323311742E+022,2.84101833128998E+022,3.23766128308542E+003,3.47630648545565E+003,3.41188466714072E+003,3.43230888246679E+003,3.21333547248101E+003,3.41935666462934E+003,0.00000000000000E+000,1.10028858870516E+001,7.60114564913957E+000,0.00000000000000E+000,3.27453512835845E+003,3.38822031413541E+003,0.00000000000000E+000,3.22842564018254E+003,3.42505033286839E+003,3.41188466714072E+003,3.40761690281504E+003
1.43999999999964E-004,1.62209674810939E+021,1.33939542336162E+022,1.33941323311742E+022,2.84101833128998E+022,3.37881790481838E+003,3.53314187149677E+003,3.42133425458815E+003,3.47161835361725E+003,3.24717525623747E+003,3.36564377904120E+003,0.00000000000000E+000,1.10611719058102E+001,7.54570186946472E+000,0.00000000000000E+000,3.26968638107849E+003,3.48227717884474E+003,0.00000000000000E+000,3.27428132625534E+003,3.42857108136865E+003,3.42133425458815E+003,3.41634997312138E+003
1.44999999999964E-004,1.63412255733949E+021,1.33834608275322E+022,1.33815054184996E+022,2.83990888033713E+022,3.70254967913543E+003,3.35597000632006E+003,3.35387308639020E+003,3.37492461854676E+003,3.27575107363181E+003,3.42945257555684E+003,0.00000000000000E+000,1.11096707793283E+001,7.61141997252368E+000,0.00000000000000E+000,3.69120766075505E+003,3.40869320354260E+003,0.00000000000000E+000,3.42343162286443E+003,3.40868135372078E+003,3.35387308639020E+003,3.38370472916640E+003
1.45999999999963E-004,1.63412255733949E+021,1.33834608275322E+022,1.33815054184996E+022,2.83990888033713E+022,3.83267884164186E+003,3.40565032814950E+003,3.35745775158567E+003,3.40751403942809E+003,3.37958907675116E+003,3.41321993445772E+003,0.00000000000000E+000,1.12805512021948E+001,7.59487797738635E+000,0.00000000000000E+000,3.30263192563566E+003,3.37885941289116E+003,0.00000000000000E+000,3.44488779483732E+003,3.40396715676942E+003,3.35745775158567E+003,3.38440679257618E+003
1.46999999999963E-004,1.63412255733949E+021,1.33834608275322E+022,1.33815054184996E+022,2.83990888033713E+022,3.42194490183397E+003,3.28289587901889E+003,3.46243058121868E+003,3.37549278426682E+003,3.30595621394776E+003,3.41810292405665E+003,0.00000000000000E+000,1.11602324064714E+001,7.59986654277592E+000,0.00000000000000E+000,3.23064554068643E+003,3.48269046000003E+003,0.00000000000000E+000,3.31306765865224E+003,3.40252493830092E+003,3.46243058121868E+003,3.42560467621958E+003
1.47999999999962E-004,1.62344994345621E+021,1.33941334414155E+022,1.33921780323829E+022,2.84097614172546E+022,3.24468395586520E+003,3.55812674533397E+003,3.43899765865822E+003,3.48405866058199E+003,3.25306588526174E+003,3.40233218737905E+003,0.00000000000000E+000,1.10712229796643E+001,7.58371582069009E+000,0.00000000000000E+000,3.09924930614650E+003,3.33843844101058E+003,0.00000000000000E+000,3.22456203840115E+003,3.42262872761875E+003,3.43899765865822E+003,3.41902659540695E+003
1.48999999999962E-004,1.62344994345621E+021,1.33941334414155E+022,1.33921780323829E+022,2.84097614172546E+022,2.90182456435172E+003,3.36855788734568E+003,3.46061361736580E+003,3.38528131319670E+003,3.26371915051840E+003,3.45004031548743E+003,0.00000000000000E+000,1.10893297042718E+001,7.63222997058438E+000,0.00000000000000E+000,3.03538111333413E+003,3.37483141709214E+003,0.00000000000000E+000,3.16010491282187E+003,3.41555777076618E+003,3.46061361736580E+003,3.42219918490920E+003
1.49999999999961E-004,1.62344994345621E+021,1.33941334414155E+022,1.33921780323829E+022,2.84097614172546E+022,3.35211281899787E+003,3.41778822946834E+003,3.41577772463397E+003,3.41308752895452E+003,3.28308302677904E+003,3.38992675434395E+003,0.00000000000000E+000,1.11220098675626E+001,7.57093170134157E+000,0.00000000000000E+000,3.06299596277427E+003,3.52173592736948E+003,0.00000000000000E+000,3.25661581768016E+003,3.42522366357549E+003,3.41577772463397E+003,3.41113596716739E+003
1.50999999999961E-004,1.62344994345621E+021,1.33941334414155E+022,1.33921780323829E+022,2.84097614172546E+022,3.21248153287947E+003,3.38308090243916E+003,3.44387616429388E+003,3.40199065058974E+003,3.23639665844837E+003,3.41585938829498E+003,0.00000000000000E+000,1.10427080147021E+001,7.59757584057297E+000,0.00000000000000E+000,3.13231202849343E+003,3.47140148802142E+003,0.00000000000000E+000,3.21386507096590E+003,3.42088166891415E+003,3.44387616429388E+003,3.41989135055385E+003
1.51999999999960E-004,1.60146030006535E+021,1.34161230848064E+022,1.34141676757737E+022,2.84317510606454E+022,3.35472189981500E+003,3.50231472424400E+003,3.35121658795482E+003,3.42271288122877E+003,3.30520421875317E+003,3.37653152611987E+003,0.00000000000000E+000,1.11589822624267E+001,7.55704799709471E+000,0.00000000000000E+000,3.12962985193649E+003,3.47448432585944E+003,0.00000000000000E+000,3.28316502951217E+003,3.42604141896195E+003,3.35121658795482E+003,3.38269116268218E+003
1.52999999999960E-004,1.60146030006535E+021,1.34161230848064E+022,1.34141676757737E+022,2.84317510606454E+022,3.08438855533574E+003,3.44340581577916E+003,3.40315104426498E+003,3.40419134242149E+003,3.27449774830750E+003,3.40378388698954E+003,0.00000000000000E+000,1.11075572802156E+001,7.58520722916952E+000,0.00000000000000E+000,3.34850150419687E+003,3.40745999838474E+003,0.00000000000000E+000,3.25413737157212E+003,3.41334532527776E+003,3.40315104426498E+003,3.39956801654577E+003
1.53999999999959E-004,1.58907198159071E+021,1.34285114032810E+022,1.34265559942484E+022,2.84441393791201E+022,3.52289312038662E+003,3.36690292223063E+003,3.39987327816834E+003,3.39118061171303E+003,3.17786636580295E+003,3.44495936685072E+003,0.00000000000000E+000,1.09407785490895E+001,7.62711173249857E+000,0.00000000000000E+000,3.06768292799428E+003,3.34721858846697E+003,0.00000000000000E+000,3.21945417998064E+003,3.40625771976921E+003,3.39987327816834E+003,3.39280801300582E+003
1.54999999999959E-004,1.58907198159071E+021,1.34285114032810E+022,1.34265559942484E+022,2.84441393791201E+022,3.03638916991411E+003,3.46455506292878E+003,3.40480402055699E+003,3.41243054193623E+003,3.28866032447224E+003,3.43064032978361E+003,0.00000000000000E+000,1.11313676412596E+001,7.61262570095403E+000,0.00000000000000E+000,3.10772660794787E+003,3.27007580938263E+003,0.00000000000000E+000,3.21279862793626E+003,3.40272878868094E+003,3.40480402055699E+003,3.39309764898421E+003
