1,0
5,134008.741722755
3,134881.817600385
1,136037.214932343
3,137254.614342858
3,149774.835133214
1,154022.215624166
7,151732.458648925
5,151954.757429724
3,152630.94595508
5,152847.175596347
3,154133.626000226
5,154360.933144772
3,154658.342418977
1,156422.51743537
1,160659.788832349
3,160875.975311709
5,161337.658082341
3,164227.790845315
9,162217.051712085
7,162605.799493268
5,163189.361416486
7,163607.443467994
5,163250.520399137
3,163501.991736986
5,164937.458910488
7,165197.792826453
5,165173.616403944
3,165981.795765574
1,165254.904661013
3,165418.033647555
3,167842.257226022
1,169141.375793305
7,168249.073732211
5,168330.465146237
3,168549.152858074
5,168595.571618067
3,170356.347490457
5,170445.002765586
3,170431.402017258
1,171023.179809361
1,170507.078507129
3,170707.346875406
5,171074.533845607
3,172428.607734733
9,171242.918513619
7,171515.157922102
5,171848.885782454
7,172023.259884346
5,172191.666277184
3,172302.578564845
3,172918.440700725
5,172919.01475408
1, 172945.635579222
9,172945.694567161
7,172978.173901734
5,172978.624224291
7,173007.129786013
9,173007.184457761
5,173512.144952584
3,174103.50522518
5,173538.222944817
7,173731.667703436
3,174185.248408743
1,174762.901466975
1,174225.344381067
3,174318.442455095
7,174324.274348016
5,174362.311497404
3,174456.341149246
5,174475.700703
7,175026.189096068
9,175026.249522737
7,175027.622071361
5,175028.119872015
1,175228.849784944
3,175428.472019481
9,175576.981636703
7,175755.498993864
5,175650.135313145
3,176264.869628411
5,175930.957610591
7,175999.395129392
5,176158.224039072
3,176214.787429674
3,176390.086635093
1,176662.469916597
3,176402.18923365
5,176438.75743949
3,176512.148506417
5,176512.644868341
9,176526.006355835
1, 176525.918593292
7,176543.566058092
5,176543.88833366
7,176545.793212463
5,176545.793212463
1, 176550.670507887
1, 176550.670507887
7,176557.839700542
9,176557.882862448
9,176560.209289203
7,176560.209289203
1, 176565.273619555
9,176565.273619555
3,177211.162774359
1,177517.790712408
7,177259.878179392
5,177281.329646877
3,177330.562994787
5,177340.080195151
5,177500.355172568
3,178137.187089057
3,177637.103601912
1,177696.024927462
5,177691.079436226
7,177765.797156283
9,177903.561760778
7,178077.194053371
5,178127.048357242
3,178398.24468632
5,178153.286480148
7,178161.442641729
1,178219.827752528
3,178233.068386684
5,178263.306179584
3,178310.280721058
3,178461.678301438
5,178461.908498273
1, 178469.594195074
9,178469.63447952
7,178476.461254383
5,178476.828130588
5,178481.762975221
7,178481.762975221
1, 178484.525337231
1, 178484.525337231
7,178486.326627458
9,178486.33957603
7,178489.661604093
9,178489.661604093
9,178492.611001031
1, 178492.611001031
7,178597.737579011
9,178597.779302187
7,178599.960417191
5,178600.279815298
1, 178615.852631131
9,178615.852631131
7,178616.197926382
9,178616.197926382
3,178850.969922641
1,179034.638221713
7,178904.692108818
5,178916.014915599
3,178943.955056348
5,178950.932897884
1,179160.318499524
3,179200.860478214
5,179271.381278365
3,179536.582418643
9,179279.96474282
7,179336.980182455
3,179328.297445616
5,179349.864011518
3,179339.087922218
1,179481.313597486
5,179398.077299707
7,179431.355129548
5,179512.65633519
3,179528.511142144
3,179635.736827505
5,179636.013063707
1, 179640.720588966
9,179640.739292458
7,179647.01503365
5,179647.177610164
1, 179650.31404203
1, 179650.31404203
7,179652.011743682
9,179652.011743682
7,179652.256327818
9,179652.342651631
1, 179652.759883393
1, 179652.759883393
3,179898.120934025
1,180017.521154454
7,179919.155169748
5,179927.255220851
5,179936.854428836
3,180253.127614237
3,179945.7716787
5,179949.382891536
5,180004.394179985
7,180056.995595325
3,180036.700866932
1,180075.703404293
9,180157.492339477
7,180228.89939744
5,180248.293480719
3,180901.476997706
5,180260.278103399
7,180263.78860512
5,180315.971349968
3,180318.704937374
1,180322.805318483
3,180349.479376644
3,180397.058184808
5,180397.115734017
9,180399.504026172
1, 180400.324102393
5,180403.964089834
7,180403.848991417
9,180407.690401087
7,180407.704788389
7,180535.666892319
9,180535.723002798
5,180536.704216803
7,180536.392012347
1, 180547.31916832
9,180547.31916832
7,180547.448654039
9,180547.448654039
3,180568.497277064
1,180649.5553373
7,180589.128668328
5,180594.020351054
3,180606.105684848
5,180609.314053225
1,180697.450666111
3,180723.319035352
9,180750.036255419
7,180779.314415267
5,180758.99954465
3,180874.443256992
5,180807.35526713
7,180820.159966032
5,180861.868754925
3,180870.558685415
3,180918.525950737
5,180918.525950737
9,180920.813531777
1, 180920.813531777
5,180924.06506206
7,180924.06506206
9,180926.295093891
7,180926.295093891
3,180959.630472941
1,181037.624037821
3,180968.823959006
5,180980.679095966
3,181055.996622649
1,181120.020117156
5,181059.161829119
3,181068.945194572
1,181130.004904838
3,181134.090898645
5,181145.413705426
3,181250.36907451
9,181168.462163448
7,181182.935789397
5,181201.840704405
7,181218.486812976
5,181250.311525302
3,181257.447627161
3,181292.092250705
5,181292.092250705
5,181294.825838111
7,181294.825838111
5,181356.403491254
3,181512.937338497
5,181372.718691877
7,181408.830820239
3,181384.45873042
1,181426.21068122
5,181394.242095873
5,181402.44285809
3,181422.959150937
1,181444.885399392
9,181474.753438627
7,181502.333896823
5,181510.448335227
3,181573.651753512
5,181513.685478208
7,181514.836462379
5,181536.374253677
3,181540.70483162
1,181571.75262963
3,181584.327131697
5,181644.437280022
5,181650.336073898
1,181668.607947611
1,181684.822437119
3,181701.051313929
7,181704.187745794
9,181704.202133096
7,181704.389168024
5,181704.432329931
9,181705.482602987
7,181719.150540016
1, 181713.481942974
1, 181713.481942974
1, 181713.827238226
9,181713.827238226
5,181715.309130346
3,181760.830554305
5,181730.415797589
7,181734.645664417
5,181752.975087338
3,181757.665347835
5,181776.800459676
3,181776.800459676
7,181777.663697804
5,181777.663697804
5,181836.36389052
5,181841.111700225
3,181874.116171326
9,181883.942698685
7,181892.920375218
5,181885.280717783
3,181924.414179594
5,181901.682242219
7,181906.430051924
3,181924.414179594
3,181940.096338923
5,181940.096338923
5,181940.815704029
7,181940.815704029
5,181989.013166186
5,181994.480340998
1,182010.939414642
3,182013.255770285
5,182020.478195958
3,182055.482502055
9,182024.33399293
7,182033.397993276
1,182034.174907592
7,182042.677803154
3,182056.345740184
5,182069.294312106
5,182069.869804192
5,182107.132916725
3,182126.411901587
3,182160.941426714
3,182163.243395056
5,182174.033871658
5,182174.033871658
5,182204.247206144
3,182217.339651088
3,182246.833620468
3,182250.28657298
5,182259.062827284
5,182259.062827284
3,182289.132288748
3,182316.180416764
3,182322.366956683
5,182330.711591922
5,182330.711591922
3,182341.358195503
3,182371.283783946
3,182380.203911271
3,182385.38334004
3,182388.54854651
3,182421.207722359
3,182434.300167303
3,182435.595024495
3,182465.232866896
3,182478.181438819
3,182478.181438819
3,182503.790836621
3,182515.156805309
3,182537.169377577
3,182547.240489073
3,182566.231727893
3,182575.43960126
3,182591.984998717
3,182600.041887913
3,182614.716936092
3,182621.91058716
3,182634.859159083
3,182641.189572023
3,182652.411667689
3,182658.454334586
3,182668.38157306
3,182673.848747872
3,182682.768875196
3,182687.804430944
3,182695.717447119
3,182700.03363776
3,182707.515034871
3,182711.255733426
3,182718.305511473
3,182721.614590964
3,182728.088876926
3,182730.822464332
3,182737.00900425
3,182739.454845613
3,182747.080115746
3,182754.273766814
3,182760.891925796
3,182766.934592694
3,182772.401767505
3,182777.725069296
3,182782.329005979
3,182787.364561727
3,182791.105260283
3,182794.702085817
3,182798.586657393
3,182801.751863863
3,182804.917070333
3,182807.938403782
3,182810.671991188
3,182813.261705572
3,182815.707546936
3,182818.29726132
3,182820.311483619
3,182822.325705918
3,182824.339928217
3,182826.498023538
3,182828.368372815
3,182829.95097605
