4 0
2 2059.6618592868
2 156420.960153787
8 190383.37322337
8 190604.714960831
4 190819.835197229
2 190973.745088308
6 193137.64568516
4 194352.303595252
2 195094.311150421
4 198895.308040087
2 200355.179674837
10 204567.747786302
8 205331.398735567
6 205893.343161834
4 206272.817319678
2 208198.623028969
4 209578.225315386
2 211821.446849614
4 212217.185852523
6 212753.593824609
4 213824.287785589
6 214144.154919064
8 214628.686164218
6 216022.035517827
4 216492.914939731
6 217373.881820964
10 221825.574087584
8 221857.988391551
6 223065.28144168
4 223508.350927919
2 224021.958766818
8 226217.334608426
6 226849.503744166
4 227560.792538925
2 227935.306674358
6 228370.077708598
4 229324.078851665
2 229774.615347713
4 230541.306477792
4 231705.689687046
2 231764.164718483
6 234944.013145845
8 235241.794619557
2 240711.048971987
6 245161.091590545
8 245347.244576695
4 247769.312074064
2 248636.021570499
6 247944.432445317
4 248655.244876502
4 249400.883930604
6 249466.418091834
4 250928.780600204
2 251520.268775915
6 258384.759952122
4 258873.373594258
6 261264.976410972
4 262168.47092989
2 263217.506677854
4 263418.399167297
2 264603.555051121
8 264259.72356397
6 264434.940617893
4 264706.236794848
2 265002.295820748
2 264860.353575332
10 266299.365923953
8 267064.048730527
6 267710.915214764
4 268093.795998008
2 267850.321698179
4 268280.541309388
6 268885.784896926
8 268777.894949825
6 269890.448766371
6 271583.65381104
4 271978.904940534
2 272549.799563587
8 272517.123698467
6 272862.16098541
4 273511.677610701
2 274413.352279772
2 273264.693960134
4 274210.800646647
2 273641.028952525
4 274088.770715133
6 274094.316444615
4 274815.346450031
2 274715.063213443
4 275041.471677707
4 276199.628494215
2 276716.015528267
6 277037.455625484
4 277260.660374699
10 280265.028604382
8 280296.561398347
6 280352.915885322
8 280384.192729182
4 280547.444295538
6 280597.284068234
12 280730.28546861
10 280737.086490203
2 280957.322995114
4 280980.67257937
6 281796.504259261
4 281799.555374425
4 282101.143728282
6 282120.519108068
10 282139.890747157
8 282162.477660527
8 282430.120038231
6 282445.173040837
8 282885.962859052
6 282901.982688362
8 285724.624473142
10 285737.787703613
6 286037.708856898
4 286506.591896757
2 287904.912494873
2 286949.888126877
4 287063.00052078
6 287285.424614982
4 287720.180686427
8 287572.507115332
6 287688.032835296
4 287964.300112885
2 288330.794190615
4 287792.494576044
2 288643.475442164
8 287945.926520946
6 288084.083754915
10 288311.617211724
8 289012.967977533
6 289690.654796533
4 290221.713425812
2 289228.466887723
4 289681.55569117
6 290309.656097866
8 290060.8182118
6 290847.862338846
6 290838.099978855
4 290988.444552591
2 291228.597687596
8 291242.012264235
4 291295.637336122
6 291406.755074457
4 292073.464238055
2 292917.349286762
6 292279.859582819
8 292346.484877044
4 292558.643055678
6 292784.304724479
4 293113.82732029
2 293194.085878146
4 293383.239767776
4 293664.633241116
6 293693.847377469
4 294101.343539811
6 294343.576071594
2 294241.981576289
4 295258.389800467
2 294838.188067736
10 294850.272826038
8 294869.379163275
6 294907.532993683
8 294934.189067716
4 295020.709986573
6 295053.544975255
12 295084.408040305
10 295089.939957977
2 295199.258564179
4 295218.948162645
10 295244.688197151
10 295244.863722237
8 295248.731748416
10 295248.735057496
2 295289.376740189
6 295299.402100064
9 295299.56237461
12 295333.462886887
14 295333.482885238
4 295372.645697144
6 295372.862801534
4 296527.296471995
6 296551.613890066
10 296569.476445033
8 296592.829626114
8 296731.832257958
6 296745.686366677
6 296863.213648114
8 296863.394352629
12 296878.99666243
10 296879.067016338
10 296950.132088129
8 296950.148489653
8 297276.067641771
6 297287.29649947
8 297557.32961517
10 297557.334794599
6 297954.243053553
4 298216.239134533
2 299729.385078745
8 298816.347318447
6 298891.131363967
4 299272.951803044
10 299165.12026839
6 299461.728025993
6 300224.711548311
4 301080.703799512
4 299615.276076423
2 300357.716833259
2 299948.930129916
4 300255.990262521
6 300980.471493974
2 300107.330585737
4 300107.902768743
12 300411.661159381
10 300411.666482683
6 300571.362946681
6 300581.335505157
4 300584.529630104
8 300717.215660818
6 301237.317927901
8 301052.328442874
6 301056.459756682
8 301180.84273146
10 301181.323123478
6 301266.883977664
4 301266.999076081
4 301289.556063862
6 302314.229936991
4 301554.253360819
10 302764.74456434
8 302776.621282253
6 302801.935740362
8 302820.801809653
4 302871.456623015
6 302891.726892995
12 302898.418427218
10 302902.977763265
4 302974.87255077
12 303007.557336017
10 303007.743363834
10 303010.075401637
8 303010.144172941
6 303039.913227538
8 303040.005306271
10 303049.440067393
12 303049.443951965
12 303050.119579673
14 303050.132240499
14 303057.6526
12 303058.05604715
8 303064.155400018
10 303064.167629225
14.2 303076.894924441
16 303076.914922791
4 303080.895457673
6 303081.085082315
6 303086.654694718
8 303086.672966592
4 304395.448434942
6 304415.383912401
10 304426.04993884
8 304444.725376378
8 304524.600800378
6 304534.830172197
6 304616.104041964
8 304616.25669124
12 304625.744253761
10 304625.847122971
8 304653.94868925
10 304653.964515282
12 304658.292215765
14 304658.315091575
10 304667.623532184
8 304667.624970914
12 304681.273341213
10 304681.28988661
8 305113.481277577
8 305121.706498209
8 305139.552939397
10 305295.578914875
8 305295.808392344
12 305323.721053345
10 305323.736735504
10 305333.640522676
8 305503.397739312
4 306352.220078493
6 306354.066976468
8 306880.672591863
10 307527.403403841
8 307535.417131131
12 307611.482797526
10 307614.173223025
12 307685.9284537
10 307686.003267671
10 307687.551341381
8 307687.726866467
8 307706.520999247
6 307706.697963063
12 307712.955000763
10 307713.024059813
12 307713.370793794
14 307713.386619827
14 307717.364708867
12 307717.369025058
12 307721.880883008
14 307721.885199199
8 307722.247759212
10 307722.266462705
14 307722.577228431
16 307722.585860813
10 307727.078439778
12 307727.089949619
16 307730.101787449
14 307730.101787449
4 307731.875741802
6 307732.169242766
16 307732.6084871
18 307732.628629323
8 307735.616440357
10 307735.63658258
8 307736.383283561
6 307736.383283561
8 308154.217729599
10 308160.879625981
6 308848.646908223
8 309057.147690782
8 309085.666920441
6 309199.474940403
10 309162.462742419
10 309176.67739693
10 309175.785384197
6 309290.462253335
6 309290.525557464
12 309296.697710081
10 309296.811369768
10 309315.582482865
8 309315.582482865
12 309318.364987098
14 309318.3793744
10 309322.650964404
10 309323.525712374
10 309323.850577656
12 309323.866259816
14 309325.267583044
16 309325.290458854
12 309332.891846065
10 309332.893284795
14 309334.12829081
12 309334.144692335
2 309421.623517768
8 309962.56219517
10 309963.052802173
10 309981.346256839
12 309981.360644141
14 309986.827818953
12 309986.82767508
10 310612.760346963
12 310668.424818928
10 310670.2520063
12 310741.569862989
14 310741.785672521
14 310744.332224999
12 310744.40416151
14 310744.769598984
16 310744.785425016
10 310747.444198451
12 310747.462901944
14 310748.055658792
16 310748.059974983
16 310748.464258173
18 310748.472890554
16 310749.731779491
18 310749.736095681
12 310750.137501411
14 310750.149011253
10 310752.101368153
8 310752.101368153
18 310752.829365641
20 310752.849507864
10 310753.817773298
12 310753.83647679
2 312034.902001226
14 312344.539762882
16 312344.554150184
12 312344.823192734
10 312344.823192734
12 312349.045865911
14 312349.061691943
16 312349.591144662
18 312349.614164345
14 312351.093179005
12 312351.093179005
16 312353.759146091
14 312353.774972123
12 313006.542696078
14 313006.55564465
16 313009.870479062
14 313009.886305094
10 314996.878189037
12 314996.902215831
6 315084.65037156
4 315087.326409758
6 315301.366303639
8 315313.077567578
14 315374.829307077
10 315374.835061998
8 315436.770958964
6 315436.981013575
