 -1.0000000E-01    0.0000000E+00   -2.5000000E-01
 -3.0000000E-01    0.0000000E+00   -2.5000000E-01
 -5.0000000E-01    0.0000000E+00   -2.5000000E-01
 -9.1421356E-02    9.1421356E-02   -2.5000000E-01
 -2.7426407E-01    2.7426407E-01   -2.5000000E-01
 -4.5710678E-01    4.5710678E-01   -2.5000000E-01
  0.0000000E+00    1.0000000E-01   -2.5000000E-01
  1.1102230E-16    3.0000000E-01   -2.5000000E-01
  0.0000000E+00    5.0000000E-01   -2.5000000E-01
 -1.0000000E-01    0.0000000E+00   -2.5000000E-01
 -9.1421356E-02    9.1421356E-02   -2.5000000E-01
  0.0000000E+00    1.0000000E-01   -2.5000000E-01
 -1.0000000E-01    0.0000000E+00    0.0000000E+00
 -9.1421356E-02    9.1421356E-02    0.0000000E+00
  0.0000000E+00    1.0000000E-01    0.0000000E+00
 -1.0000000E-01    0.0000000E+00    2.5000000E-01
 -9.1421356E-02    9.1421356E-02    2.5000000E-01
  0.0000000E+00    1.0000000E-01    2.5000000E-01
  0.0000000E+00    5.0000000E-01   -2.5000000E-01
 -4.5710678E-01    4.5710678E-01   -2.5000000E-01
 -5.0000000E-01    0.0000000E+00   -2.5000000E-01
  0.0000000E+00    5.0000000E-01    0.0000000E+00
 -4.5710678E-01    4.5710678E-01    0.0000000E+00
 -5.0000000E-01    0.0000000E+00    0.0000000E+00
  0.0000000E+00    5.0000000E-01    2.5000000E-01
 -4.5710678E-01    4.5710678E-01    2.5000000E-01
 -5.0000000E-01    0.0000000E+00    2.5000000E-01
 -1.0000000E-01    0.0000000E+00   -2.5000000E-01
 -1.0000000E-01    0.0000000E+00    0.0000000E+00
 -1.0000000E-01    0.0000000E+00    2.5000000E-01
 -3.0000000E-01    0.0000000E+00   -2.5000000E-01
 -3.0000000E-01    0.0000000E+00    0.0000000E+00
 -3.0000000E-01    0.0000000E+00    2.5000000E-01
 -5.0000000E-01    0.0000000E+00   -2.5000000E-01
 -5.0000000E-01    0.0000000E+00    0.0000000E+00
 -5.0000000E-01    0.0000000E+00    2.5000000E-01
 -1.0000000E-01    0.0000000E+00    2.5000000E-01
 -9.1421356E-02    9.1421356E-02    2.5000000E-01
  0.0000000E+00    1.0000000E-01    2.5000000E-01
 -3.0000000E-01    0.0000000E+00    2.5000000E-01
 -2.7426407E-01    2.7426407E-01    2.5000000E-01
  0.0000000E+00    3.0000000E-01    2.5000000E-01
 -5.0000000E-01    0.0000000E+00    2.5000000E-01
 -4.5710678E-01    4.5710678E-01    2.5000000E-01
  0.0000000E+00    5.0000000E-01    2.5000000E-01
  0.0000000E+00    1.0000000E-01   -2.5000000E-01
  1.1102230E-16    3.0000000E-01   -2.5000000E-01
  0.0000000E+00    5.0000000E-01   -2.5000000E-01
  9.1421356E-02    9.1421356E-02   -2.5000000E-01
  2.7426407E-01    2.7426407E-01   -2.5000000E-01
  4.5710678E-01    4.5710678E-01   -2.5000000E-01
  1.0000000E-01    0.0000000E+00   -2.5000000E-01
  3.0000000E-01    0.0000000E+00   -2.5000000E-01
  5.0000000E-01    0.0000000E+00   -2.5000000E-01
  0.0000000E+00    1.0000000E-01   -2.5000000E-01
  9.1421356E-02    9.1421356E-02   -2.5000000E-01
  1.0000000E-01    0.0000000E+00   -2.5000000E-01
  0.0000000E+00    1.0000000E-01    0.0000000E+00
  9.1421356E-02    9.1421356E-02    0.0000000E+00
  1.0000000E-01    0.0000000E+00    0.0000000E+00
  0.0000000E+00    1.0000000E-01    2.5000000E-01
  9.1421356E-02    9.1421356E-02    2.5000000E-01
  1.0000000E-01    0.0000000E+00    2.5000000E-01
  1.0000000E-01    0.0000000E+00   -2.5000000E-01
  3.0000000E-01    0.0000000E+00   -2.5000000E-01
  5.0000000E-01    0.0000000E+00   -2.5000000E-01
  1.0000000E-01    0.0000000E+00    0.0000000E+00
  3.0000000E-01    2.2204460E-16    0.0000000E+00
  5.0000000E-01   -4.9303807E-32    0.0000000E+00
  1.0000000E-01    0.0000000E+00    2.5000000E-01
  3.0000000E-01    0.0000000E+00    2.5000000E-01
  5.0000000E-01    0.0000000E+00    2.5000000E-01
  5.0000000E-01    0.0000000E+00   -2.5000000E-01
  4.5710678E-01    4.5710678E-01   -2.5000000E-01
  0.0000000E+00    5.0000000E-01   -2.5000000E-01
  5.0000000E-01   -4.9303807E-32    0.0000000E+00
  4.5710678E-01    4.5710678E-01    0.0000000E+00
  0.0000000E+00    5.0000000E-01    0.0000000E+00
  5.0000000E-01    0.0000000E+00    2.5000000E-01
  4.5710678E-01    4.5710678E-01    2.5000000E-01
  0.0000000E+00    5.0000000E-01    2.5000000E-01
  0.0000000E+00    1.0000000E-01    2.5000000E-01
  9.1421356E-02    9.1421356E-02    2.5000000E-01
  1.0000000E-01    0.0000000E+00    2.5000000E-01
  0.0000000E+00    3.0000000E-01    2.5000000E-01
  2.7426407E-01    2.7426407E-01    2.5000000E-01
  3.0000000E-01    0.0000000E+00    2.5000000E-01
  0.0000000E+00    5.0000000E-01    2.5000000E-01
  4.5710678E-01    4.5710678E-01    2.5000000E-01
  5.0000000E-01    0.0000000E+00    2.5000000E-01
  0.0000000E+00    1.0000000E-01   -2.5000000E-01
  0.0000000E+00    1.0000000E-01    0.0000000E+00
  0.0000000E+00    1.0000000E-01    2.5000000E-01
  1.1102230E-16    3.0000000E-01   -2.5000000E-01
 -2.7755576E-16    3.0000000E-01    0.0000000E+00
  0.0000000E+00    3.0000000E-01    2.5000000E-01
  0.0000000E+00    5.0000000E-01   -2.5000000E-01
  0.0000000E+00    5.0000000E-01    0.0000000E+00
  0.0000000E+00    5.0000000E-01    2.5000000E-01
