001-TIME,002-nPart-Spec-001,003-NumDens-Spec-001,004-Ekin-001,005-TempTra-001,006-TempVib001,007-XiVibMean001,008-TempRot001,009-TempTotal001
0.0000000000000000E+000,0.2586000000000000E+004,0.4995768373567066E+021,0.4715033884676415E+001,0.2933570899382019E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2933570899382019E+003
0.3000000000000000E-002,0.2586000000000000E+004,0.4995768373567066E+021,0.4713799487119380E+001,0.2933391832254003E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2933391832254003E+003
