001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004
0.00000000000000E+000,1.00000000000000E+002,1.00000000000000E+002,0.00000000000000E+000,2.00000000000000E+002
3.00000000000000E-011,0.00000000000000E+000,2.00000000000000E+002,0.00000000000000E+000,2.00000000000000E+002
