001-TIME,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-TempTra-001     ,008-TempTra-002     ,009-TempTra-003     ,010-TempTra-004     ,011-TempTra-005     ,012-TempVib001     ,013-TempVib002     ,014-TempVib003     ,015-TempVib004     ,016-XiVibMean001     ,017-XiVibMean002     ,018-XiVibMean003     ,019-XiVibMean004     ,020-TempRot001     ,021-TempRot002     ,022-TempRot003     ,023-TempRot004     ,024-TempTotal001     ,025-TempTotal002     ,026-TempTotal003     ,027-TempTotal004     ,028-TempTotal005     ,029-Pmean     ,030-Pmax     ,031-MeanFreePath      
    4.00000000000001E-005,    5.25600000000000E+004,    4.73370000000000E+004,    4.73370000000000E+004,    5.25600000000000E+004,    1.99794000000000E+005,    5.11780217775793E+003,    5.16800948488925E+003,    5.14885161688596E+003,    5.08578127010370E+003,    5.12863048937576E+003,    4.89006034274800E+003,    5.39593589362444E+003,    5.35143326932270E+003,    0.00000000000000E+000,    8.72862336258699E+000,    4.33831410798486E+000,    1.04518614136839E+000,    0.00000000000000E+000,    5.04004500812294E+003,    5.20935736693860E+003,    5.19041026802756E+003,    0.00000000000000E+000,    4.96699757396494E+003,    5.27565372834348E+003,    5.19762643225316E+003,    5.08578127010370E+003,    5.12601839397785E+003,    3.00193551606617E-001,    6.49037989167938E-001,    1.58484738234706E-003 
    4.20000000000002E-005,    5.22080000000000E+004,    4.76890000000000E+004,    4.76890000000000E+004,    5.22080000000000E+004,    1.99794000000000E+005,    5.12391937821314E+003,    5.13611986435577E+003,    5.14959005303847E+003,    5.11720553653213E+003,    5.13120448962249E+003,    4.88920252025089E+003,    5.39472683602967E+003,    5.35194857701509E+003,    0.00000000000000E+000,    8.72813057814287E+000,    4.33798800246413E+000,    1.04525711766712E+000,    0.00000000000000E+000,    5.05345162488775E+003,    5.20395197925685E+003,    5.16555051084147E+003,    0.00000000000000E+000,    4.97046863080355E+003,    5.26431988595207E+003,    5.18985924231773E+003,    5.11720553653213E+003,    5.13131846490045E+003,    2.99869478599823E-001,    6.48019842494688E-001,    1.58412164125252E-003 
    4.40000000000002E-005,    5.19490000000000E+004,    4.79480000000000E+004,    4.79480000000000E+004,    5.19490000000000E+004,    1.99794000000000E+005,    5.10668672199208E+003,    5.16229880703551E+003,    5.14452794603435E+003,    5.11032728788273E+003,    5.13006091251579E+003,    4.89322768735270E+003,    5.37689323650681E+003,    5.34862105368334E+003,    0.00000000000000E+000,    8.73044161504925E+000,    4.33316327496526E+000,    1.04479862413489E+000,    0.00000000000000E+000,    5.06986007911156E+003,    5.19777583353768E+003,    5.18319519342890E+003,    0.00000000000000E+000,    4.97267366119229E+003,    5.26258792012969E+003,    5.19259748663013E+003,    5.11032728788273E+003,    5.13081997550886E+003,    3.01091060955043E-001,    6.47358971152296E-001,    1.58326341148232E-003 
    4.60000000000003E-005,    5.17750000000000E+004,    4.81220000000000E+004,    4.81220000000000E+004,    5.17750000000000E+004,    1.99794000000000E+005,    5.11649218750049E+003,    5.12140833952212E+003,    5.14573988203725E+003,    5.10857158392046E+003,    5.12266826572970E+003,    4.89388755081202E+003,    5.37604689619047E+003,    5.36414094937412E+003,    0.00000000000000E+000,    8.73082016838383E+000,    4.33293361972086E+000,    1.04693355859468E+000,    0.00000000000000E+000,    5.08542726583125E+003,    5.18780823357487E+003,    5.20192225414277E+003,    0.00000000000000E+000,    4.97822997308866E+003,    5.24746466516596E+003,    5.20213477170066E+003,    5.10857158392046E+003,    5.13078358066330E+003,    3.01137823193097E-001,    6.31454507454835E-001,    1.58270988335506E-003 
    4.80000000000003E-005,    5.14800000000000E+004,    4.84170000000000E+004,    4.84170000000000E+004,    5.14800000000000E+004,    1.99794000000000E+005,    5.12514542034274E+003,    5.16804868628282E+003,    5.13268597954473E+003,    5.08577547595344E+003,    5.12722543247895E+003,    4.89672496368707E+003,    5.37066658989374E+003,    5.36371859498699E+003,    0.00000000000000E+000,    8.73244696939002E+000,    4.33147221121926E+000,    1.04687557764151E+000,    0.00000000000000E+000,    5.08396122447429E+003,    5.17873463308882E+003,    5.18781786220933E+003,    0.00000000000000E+000,    4.98136603892186E+003,    5.25609922165728E+003,    5.19091872529136E+003,    5.08577547595344E+003,    5.12562796241725E+003,    3.02099499518312E-001,    6.37078986670001E-001,    1.58139608556875E-003 
    5.00000000000004E-005,    5.13130000000000E+004,    4.85840000000000E+004,    4.85840000000000E+004,    5.13130000000000E+004,    1.99794000000000E+005,    5.14268649502850E+003,    5.10904673324787E+003,    5.16639674190434E+003,    5.12766914734380E+003,    5.13641503185203E+003,    4.89131408332069E+003,    5.36836938046368E+003,    5.32642072853772E+003,    0.00000000000000E+000,    8.72934332442086E+000,    4.33084747081832E+000,    1.04172907631872E+000,    0.00000000000000E+000,    5.07366219671291E+003,    5.19373473595166E+003,    5.19676533235613E+003,    0.00000000000000E+000,    4.97965214066931E+003,    5.24235146384445E+003,    5.20404139922264E+003,    5.12766914734380E+003,    5.13611283677722E+003,    3.01907197331090E-001,    6.83430637040397E-001,    1.58164495183819E-003 
    5.20000000000004E-005,    5.10800000000000E+004,    4.88170000000000E+004,    4.88170000000000E+004,    5.10800000000000E+004,    1.99794000000000E+005,    5.13375834402970E+003,    5.15675299410018E+003,    5.17452814970475E+003,    5.12120245279263E+003,    5.14612825759938E+003,    4.90009026732957E+003,    5.36879255062184E+003,    5.32188563279789E+003,    0.00000000000000E+000,    8.73437437543937E+000,    4.33096258915915E+000,    1.04109975013729E+000,    0.00000000000000E+000,    5.05086675945394E+003,    5.17249198846496E+003,    5.15365813885691E+003,    0.00000000000000E+000,    4.97836530480900E+003,    5.25021498870896E+003,    5.19301382644447E+003,    5.12120245279263E+003,    5.13375287610057E+003,    3.01083728588116E-001,    6.45650924038649E-001,    1.58073658965611E-003 
    5.40000000000005E-005,    5.09580000000000E+004,    4.89390000000000E+004,    4.89390000000000E+004,    5.09580000000000E+004,    1.99794000000000E+005,    5.10063346675818E+003,    5.17835285146505E+003,    5.16483525748471E+003,    5.10033773096776E+003,    5.13532124667213E+003,    4.89982632194584E+003,    5.35930144850290E+003,    5.33707915143531E+003,    0.00000000000000E+000,    8.73422328686937E+000,    4.32837688940710E+000,    1.04320507877126E+000,    0.00000000000000E+000,    5.07215117846428E+003,    5.18929621228561E+003,    5.17669251187530E+003,    0.00000000000000E+000,    4.97579883723885E+003,    5.25736273044109E+003,    5.19849292938009E+003,    5.10033773096776E+003,    5.13107944872550E+003,    3.01492045209538E-001,    6.69497687340919E-001,    1.58015528462243E-003 
    5.60000000000005E-005,    5.07020000000000E+004,    4.91950000000000E+004,    4.91950000000000E+004,    5.07020000000000E+004,    1.99794000000000E+005,    5.14235721956053E+003,    5.13156539178616E+003,    5.16639819102027E+003,    5.10604191717410E+003,    5.13640375330031E+003,    4.89857258137315E+003,    5.35561382283885E+003,    5.30519065436186E+003,    0.00000000000000E+000,    8.73350542902597E+000,    4.32737012714359E+000,    1.03877632931073E+000,    0.00000000000000E+000,    5.08897121720360E+003,    5.19758551441526E+003,    5.17762608341878E+003,    0.00000000000000E+000,    4.98697990767632E+003,    5.24462426748088E+003,    5.19399154790521E+003,    5.10604191717410E+003,    5.13160604223092E+003,    3.01522095986909E-001,    6.52573806849119E-001,    1.57939021765411E-003 
    5.80000000000006E-005,    5.06430000000000E+004,    4.92540000000000E+004,    4.92540000000000E+004,    5.06430000000000E+004,    1.99794000000000E+005,    5.12934963980879E+003,    5.15794688225816E+003,    5.14468589024218E+003,    5.13216960889986E+003,    5.14089509138955E+003,    4.89566918215217E+003,    5.35253072597218E+003,    5.30899203550616E+003,    0.00000000000000E+000,    8.73184183345908E+000,    4.32652749176355E+000,    1.03930629051067E+000,    0.00000000000000E+000,    5.09221467691765E+003,    5.18970834182034E+003,    5.17965856776254E+003,    0.00000000000000E+000,    4.98328062082068E+003,    5.24869924104632E+003,    5.18454307810519E+003,    5.13216960889986E+003,    5.13606846637649E+003,    3.02104318117239E-001,    6.55808976512086E-001,    1.57953462707838E-003 
    6.00000000000006E-005,    5.05280000000000E+004,    4.93690000000000E+004,    4.93690000000000E+004,    5.05280000000000E+004,    1.99794000000000E+005,    5.11619066873436E+003,    5.16470852365420E+003,    5.15474205485168E+003,    5.11697916230855E+003,    5.13790484615751E+003,    4.89692292272486E+003,    5.35500929404146E+003,    5.30436120461642E+003,    0.00000000000000E+000,    8.73256040793049E+000,    4.32720497032175E+000,    1.03866062056440E+000,    0.00000000000000E+000,    5.10883880331661E+003,    5.16946162789245E+003,    5.19239268749293E+003,    0.00000000000000E+000,    4.98472509994230E+003,    5.24582725370730E+003,    5.19294668311640E+003,    5.11697916230855E+003,    5.13414188339019E+003,    3.01696047683763E-001,    6.34001594763427E-001,    1.57903188596349E-003 
    6.20000000000007E-005,    5.04400000000000E+004,    4.94570000000000E+004,    4.94570000000000E+004,    5.04400000000000E+004,    1.99794000000000E+005,    5.14337228908174E+003,    5.14919484769007E+003,    5.15155138056109E+003,    5.12659784056957E+003,    5.14260337923175E+003,    4.90134400790226E+003,    5.35488838828199E+003,    5.30143970907573E+003,    0.00000000000000E+000,    8.73509185909788E+000,    4.32717193510700E+000,    1.03825286217019E+000,    0.00000000000000E+000,    5.08196018472788E+003,    5.17480324010440E+003,    5.17364409249554E+003,    0.00000000000000E+000,    4.98739256369952E+003,    5.24282130219289E+003,    5.18464164930537E+003,    5.12659784056957E+003,    5.13459218586936E+003,    3.01715276760181E-001,    6.23098424873039E-001,    1.57878945798120E-003 
    6.40000000000007E-005,    5.04650000000000E+004,    4.94320000000000E+004,    4.94320000000000E+004,    5.04650000000000E+004,    1.99794000000000E+005,    5.15814296884149E+003,    5.12562206451454E+003,    5.13343060382567E+003,    5.10942300285369E+003,    5.13167666828328E+003,    4.90160795328599E+003,    5.35513019980094E+003,    5.31595872677761E+003,    0.00000000000000E+000,    8.73524286892216E+000,    4.32723800425294E+000,    1.04027611602268E+000,    0.00000000000000E+000,    5.11275205991706E+003,    5.18194907899587E+003,    5.16694392662600E+003,    0.00000000000000E+000,    4.99682439315335E+003,    5.23815141343261E+003,    5.17596281385636E+003,    5.10942300285369E+003,    5.12929451996979E+003,    3.01801618332012E-001,    6.34128280678695E-001,    1.57847663639694E-003 
    6.60000000000008E-005,    5.03970000000000E+004,    4.95000000000000E+004,    4.95000000000000E+004,    5.03970000000000E+004,    1.99794000000000E+005,    5.12022842124783E+003,    5.15768384999147E+003,    5.16526093296408E+003,    5.11626793543218E+003,    5.13966622443068E+003,    4.90094808982668E+003,    5.36032914745845E+003,    5.28983362214422E+003,    0.00000000000000E+000,    8.73486531869102E+000,    4.32865725008945E+000,    1.03662977363677E+000,    0.00000000000000E+000,    5.10180176661630E+003,    5.16734969441754E+003,    5.16846271126036E+003,    0.00000000000000E+000,    4.98648684416015E+003,    5.24541834900850E+003,    5.18771374525524E+003,    5.11626793543218E+003,    5.13323008345180E+003,    3.01293939507867E-001,    6.25174580691426E-001,    1.57855430819010E-003 
