001-TIME,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPartIn-Spec-001     ,007-nPartIn-Spec-002     ,008-nPartIn-Spec-003     ,009-nPartIn-Spec-004     ,010-nPartOut-Spec-001     ,011-nPartOut-Spec-002     ,012-nPartOut-Spec-003     ,013-nPartOut-Spec-004     ,014-Ekin-001     ,015-Ekin-002     ,016-Ekin-003     ,017-Ekin-004     ,018-TempTra-001     ,019-TempTra-002     ,020-TempTra-003     ,021-TempTra-004     ,022-EkinIn-001     ,023-EkinIn-002     ,024-EkinIn-003     ,025-EkinIn-004     ,026-EkinOut-001     ,027-EkinOut-002     ,028-EkinOut-003     ,029-EkinOut-004     ,030-E-Vib001     ,031-E-Vib002     ,032-E-Vib003     ,033-E-Vib004     ,034-E-Rot001     ,035-E-Rot002     ,036-E-Rot003     ,037-E-Rot004     ,038-E-Elec001     ,039-E-Elec002     ,040-E-Elec003     ,041-E-Elec004     ,042-E-TotalPart     ,043-TempVib001     ,044-TempVib002     ,045-TempVib003     ,046-XiVibMean001     ,047-XiVibMean002     ,048-XiVibMean003     ,049-TempRot001     ,050-TempRot002     ,051-TempRot003     ,052-TempElec001     ,053-TempElec002     ,054-TempElec003     ,055-XiElecMean001     ,056-XiElecMean002     ,057-XiElecMean003     ,058-TempTotal001     ,059-TempTotal002     ,060-TempTotal003     ,061-TempTotal004     ,062-Pmean     ,063-Pmax     ,064-MeanFreePath     ,065-CollRate001+001     ,066-CollRate001+002     ,067-CollRate001+003     ,068-CollRate002+002     ,069-CollRate002+003     ,070-CollRate003+003     ,071-TotalCollRate     ,072-Reaction001     ,073-Reaction002      
    0.00000000000000E+000,    9.98970000000000E+004,    9.98970000000000E+004,    9.98970000000000E+004,    2.99691000000000E+005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.10320093518781E-012,    3.10323660732323E-012,    3.10321101949452E-012,    9.30964856200525E-012,    1.49997130494019E+004,    1.49997440710023E+004,    1.49997617941813E+004,    1.49997396381952E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.40586198552914E-013,    0.00000000000000E+000,    0.00000000000000E+000,    1.40586198552914E-013,    9.45023476055816E-012,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.50005409699966E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.35909635389171E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.49997489312988E+004,    1.49997440710023E+004,    1.49997617941813E+004,    1.49997515988275E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    5.00000000000000E-009,    9.98970000000000E+004,    9.98970000000000E+004,    9.98970000000000E+004,    2.99691000000000E+005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.10320093518781E-012,    3.10323660732323E-012,    3.10321101949452E-012,    9.30964856200525E-012,    1.49997130494019E+004,    1.49997440710023E+004,    1.49997617941813E+004,    1.49997396381952E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.40586198552914E-013,    0.00000000000000E+000,    0.00000000000000E+000,    1.40586198552914E-013,    9.45023476055816E-012,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.50005409699966E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.35909635389171E-001,    0.00000000000000E+000,    0.00000000000000E+000,    1.49997489312988E+004,    1.49997440710023E+004,    1.49997617941813E+004,    1.49997515988275E+004,    1.42215677081273E-002,    5.13462638523866E-002,    5.10061107469797E-005,    3.10629999999905E+015,    4.70586999999856E+016,    6.19179999999810E+015,    0.00000000000000E+000,    4.71071999999856E+016,    3.10219999999905E+015,    1.06566199999967E+017,    5.06523461600001E-017,    9.09009200093480E-040 
