001-TIME,002-PCoupled,003-PCoupledMoAv
0.1283185620000002E-007,-.1353982780011527E-009,-.1193196788101987E-009
0.1288102040000002E-007,-.1345981035992245E-009,-.1193779934086301E-009
0.1293018460000002E-007,-.1337884826419484E-009,-.1194327861433576E-009
0.1297934880000002E-007,-.1329694719518758E-009,-.1194840614683899E-009
0.1302851300000002E-007,-.1321411290096309E-009,-.1195318239874134E-009
0.1307767720000002E-007,-.1313035119508670E-009,-.1195760784534415E-009
0.1312684140000002E-007,-.1304566795631325E-009,-.1196168297684590E-009
0.1317600560000002E-007,-.1296006912793586E-009,-.1196540829830519E-009
0.1322516980000003E-007,-.1287356071759550E-009,-.1196878432960367E-009
0.1327433400000003E-007,-.1278614879676672E-009,-.1197181160540797E-009
0.1332349820000003E-007,-.1269783950028735E-009,-.1197449067513078E-009
0.1337266240000003E-007,-.1260863902601912E-009,-.1197682210289140E-009
0.1342182660000003E-007,-.1251855363437379E-009,-.1197880646747558E-009
0.1347099080000003E-007,-.1242758964780406E-009,-.1198044436229430E-009
0.1352015500000003E-007,-.1233575345053360E-009,-.1198173639534244E-009
0.1356931920000003E-007,-.1224305148789556E-009,-.1198268318915604E-009
0.1361848340000003E-007,-.1214949026605472E-009,-.1198328538076939E-009
0.1366764760000003E-007,-.1205507635145658E-009,-.1198354362167114E-009
0.1371681180000003E-007,-.1195981637036732E-009,-.1198345857775966E-009
0.1376597600000003E-007,-.1186371700848653E-009,-.1198303092929797E-009
0.1381514020000003E-007,-.1176678501038011E-009,-.1198226137086766E-009
0.1386430440000003E-007,-.1166902717908135E-009,-.1198115061132231E-009
0.1391346860000003E-007,-.1157045037553872E-009,-.1197969937374004E-009
0.1396263280000003E-007,-.1147106151826327E-009,-.1197790839537568E-009
0.1401179700000003E-007,-.1137086758263843E-009,-.1197577842761169E-009
0.1406096120000003E-007,-.1126987560066871E-009,-.1197331023590909E-009
0.1411012540000003E-007,-.1116809266029598E-009,-.1197050459975713E-009
0.1415928960000003E-007,-.1106552590497646E-009,-.1196736231262248E-009
0.1420845380000003E-007,-.1096218253324341E-009,-.1196388418189798E-009
0.1425761800000003E-007,-.1085806979806685E-009,-.1196007102885029E-009
0.1430678220000003E-007,-.1075319500640001E-009,-.1195592368856695E-009
0.1435594640000003E-007,-.1064756551878519E-009,-.1195144300990332E-009
0.1440511060000003E-007,-.1054118874858504E-009,-.1194662985542783E-009
0.1445427480000003E-007,-.1043407216172550E-009,-.1194148510136762E-009
0.1450343900000003E-007,-.1032622327600704E-009,-.1193600963755284E-009
0.1455260320000004E-007,-.1021764966064822E-009,-.1193020436736059E-009
0.1460176740000004E-007,-.1010835893569847E-009,-.1192407020765802E-009
0.1465093160000004E-007,-.9998358771556340E-010,-.1191760808874493E-009
0.1470009580000004E-007,-.9887656888414341E-010,-.1191081895429566E-009
0.1474926000000000E-007,-.9776261055709137E-010,-.1190370376130038E-009
0.1479842420000000E-007,-.9664179091577303E-010,-.1189626348000562E-009
