001-TIME,002-TempTra-001,003-TempVib001,004-XiVibMean001,005-TempRot001,006-TempTotal001
2.78000000000000E-007,5.98240054409327E+003,5.93411675276637E+003,1.38490616946523E+001,6.01685094160059E+003,5.95391889487918E+003
2.79000000000000E-007,5.98921396144119E+003,5.93336475757179E+003,1.38485910549266E+001,6.01435527647330E+003,5.95404729202356E+003
2.80000000000000E-007,5.98542646288157E+003,5.93399142023394E+003,1.38489832620269E+001,6.01430955675476E+003,5.95390475948601E+003
2.81000000000000E-007,5.97913804527176E+003,5.93524474555826E+003,1.38497674563982E+001,6.01349270999312E+003,5.95370459871523E+003
2.82000000000000E-007,5.97470108938317E+003,5.93618473955149E+003,1.38503554099058E+001,6.01250115399790E+003,5.95353950654283E+003
2.83000000000000E-007,5.97781173235649E+003,5.93599674075284E+003,1.38502378323847E+001,6.01037409392738E+003,5.95355708623978E+003
2.84000000000000E-007,5.97084338488844E+003,5.93687406847986E+003,1.38507864711140E+001,6.01210560312767E+003,5.95337732156990E+003
2.85000000000000E-007,5.97060308773689E+003,5.93687406847986E+003,1.38507864711140E+001,6.01238764433489E+003,5.95338363024524E+003
2.86000000000000E-007,5.96671381472642E+003,5.93737539860959E+003,1.38510999145486E+001,6.01330471353193E+003,5.95328399785482E+003
2.87000000000000E-007,5.96334921224195E+003,5.93844072513525E+003,1.38517658263657E+001,6.01044168008472E+003,5.95308568562448E+003
2.88000000000000E-007,5.96291170546377E+003,5.93812739380418E+003,1.38515699918952E+001,6.01279793097019E+003,5.95315716457791E+003
2.89000000000000E-007,5.96328409553970E+003,5.93844072513525E+003,1.38517658263657E+001,6.01035434076230E+003,5.95306264646121E+003
2.90000000000000E-007,5.96813212333119E+003,5.93800206127175E+003,1.38514916529866E+001,6.00840348678521E+003,5.95319459531356E+003
2.91000000000000E-007,5.96594126696572E+003,5.93825272633661E+003,1.38516483278777E+001,6.00906777303380E+003,5.95313868225816E+003
2.92000000000000E-007,5.96729307772882E+003,5.93806472753796E+003,1.38515308228066E+001,6.00869345157249E+003,5.95315531301221E+003
2.93000000000001E-007,5.97237992591805E+003,5.93743806487581E+003,1.38511390916849E+001,6.00717156171815E+003,5.95325711043301E+003
2.94000000000001E-007,5.96491525143440E+003,5.93819006007039E+003,1.38516091602522E+001,6.01041964135626E+003,5.95314422905252E+003
2.95000000000001E-007,5.96168964326935E+003,5.93894205526498E+003,1.38520791234871E+001,6.00894888736690E+003,5.95295888738558E+003
2.96000000000001E-007,5.96365794492883E+003,5.93869139020012E+003,1.38519224807769E+001,6.00861238669755E+003,5.95303068927577E+003
2.97000000000001E-007,5.96036667880649E+003,5.93950605166092E+003,1.38524315268099E+001,6.00713826825932E+003,5.95287864689558E+003
2.98000000000001E-007,5.96117174067527E+003,5.93938071912849E+003,1.38523532200782E+001,6.00703287917232E+003,5.95289697797182E+003
2.99000000000001E-007,5.96330201032647E+003,5.93944338539471E+003,1.38523923738096E+001,6.00464473838463E+003,5.95290170964773E+003
3.00000000000001E-007,5.96872371939967E+003,5.93869139020012E+003,1.38519224807769E+001,6.00353977059918E+003,5.95302965537678E+003
3.01000000000001E-007,5.96637033999652E+003,5.93881672273255E+003,1.38520008035945E+001,6.00544960286586E+003,5.95305002319366E+003
3.02000000000001E-007,5.96936147275578E+003,5.93862872393390E+003,1.38518833182711E+001,6.00345488476940E+003,5.95306950642169E+003
3.03000000000001E-007,5.96365834597743E+003,5.93938071912849E+003,1.38523532200782E+001,6.00457278987537E+003,5.95290098495350E+003
3.04000000000001E-007,5.96009749774406E+003,5.93981938299200E+003,1.38526272808460E+001,6.00576694939015E+003,5.95284924749262E+003
3.05000000000001E-007,5.96212618289844E+003,5.93956871792714E+003,1.38524706790791E+001,6.00514367167417E+003,5.95288682127201E+003
3.06000000000001E-007,5.96282469659979E+003,5.93906738779741E+003,1.38521574404547E+001,6.00730427588760E+003,5.95296928191171E+003
3.07000000000001E-007,5.96375147099869E+003,5.93913005406363E+003,1.38521965978417E+001,6.00590302220086E+003,5.95294127912709E+003
3.08000000000001E-007,5.96512460225198E+003,5.93925538659606E+003,1.38522749104222E+001,6.00392131107172E+003,5.95293671136213E+003
3.09000000000001E-007,5.97103216032830E+003,5.93844072513525E+003,1.38517658263657E+001,6.00287758104684E+003,5.95310364609956E+003
3.10000000000001E-007,5.97275117014849E+003,5.93812739380418E+003,1.38515699918952E+001,6.00297574513435E+003,5.95315977578431E+003
3.11000000000001E-007,5.96898910625574E+003,5.93869139020012E+003,1.38519224807769E+001,6.00350751829362E+003,5.95306488640552E+003
3.12000000000001E-007,5.96706855499773E+003,5.93900472153120E+003,1.38521182823365E+001,6.00335226519365E+003,5.95296968624902E+003
3.13000000000001E-007,5.95959503974640E+003,5.94019538058929E+003,1.38528621615682E+001,6.00412159369910E+003,5.95278689584620E+003
3.14000000000001E-007,5.95669244316048E+003,5.94088470951767E+003,1.38532927078963E+001,6.00271186756944E+003,5.95261599653945E+003
3.15000000000001E-007,5.95618272448055E+003,5.94119804084874E+003,1.38534883815469E+001,6.00114523731584E+003,5.95252076842067E+003
3.16000000000001E-007,5.96175926846681E+003,5.94069671071902E+003,1.38531752949389E+001,5.99886699780734E+003,5.95266953274759E+003
3.17000000000001E-007,5.95738277296816E+003,5.94069671071902E+003,1.38531752949389E+001,6.00338762614686E+003,5.95269131256448E+003
3.18000000000001E-007,5.95788813280625E+003,5.94082204325145E+003,1.38532535709745E+001,6.00189884508385E+003,5.95263011658933E+003
3.19000000000001E-007,5.95897333441054E+003,5.94032071312173E+003,1.38529404492954E+001,6.00389433872768E+003,5.95274601310761E+003
3.20000000000001E-007,5.95682632664314E+003,5.94082204325145E+003,1.38532535709745E+001,6.00310246439956E+003,5.95265154579519E+003
3.21000000000001E-007,5.96023265148498E+003,5.94025804685551E+003,1.38529013057972E+001,6.00296537837313E+003,5.95275223118759E+003
3.22000000000001E-007,5.95141097035723E+003,5.94151137217982E+003,1.38536840369349E+001,6.00453580305203E+003,5.95253059091736E+003
3.23000000000001E-007,5.95572253036153E+003,5.94132337338118E+003,1.38535666458935E+001,6.00138100400205E+003,5.95257426682454E+003
3.24000000000001E-007,5.95423316589713E+003,5.94151137217982E+003,1.38536840369349E+001,6.00175988865880E+003,5.95253758425117E+003
3.25000000000001E-007,5.96004009461070E+003,5.94088470951767E+003,1.38532927078963E+001,5.99951567649452E+003,5.95263888347979E+003
3.26000000000001E-007,5.95866263715091E+003,5.94082204325145E+003,1.38532535709745E+001,6.00120317282418E+003,5.95264202880584E+003
3.27000000000001E-007,5.96279241070839E+003,5.94050871192037E+003,1.38530578754054E+001,5.99903967956408E+003,5.95272063417521E+003
3.28000000000001E-007,5.96037871278604E+003,5.94050871192037E+003,1.38530578754054E+001,6.00139550385342E+003,5.95271188887763E+003
3.29000000000001E-007,5.95812603227913E+003,5.94119804084874E+003,1.38534883815469E+001,5.99956893818611E+003,5.95257622597984E+003
3.30000000000001E-007,5.94932227290859E+003,5.94238869990684E+003,1.38542317748855E+001,6.00122460742558E+003,5.95232655314632E+003
3.31000000000001E-007,5.94830254518953E+003,5.94238869990684E+003,1.38542317748855E+001,6.00251455252535E+003,5.95236738334068E+003
3.32000000000001E-007,5.95382542248725E+003,5.94169937097847E+003,1.38538014214026E+001,6.00091076154051E+003,5.95247878403242E+003
3.33000000000001E-007,5.95504554668064E+003,5.94132337338118E+003,1.38535666458935E+001,6.00176669046890E+003,5.95253024996562E+003
3.34000000000001E-007,5.95821019269436E+003,5.94094737578388E+003,1.38533318440876E+001,6.00093233416237E+003,5.95262014324109E+003
3.35000000000001E-007,5.96026420232127E+003,5.94082204325145E+003,1.38532535709745E+001,5.99983067826258E+003,5.95267664337538E+003
3.36000000000001E-007,5.95846200667500E+003,5.94126070711496E+003,1.38535275140854E+001,5.99870047884536E+003,5.95253946922474E+003
3.37000000000001E-007,5.96425776415150E+003,5.94107270831631E+003,1.38534101142783E+001,5.99421538442797E+003,5.95260640426691E+003
3.38000000000002E-007,5.97232879347850E+003,5.93988204925822E+003,1.38526664294603E+001,5.99320550636889E+003,5.95284305905038E+003
3.39000000000002E-007,5.97233183339513E+003,5.93944338539471E+003,1.38523923738096E+001,5.99553859628501E+003,5.95289017667535E+003
3.40000000000002E-007,5.96890274429958E+003,5.94007004805686E+003,1.38527838709176E+001,5.99553468463706E+003,5.95280841261636E+003
3.41000000000002E-007,5.97143409035576E+003,5.93981938299200E+003,1.38526272808460E+001,5.99415800215371E+003,5.95280809103193E+003
3.42000000000002E-007,5.97167456172585E+003,5.94019538058929E+003,1.38528621615682E+001,5.99197753711450E+003,5.95277714391150E+003
3.43000000000002E-007,5.97361283503886E+003,5.94013271432308E+003,1.38528230166083E+001,5.99036435129135E+003,5.95278256632861E+003
3.44000000000002E-007,5.97355390975954E+003,5.94025804685551E+003,1.38529013057972E+001,5.98976235078806E+003,5.95277009719433E+003
3.45000000000002E-007,5.97078788820833E+003,5.94075937698523E+003,1.38532144333220E+001,5.98944631241932E+003,5.95265399187315E+003
3.46000000000002E-007,5.96850520832243E+003,5.94144870591361E+003,1.38536449073182E+001,5.98779028074561E+003,5.95253957777872E+003
3.47000000000002E-007,5.96788515815307E+003,5.94169937097847E+003,1.38538014214026E+001,5.98702210963758E+003,5.95250463556976E+003
3.48000000000002E-007,5.96565346271639E+003,5.94226336737441E+003,1.38541535353696E+001,5.98571967732568E+003,5.95236398513797E+003
3.49000000000002E-007,5.96178148758570E+003,5.94270203123792E+003,1.38544273608985E+001,5.98702175442845E+003,5.95228163457564E+003
3.50000000000002E-007,5.96264484441561E+003,5.94263936497170E+003,1.38543882451561E+001,5.98644096155532E+003,5.95228062038179E+003
3.51000000000002E-007,5.95762577400441E+003,5.94339136016629E+003,1.38548575858890E+001,5.98707708833568E+003,5.95214289239315E+003
3.52000000000002E-007,5.95325921792060E+003,5.94389269029602E+003,1.38551704213249E+001,5.98879548939236E+003,5.95209246782036E+003
3.53000000000002E-007,5.95779211483651E+003,5.94295269630278E+003,1.38545838165685E+001,5.98955338537991E+003,5.95223621110901E+003
3.54000000000002E-007,5.95562841192151E+003,5.94326602763386E+003,1.38547793697324E+001,5.98982722338565E+003,5.95216921093429E+003
3.55000000000002E-007,5.95200578825358E+003,5.94383002402980E+003,1.38551313194494E+001,5.99048977270969E+003,5.95211536528815E+003
3.56000000000002E-007,5.95847275082985E+003,5.94345402643251E+003,1.38548966928726E+001,5.98605547947167E+003,5.95216021790675E+003
3.57000000000002E-007,5.95499901869802E+003,5.94439402042574E+003,1.38554832100641E+001,5.98416930293992E+003,5.95200606596300E+003
3.58000000000002E-007,5.95507221112473E+003,5.94408068909466E+003,1.38552877225739E+001,5.98579308638780E+003,5.95204389568118E+003
3.59000000000002E-007,5.95692388762666E+003,5.94357935896494E+003,1.38549749046504E+001,5.98665103424449E+003,5.95210360100688E+003
3.60000000000002E-007,5.95855631156547E+003,5.94357935896494E+003,1.38549749046504E+001,5.98519830837316E+003,5.95213075260012E+003
3.61000000000002E-007,5.95081275770001E+003,5.94420602162709E+003,1.38553659197586E+001,5.98934515746880E+003,5.95202444292294E+003
3.62000000000002E-007,5.95332841865804E+003,5.94383002402980E+003,1.38551313194494E+001,5.98884711379170E+003,5.95206701075827E+003
3.63000000000002E-007,5.95516745187878E+003,5.94351669269872E+003,1.38549357991264E+001,5.98907626304646E+003,5.95216094067413E+003
3.64000000000002E-007,5.95559907678673E+003,5.94345402643251E+003,1.38548966928726E+001,5.98896761044070E+003,5.95216602860320E+003
3.65000000000002E-007,5.95825835642274E+003,5.94345402643251E+003,1.38548966928726E+001,5.98633641780320E+003,5.95217027244274E+003
3.66000000000002E-007,5.96586594905000E+003,5.94226336737441E+003,1.38541535353696E+001,5.98545465151583E+003,5.95235604632413E+003
3.67000000000002E-007,5.96680981981300E+003,5.94207536857576E+003,1.38540361706195E+001,5.98583420228918E+003,5.95242489413753E+003
3.68000000000002E-007,5.96545653620742E+003,5.94263936497170E+003,1.38543882451561E+001,5.98381142954819E+003,5.95230814474302E+003
3.69000000000002E-007,5.96652695127746E+003,5.94251403243927E+003,1.38543100114809E+001,5.98354159432029E+003,5.95234169414319E+003
3.70000000000002E-007,5.96054110666870E+003,5.94326602763386E+003,1.38547793697324E+001,5.98479056735325E+003,5.95215048074099E+003
3.71000000000002E-007,5.96525602193150E+003,5.94276469750414E+003,1.38544664759110E+001,5.98296601851937E+003,5.95223752501909E+003
3.72000000000002E-007,5.96665821870187E+003,5.94295269630278E+003,1.38545838165685E+001,5.98079899150716E+003,5.95225309033352E+003
3.73000000000002E-007,5.96371364227667E+003,5.94364202523115E+003,1.38550140094447E+001,5.97968941689453E+003,5.95212134567115E+003
3.74000000000002E-007,5.96357559661031E+003,5.94383002402980E+003,1.38551313194494E+001,5.97844445145835E+003,5.95204351793238E+003
3.75000000000002E-007,5.96225286383758E+003,5.94451935295817E+003,1.38555613999538E+001,5.97591745858944E+003,5.95194270637352E+003
3.76000000000002E-007,5.96263861323255E+003,5.94458201922439E+003,1.38556004938044E+001,5.97516231327463E+003,5.95193060907040E+003
3.77000000000002E-007,5.96207059953172E+003,5.94464468549061E+003,1.38556395869257E+001,5.97535848346724E+003,5.95191814225441E+003
3.78000000000002E-007,5.96245528748468E+003,5.94426868789331E+003,1.38554050172566E+001,5.97713061396375E+003,5.95198173010284E+003
