001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-NumDens-Spec-001,006-NumDens-Spec-002,007-NumDens-Spec-003,008-Charge,009-Charge-absError,010-Charge-relError,011-Ekin-001,012-Ekin-002,013-Ekin-003,014-E-kin+pot,015-PercentResolvedPPD3D,016-PercentResolvedPPDX,017-PercentResolvedPPDY,018-PercentResolvedPPDZ,019-PercentResolvedPICTimeStep
0.1000000000000000E-009,0.0000000000000000E+000,0.9997000000000000E+004,0.9997000000000000E+004,0.1000000000000000E+026,0.9997000000000007E+020,0.1000009997000000E+026,0.1601695877041000E+002,0.2795985665215994E-011,0.1745640795668297E-012,0.0000000000000000E+000,0.7700815925211370E+006,0.7700815925211370E+006,0.2950737297973470E+008,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
