001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-NumDens-Spec-001,006-NumDens-Spec-002,007-NumDens-Spec-003,008-Charge,009-Charge-absError,010-Charge-relError,011-Ekin-001,012-Ekin-002,013-Ekin-003,014-E-kin+pot,015-PercentResolvedPPD3D,016-PercentResolvedPPDX,017-PercentResolvedPPDY,018-PercentResolvedPPDZ,019-PercentResolvedPICTimeStep
0.1000000000000000E-009,0.0000000000000000E+000,0.5405000000000000E+004,0.5405000000000000E+004,0.1000000000000000E+026,0.9999999999999874E+020,0.1000010000000000E+026,0.1602176529999999E+002,0.1254107928616577E-011,0.7827526524912179E-013,0.0000000000000000E+000,0.9442076501258106E+006,0.9442076501258106E+006,0.7983273418635461E+008,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
