001-TIME,002-ElectricCurrentSEE-BC_Xplus
0.0000000000000000E+000,0.0000000000000000E+000
0.5000000000000002E-009,0.9236956413949728E+000
0.1000000000000000E-008,0.9249108759442313E+000
