001-TIME,002-Massflow-Spec-001-SF-001,003-ResolvedTimestep,004-Pmax,005-MeanFreePath,006-MaxMCSoverMFP,007-ResolvedCellPercentage
0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.1000000000000000E-004,0.3496875333680000E-013,0.1000000000000000E+003,0.5552985107197950E-001,0.1169050854497447E-002,0.9872677388534710E-003,0.1000000000000000E+003
0.2000000000000000E-004,0.3493331215840000E-013,0.1000000000000000E+003,0.4836253743638123E-001,0.1128246929333439E-002,0.1577118512739853E-002,0.1000000000000000E+003
