001-TIME                  , 002-nPart-Spec-001    , 003-nPart-Spec-002    , 004-nPart-Spec-003    , 005-nPartIn-Spec-001  , 006-nPartIn-Spec-002  , 007-nPartIn-Spec-003  , 008-nPartOut-Spec-001 , 009-nPartOut-Spec-002 , 010-nPartOut-Spec-003 , 011-PCoupled          , 012-PCoupledMoAv      , 013-EkinIn-001        , 014-EkinIn-002        , 015-EkinIn-003        , 016-EkinOut-001       , 017-EkinOut-002       , 018-EkinOut-003
    5.00000000000000E-007 , 6.50000000000000E+002 , 0.00000000000000E+000 , 6.50000000000000E+002 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 1.20000000000000E+000 , 1.60000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000 , 0.00000000000000E+000
