TIME,PartNum,PartPosX,PartPosY,PartPosZ,PartVelX,PartVelY,PartVelZ,gamma,Element
0.12000000000000E+02,1,-0.30260538050561E+00,0.19009051956084E+00,0.84288272420631E-14,-0.66573956140661E+00,0.21631189606246E+00,0.13404732140666E-14,0.14002800840280E+01,4
