001-TIME,002-NumDens-Spe001,003-NumDens-Spe002,004-NumDens-Spe003,005-NumDens-Spe004,006-NumDens-Spe005,007-NumDens-Spe006,008-TempTra-001,009-TempTra-002,010-TempTra-003,011-TempTra-004,012-TempTra-005,013-TempTra-006,014-TempVib001,015-TempVib002,016-TempVib003,017-TempVib004,018-TempVib005,019-XiVibMean001,020-XiVibMean002,021-XiVibMean003,022-XiVibMean004,023-XiVibMean005,024-TempRot001,025-TempRot002,026-TempRot003,027-TempRot004,028-TempRot005,029-TempTotal001,030-TempTotal002,031-TempTotal003,032-TempTotal004,033-TempTotal005,034-TempTotal006
2.00000000000000E-009,1.75179832608963E+021,1.03506255381524E+022,1.92627743936816E+023,4.62274552564680E+022,1.00102761490836E+020,2.51057725819016E+023,2.78875347624931E+004,2.90006805369060E+004,2.95970534757809E+004,2.91480966288306E+004,3.66197230676188E+004,2.94806710428893E+004,0.00000000000000E+000,0.00000000000000E+000,2.96555431636337E+004,2.92110220211138E+004,2.40754820286195E+004,0.00000000000000E+000,0.00000000000000E+000,1.88775785636071E+000,1.92320261970810E+000,1.88839749692052E+000,0.00000000000000E+000,0.00000000000000E+000,2.95099528517909E+004,2.88548144205871E+004,3.52402640471131E+004,2.78875347624931E+004,2.90006805369060E+004,2.95877925694671E+004,2.90808522965794E+004,3.27803059271810E+004,2.94596528563688E+004
2.20000000000000E-009,1.92697815869859E+021,1.12765760819427E+022,1.92532646313399E+023,4.57569722774611E+022,1.15118175714461E+020,2.51608291007216E+023,2.74249762855216E+004,2.87724064528462E+004,2.95387116306815E+004,2.91740708320671E+004,4.03532666251462E+004,2.94268141751492E+004,0.00000000000000E+000,0.00000000000000E+000,2.96937573510003E+004,2.90251504279921E+004,2.24183763809179E+004,0.00000000000000E+000,0.00000000000000E+000,1.88789950281864E+000,1.92271732439977E+000,1.88031923595085E+000,0.00000000000000E+000,0.00000000000000E+000,2.95061830126065E+004,2.86909743858509E+004,3.28336517801555E+004,2.74249762855216E+004,2.87724064528462E+004,2.95717628536357E+004,2.89931411949593E+004,3.32660157086366E+004,2.94159591100977E+004
2.40000000000000E-009,2.07212716286030E+021,1.21524752449875E+022,1.92452564104207E+023,4.53115149888269E+022,1.30133589938087E+020,2.52118815090819E+023,2.76491463921926E+004,2.86680723966045E+004,2.94975156246623E+004,2.91829759030631E+004,3.78656578331978E+004,2.93901331617428E+004,0.00000000000000E+000,0.00000000000000E+000,2.96410291010076E+004,2.89740771045963E+004,2.49401570077066E+004,0.00000000000000E+000,0.00000000000000E+000,1.88770396406514E+000,1.92258290032029E+000,1.89219461427802E+000,0.00000000000000E+000,0.00000000000000E+000,2.94770380401974E+004,2.87825640372393E+004,3.11339026611421E+004,2.76491463921926E+004,2.86680723966045E+004,2.95309020463877E+004,2.90092764318120E+004,3.23636261125041E+004,2.93815606842511E+004
2.60000000000000E-009,2.31237379043831E+021,1.30333795461068E+022,1.92312420238119E+023,4.48510422859690E+022,1.70174694534421E+020,2.52679390555168E+023,2.75811380070012E+004,2.86291998134674E+004,2.94747750888819E+004,2.90790743113865E+004,3.40622902308556E+004,2.93466822772719E+004,0.00000000000000E+000,0.00000000000000E+000,2.95550804282082E+004,2.88254821384774E+004,2.41399937218230E+004,0.00000000000000E+000,0.00000000000000E+000,1.88738376403324E+000,1.92218912847699E+000,1.88868999848436E+000,0.00000000000000E+000,0.00000000000000E+000,2.95171179928280E+004,2.87784648731874E+004,2.98363182669950E+004,2.75811380070012E+004,2.86291998134674E+004,2.95090773449484E+004,2.89218016662702E+004,3.01149379603499E+004,2.93422148308485E+004
2.80000000000000E-009,2.63270262720898E+021,1.39743455041207E+022,1.92142245543585E+023,4.43705490308130E+022,1.90195246832588E+020,2.53310037952560E+023,2.72483182956324E+004,2.84666399883897E+004,2.94738020485124E+004,2.90143345033771E+004,3.13025097764919E+004,2.93160014197861E+004,0.00000000000000E+000,0.00000000000000E+000,2.95322907485839E+004,2.87080456552794E+004,2.47681150039894E+004,0.00000000000000E+000,0.00000000000000E+000,1.88729855514935E+000,1.92187508080356E+000,1.89145983573220E+000,0.00000000000000E+000,0.00000000000000E+000,2.94383035146994E+004,2.87496547195329E+004,2.85716127935273E+004,2.72483182956324E+004,2.84666399883897E+004,2.94795210646399E+004,2.88528163512400E+004,2.87165062803194E+004,2.92901057619826E+004
3.00000000000000E-009,2.83791328826520E+021,1.49803782571036E+022,1.92027127367870E+023,4.38550198091352E+022,2.15220937205297E+020,2.53915659659580E+023,2.71775976748123E+004,2.82952095246701E+004,2.94427190805389E+004,2.89541517438164E+004,3.11237911455365E+004,2.92667446104254E+004,0.00000000000000E+000,0.00000000000000E+000,2.94904003439200E+004,2.84680292707821E+004,2.58670531537132E+004,0.00000000000000E+000,0.00000000000000E+000,1.88714159342464E+000,1.92122528178548E+000,1.89598821386953E+000,0.00000000000000E+000,0.00000000000000E+000,2.94413077532883E+004,2.88163908013408E+004,2.82296893508112E+004,2.71775976748123E+004,2.82952095246701E+004,2.94553743511864E+004,2.87794033978304E+004,2.88391415236504E+004,2.92441971970566E+004
3.20000000000000E-009,3.11820102043954E+021,1.59113339389684E+022,1.91876973225634E+023,4.33795316920537E+022,2.35241489503464E+020,2.54521281366599E+023,2.72517489115275E+004,2.83346089054933E+004,2.93958588195378E+004,2.89766300667652E+004,3.10562961524823E+004,2.92333301285312E+004,0.00000000000000E+000,0.00000000000000E+000,2.94486647872758E+004,2.85213065136278E+004,2.61112097168411E+004,0.00000000000000E+000,0.00000000000000E+000,1.88698477668614E+000,1.92137045135774E+000,1.89694349280782E+000,0.00000000000000E+000,0.00000000000000E+000,2.93714680228534E+004,2.87338100821200E+004,2.76365257388331E+004,2.72517489115275E+004,2.83346089054933E+004,2.94032441217448E+004,2.87800670884277E+004,2.87045166461438E+004,2.92032227183085E+004
3.40000000000000E-009,3.25834488652671E+021,1.69223718300258E+022,1.91796891016442E+023,4.28640024703759E+022,2.55262041801632E+020,2.55096872245172E+023,2.73587760715648E+004,2.83608538987922E+004,2.93453188222199E+004,2.88703399249753E+004,2.97205956485477E+004,2.91752029551952E+004,0.00000000000000E+000,0.00000000000000E+000,2.93648913783440E+004,2.85655778856763E+004,2.63708143014940E+004,0.00000000000000E+000,0.00000000000000E+000,1.88666868891475E+000,1.92149067544437E+000,1.89794015758341E+000,0.00000000000000E+000,0.00000000000000E+000,2.94341003385693E+004,2.85857097927000E+004,2.71908824032390E+004,2.73587760715648E+004,2.83608538987922E+004,2.93764644996423E+004,2.87034889191088E+004,2.80654477685298E+004,2.91689278713705E+004
3.60000000000000E-009,3.48858123795563E+021,1.80034816541268E+022,1.91661752288429E+023,4.23034270060272E+022,2.95303146397966E+020,2.55752545332937E+023,2.67810675394705E+004,2.81076708852188E+004,2.93328281001648E+004,2.88143030114512E+004,2.84316663462273E+004,2.91249684930127E+004,0.00000000000000E+000,0.00000000000000E+000,2.93084177941753E+004,2.84919685359603E+004,2.48793923103366E+004,0.00000000000000E+000,0.00000000000000E+000,1.88645460766110E+000,1.92129057762851E+000,1.89193623146725E+000,0.00000000000000E+000,0.00000000000000E+000,2.94122532806804E+004,2.86132300951579E+004,2.67850789625224E+004,2.67810675394705E+004,2.81076708852188E+004,2.93492082889919E+004,2.86667230172672E+004,2.69786855896309E+004,2.91111553221504E+004
3.80000000000000E-009,3.67377134671368E+021,1.87692677795317E+022,1.91536623836565E+023,4.18880005458403E+022,3.60369941367009E+020,2.56228033450018E+023,2.63411533107321E+004,2.79148766459955E+004,2.93044669235728E+004,2.88311999129120E+004,2.85523992956149E+004,2.90817615495143E+004,0.00000000000000E+000,0.00000000000000E+000,2.92316900255346E+004,2.83869616865553E+004,2.45095849250159E+004,0.00000000000000E+000,0.00000000000000E+000,1.88616244767186E+000,1.92100335814643E+000,1.89033665027016E+000,0.00000000000000E+000,0.00000000000000E+000,2.94758290156835E+004,2.85471329877032E+004,2.51462178449951E+004,2.63411533107321E+004,2.79148766459955E+004,2.93343028639307E+004,2.86258081652845E+004,2.64545855297730E+004,2.90675368632991E+004
4.00000000000000E-009,3.89900256006806E+021,1.95951155618311E+022,1.91406490246627E+023,4.14575586714297E+022,3.95405907888802E+020,2.56753572947845E+023,2.62234562664012E+004,2.78929397207128E+004,2.92315391571112E+004,2.88229710036491E+004,2.75026427831676E+004,2.90150654896382E+004,0.00000000000000E+000,0.00000000000000E+000,2.92683979444078E+004,2.82257244310605E+004,2.59251566203940E+004,0.00000000000000E+000,0.00000000000000E+000,1.88630240945081E+000,1.92055823200433E+000,1.89621714931539E+000,0.00000000000000E+000,0.00000000000000E+000,2.94724177801524E+004,2.84205415269503E+004,2.59220434108165E+004,2.62234562664012E+004,2.78929397207128E+004,2.93115943206215E+004,2.85409264474900E+004,2.66104935184113E+004,2.90278304066403E+004
4.20000000000000E-009,4.09920808304973E+021,2.05761226244413E+022,1.91296377208987E+023,4.09570448639755E+022,4.15426460186969E+020,2.57344179240641E+023,2.59584251688575E+004,2.79792164143216E+004,2.91829986173141E+004,2.88624553081434E+004,2.65184157408449E+004,2.89800687789665E+004,0.00000000000000E+000,0.00000000000000E+000,2.92468856268271E+004,2.82350514972446E+004,2.45082085940749E+004,0.00000000000000E+000,0.00000000000000E+000,1.88622042797649E+000,1.92058411777338E+000,1.89033060860557E+000,0.00000000000000E+000,0.00000000000000E+000,2.94184298700445E+004,2.83002080195412E+004,2.58836543110358E+004,2.59584251688575E+004,2.79792164143216E+004,2.92688755499612E+004,2.85258541871680E+004,2.57826776105926E+004,2.89891465588020E+004
