001-TIME,002-Flux-Spec-002-BC_left,003-TotalElectricCurrent-BC_left,004-ElectricCurrentSEE-BC_right
0.6000000000000000E-008,0.4200000000000136E+013,-.6729141426000218E-006,0.0000000000000000E+000
