001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-NumDens-Spec-001,006-NumDens-Spec-002,007-NumDens-Spec-003,008-nPartIn-Spec-001,009-nPartIn-Spec-002,010-nPartIn-Spec-003,011-nPartOut-Spec-001,012-nPartOut-Spec-002,013-nPartOut-Spec-003,014-EkinIn-001,015-EkinIn-002,016-EkinIn-003,017-EkinOut-001,018-EkinOut-002,019-EkinOut-003
0.5000000000000000E-006,0.7001000000000000E+004,0.0000000000000000E+000,0.7001000000000000E+004,0.7430340036386688E+013,0.0000000000000000E+000,0.7430340036386688E+013,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1400000000000000E+002,0.0000000000000000E+000,0.1400000000000000E+002,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1177965509203441E-004,0.0000000000000000E+000,0.1177965509203441E-004
