001-TIME,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-nPartIn-Spec-001     ,008-nPartIn-Spec-002     ,009-nPartIn-Spec-003     ,010-nPartIn-Spec-004     ,011-nPartIn-Spec-005     ,012-nPartOut-Spec-001     ,013-nPartOut-Spec-002     ,014-nPartOut-Spec-003     ,015-nPartOut-Spec-004     ,016-nPartOut-Spec-005     ,017-Ekin-001     ,018-Ekin-002     ,019-Ekin-003     ,020-Ekin-004     ,021-Ekin-005     ,022-TempTra-001     ,023-TempTra-002     ,024-TempTra-003     ,025-TempTra-004     ,026-TempTra-005     ,027-EkinIn-001     ,028-EkinIn-002     ,029-EkinIn-003     ,030-EkinIn-004     ,031-EkinIn-005     ,032-EkinOut-001     ,033-EkinOut-002     ,034-EkinOut-003     ,035-EkinOut-004     ,036-EkinOut-005     ,037-E-Vib001     ,038-E-Vib002     ,039-E-Vib003     ,040-E-Vib004     ,041-E-Vib005     ,042-E-Rot001     ,043-E-Rot002     ,044-E-Rot003     ,045-E-Rot004     ,046-E-Rot005     ,047-E-Elec001     ,048-E-Elec002     ,049-E-Elec003     ,050-E-Elec004     ,051-E-Elec005     ,052-E-TotalPart     ,053-TempVib001     ,054-TempVib002     ,055-TempVib003     ,056-TempVib004     ,057-XiVibMean001     ,058-XiVibMean002     ,059-XiVibMean003     ,060-XiVibMean004     ,061-TempRot001     ,062-TempRot002     ,063-TempRot003     ,064-TempRot004     ,065-TempElec001     ,066-TempElec002     ,067-TempElec003     ,068-TempElec004     ,069-XiElecMean001     ,070-XiElecMean002     ,071-XiElecMean003     ,072-XiElecMean004     ,073-TempTotal001     ,074-TempTotal002     ,075-TempTotal003     ,076-TempTotal004     ,077-TempTotal005     ,078-Pmean     ,079-Pmax     ,080-MeanFreePath     ,081-CollRate001+001     ,082-CollRate001+002     ,083-CollRate001+003     ,084-CollRate001+004     ,085-CollRate002+002     ,086-CollRate002+003     ,087-CollRate002+004     ,088-CollRate003+003     ,089-CollRate003+004     ,090-CollRate004+004     ,091-TotalCollRate     ,092-Reaction001     ,093-Reaction002     ,094-Reaction003     ,095-Reaction004     ,096-Reaction005     ,097-Reaction006     ,098-Reaction007     ,099-Reaction008     ,100-Reaction009     ,101-Reaction010      
    0.00000000000000E+000,    1.99790000000000E+004,    1.99790000000000E+004,    1.99790000000000E+004,    1.99790000000000E+004,    7.99160000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.06854578069685E-012,    2.06855701424644E-012,    2.06872251628441E-012,    2.06875850718973E-012,    8.27458381841744E-012,    9.99876136966932E+003,    9.99876904952258E+003,    9.99961578620656E+003,    9.99979745338090E+003,    9.99923591469484E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.37930949563510E-012,    0.00000000000000E+000,    1.41044152481555E-012,    0.00000000000000E+000,    2.78975102045065E-012,    1.37764244017563E-012,    0.00000000000000E+000,    1.38424604243055E-012,    0.00000000000000E+000,    2.76188848260619E-012,    5.06560725338949E-014,    0.00000000000000E+000,    4.67292481261838E-013,    6.13597000899816E-013,    1.13154555469555E-012,    1.49577688761698E-011,    9.90410612857533E+003,    0.00000000000000E+000,    1.01438622856504E+004,    0.00000000000000E+000,    1.67691058534888E+000,    0.00000000000000E+000,    1.70333061926839E+000,    0.00000000000000E+000,    9.98871307605345E+003,    0.00000000000000E+000,    1.00365930529395E+004,    0.00000000000000E+000,    1.02510184547578E+004,    0.00000000000000E+000,    9.87244648537628E+003,    9.93549584996067E+003,    7.16623195568475E-002,    0.00000000000000E+000,    6.86385333403180E-001,    8.95568242543562E-001,    9.97494186924990E+003,    9.99876904952258E+003,    1.00310604142856E+004,    9.98501489269081E+003,    9.99744655643723E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    2.50000000000000E-008,    1.99790000000000E+004,    1.99790000000000E+004,    1.99790000000000E+004,    1.99790000000000E+004,    7.99160000000000E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.06854578069685E-012,    2.06855701424644E-012,    2.06872251628441E-012,    2.06875850718973E-012,    8.27458381841744E-012,    9.99876136966932E+003,    9.99876904952258E+003,    9.99961578620656E+003,    9.99979745338090E+003,    9.99923591469484E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.37930949563510E-012,    0.00000000000000E+000,    1.41044152481555E-012,    0.00000000000000E+000,    2.78975102045065E-012,    1.37764244017563E-012,    0.00000000000000E+000,    1.38424604243055E-012,    0.00000000000000E+000,    2.76188848260619E-012,    5.06560725338949E-014,    0.00000000000000E+000,    4.67292481261838E-013,    6.13597000899816E-013,    1.13154555469555E-012,    1.49577688761698E-011,    9.90410612857533E+003,    0.00000000000000E+000,    1.01438622856504E+004,    0.00000000000000E+000,    1.67691058534888E+000,    0.00000000000000E+000,    1.70333061926839E+000,    0.00000000000000E+000,    9.98871307605345E+003,    0.00000000000000E+000,    1.00365930529395E+004,    0.00000000000000E+000,    1.02510184547578E+004,    0.00000000000000E+000,    9.87244648537628E+003,    9.93549584996067E+003,    7.16623195568475E-002,    0.00000000000000E+000,    6.86385333403180E-001,    8.95568242543562E-001,    9.97494186924990E+003,    9.99876904952258E+003,    1.00310604142856E+004,    9.98501489269081E+003,    9.99744655643723E+003,    4.69194941475093E-002,    2.76736532377421E-001,    5.67005953692048E-006,    2.23300000026419E+015,    1.78648500021136E+017,    4.44570000052598E+015,    4.04140000047814E+015,    0.00000000000000E+000,    1.78840500021159E+017,    9.26638000109631E+016,    2.20930000026138E+015,    4.08130000048286E+015,    1.66180000019661E+015,    4.68825300055467E+017,    6.00644755847351E-020,    8.00859674463134E-020,    2.09024375034878E-017,    3.00322377923675E-019,    3.40365361646832E-019,    0.00000000000000E+000,    7.94871877847791E-040,    5.00549041465863E-044,    0.00000000000000E+000,    0.00000000000000E+000 
