  TIME     ,002-nPart-Spec-001,003-nPart-Spec-002,004 TempTra001     ,005 TempTra002     ,006 TempVib001     ,007 XiVibMean001     ,008 TempRot001     ,009 TempTotal001     ,010 TempTotal002     ,011 Pmean     ,012 Pmax                   
     0.52000000000000E-07,                   200000,                   200000,     0.99999898734735E+04,     0.99999898734735E+04,     0.51219589605309E+04,     0.13270948923592E+02,     0.74821129809349E+04,     0.62487615319111E+04,     0.62487615319111E+04,     0.44475975305018E-01,     0.91656625226035E-01 
     0.54000000000000E-07,                   200000,                   200000,     0.99999135605369E+04,     0.99999135605369E+04,     0.51261118091400E+04,     0.13274308254040E+02,     0.74821129809349E+04,     0.62514133496002E+04,     0.62514133496002E+04,     0.44472012865835E-01,     0.94236598865877E-01 
     0.56000000000000E-07,                   200000,                   200000,     0.99999680537622E+04,     0.99999680537622E+04,     0.51302176810005E+04,     0.13277624966082E+02,     0.74821129809349E+04,     0.62540561754315E+04,     0.62540561754315E+04,     0.44444722893478E-01,     0.91115131741407E-01 
     0.58000000000000E-07,                   200000,                   200000,     0.99999288844122E+04,     0.99999288844122E+04,     0.51347012104249E+04,     0.13281241515371E+02,     0.74821129809349E+04,     0.62569276145827E+04,     0.62569276145827E+04,     0.44464067042714E-01,     0.92161284918355E-01 
     0.60000000000000E-07,                   200000,                   200000,     0.99999827586239E+04,     0.99999827586239E+04,     0.51389857790524E+04,     0.13284692482459E+02,     0.74821129809349E+04,     0.62596866958039E+04,     0.62596866958039E+04,     0.44461259089751E-01,     0.89754840852501E-01 
     0.62000000000000E-07,                   200000,                   200000,     0.99999782731240E+04,     0.99999782731240E+04,     0.51438438373174E+04,     0.13288599352052E+02,     0.74821129809349E+04,     0.62628058907221E+04,     0.62628058907221E+04,     0.44477209838842E-01,     0.97298398902391E-01 
     0.64000000000000E-07,                   200000,                   200000,     0.99999970372330E+04,     0.99999970372330E+04,     0.51480415207617E+04,     0.13291970013631E+02,     0.74821129809349E+04,     0.62655054663671E+04,     0.62655054663671E+04,     0.44476858752212E-01,     0.87955201893887E-01 
     0.66000000000000E-07,                   200000,                   200000,     0.99999918467016E+04,     0.99999918467016E+04,     0.51526125473446E+04,     0.13295635063653E+02,     0.74821129809349E+04,     0.62684420667057E+04,     0.62684420667057E+04,     0.44439508461220E-01,     0.92882948708566E-01 
     0.68000000000000E-07,                   200000,                   200000,     0.99998959229772E+04,     0.99998959229772E+04,     0.51576099294203E+04,     0.13299635539131E+02,     0.74821129809349E+04,     0.62716396265937E+04,     0.62716396265937E+04,     0.44437765938879E-01,     0.94010901797390E-01 
     0.70000000000000E-07,                   200000,                   200000,     0.99999799713522E+04,     0.99999799713522E+04,     0.51623434430763E+04,     0.13303418608245E+02,     0.74821129809349E+04,     0.62746965777295E+04,     0.62746965777295E+04,     0.44447170073140E-01,     0.91358585643712E-01 
     0.72000000000000E-07,                   200000,                   200000,     0.99999939812080E+04,     0.99999939812080E+04,     0.51662388260566E+04,     0.13306527338614E+02,     0.74821129809349E+04,     0.62772044364898E+04,     0.62772044364898E+04,     0.44473709975544E-01,     0.90268989982530E-01 
     0.74000000000000E-07,                   200000,                   200000,     0.99999442437170E+04,     0.99999442437170E+04,     0.51705037579290E+04,     0.13309926343256E+02,     0.74821129809349E+04,     0.62799408808657E+04,     0.62799408808657E+04,     0.44484527080755E-01,     0.93868991117608E-01 
     0.76000000000000E-07,                   200000,                   200000,     0.99999110142385E+04,     0.99999110142385E+04,     0.51745355195892E+04,     0.13313135062655E+02,     0.74821129809349E+04,     0.62825306119739E+04,     0.62825306119739E+04,     0.44473481881677E-01,     0.92794732243914E-01 
     0.78000000000000E-07,                   200000,                   200000,     0.99999620682680E+04,     0.99999620682680E+04,     0.51786813993303E+04,     0.13316430096387E+02,     0.74821129809349E+04,     0.62852076386495E+04,     0.62852076386495E+04,     0.44433639324760E-01,     0.92439919895144E-01 
     0.80000000000000E-07,                   200000,                   200000,     0.99999751544562E+04,     0.99999751544562E+04,     0.51831950838342E+04,     0.13320012265422E+02,     0.74821129809349E+04,     0.62881164270455E+04,     0.62881164270455E+04,     0.44504657796959E-01,     0.94773145821037E-01 
     0.82000000000000E-07,                   200000,                   200000,     0.99999763211918E+04,     0.99999763211918E+04,     0.51874817331775E+04,     0.13323409259250E+02,     0.74821129809349E+04,     0.62908779931883E+04,     0.62908779931883E+04,     0.44445958426860E-01,     0.89446428520636E-01 
     0.84000000000000E-07,                   200000,                   200000,     0.99999143023049E+04,     0.99999143023049E+04,     0.51918185568400E+04,     0.13326841073295E+02,     0.74821129809349E+04,     0.62936629000474E+04,     0.62936629000474E+04,     0.44447834916763E-01,     0.91114464768158E-01 
     0.86000000000000E-07,                   200000,                   200000,     0.99999714112188E+04,     0.99999714112188E+04,     0.51963622816779E+04,     0.13330431292896E+02,     0.74821129809349E+04,     0.62966005104136E+04,     0.62966005104136E+04,     0.44489426162929E-01,     0.95831304569806E-01 
     0.88000000000000E-07,                   200000,                   200000,     0.99999880014443E+04,     0.99999880014443E+04,     0.52005087274962E+04,     0.13333702862748E+02,     0.74821129809349E+04,     0.62992765493133E+04,     0.62992765493133E+04,     0.44439502474713E-01,     0.88489562497573E-01 
     0.90000000000000E-07,                   200000,                   200000,     0.99999974879841E+04,     0.99999974879841E+04,     0.52047456232533E+04,     0.13337041135483E+02,     0.74821129809349E+04,     0.63020105832116E+04,     0.63020105832116E+04,     0.44467843121706E-01,     0.90509663853075E-01 
     0.92000000000000E-07,                   200000,                   200000,     0.99999888478327E+04,     0.99999888478327E+04,     0.52092114436445E+04,     0.13340554688066E+02,     0.74821129809349E+04,     0.63048902990970E+04,     0.63048902990970E+04,     0.44478823582947E-01,     0.95389754459182E-01 
     0.94000000000000E-07,                   200000,                   200000,     0.99998712278825E+04,     0.99998712278825E+04,     0.52137443288712E+04,     0.13344115673184E+02,     0.74821129809349E+04,     0.63077972703847E+04,     0.63077972703847E+04,     0.44465189143051E-01,     0.92310792874114E-01 
     0.96000000000000E-07,                   200000,                   200000,     0.99999911560075E+04,     0.99999911560075E+04,     0.52181113611610E+04,     0.13347541296847E+02,     0.74821129809349E+04,     0.63106348978497E+04,     0.63106348978497E+04,     0.44509379697058E-01,     0.97567817662791E-01 
     0.98000000000000E-07,                   200000,                   200000,     0.99998588476088E+04,     0.99998588476088E+04,     0.52222158637269E+04,     0.13350756459255E+02,     0.74821129809349E+04,     0.63132646993486E+04,     0.63132646993486E+04,     0.44436283986007E-01,     0.90092474044808E-01 
     0.10000000000000E-06,                   200000,                   200000,     0.99999752932873E+04,     0.99999752932873E+04,     0.52267031338499E+04,     0.13354266446167E+02,     0.74821129809349E+04,     0.63161810573980E+04,     0.63161810573980E+04,     0.44496639050966E-01,     0.93056556377022E-01 
     0.10200000000000E-06,                   200000,                   200000,     0.99999138415705E+04,     0.99999138415705E+04,     0.52309985038403E+04,     0.13357621437675E+02,     0.74821129809349E+04,     0.63189467061688E+04,     0.63189467061688E+04,     0.44416542624532E-01,     0.92099453517199E-01 
     0.10400000000000E-06,                   200000,                   200000,     0.99999287408412E+04,     0.99999287408412E+04,     0.52355783734652E+04,     0.13361193387197E+02,     0.74821129809349E+04,     0.63219088750987E+04,     0.63219088750987E+04,     0.44433320339950E-01,     0.99299517754489E-01 
     0.10600000000000E-06,                   200000,                   200000,     0.99999033967437E+04,     0.99999033967437E+04,     0.52397796599137E+04,     0.13364465309888E+02,     0.74821129809349E+04,     0.63246209316645E+04,     0.63246209316645E+04,     0.44477948113603E-01,     0.89132251106052E-01 
     0.10800000000000E-06,                   200000,                   200000,     0.99998808900248E+04,     0.99998808900248E+04,     0.52442198461925E+04,     0.13367918344713E+02,     0.74821129809349E+04,     0.63274886912128E+04,     0.63274886912128E+04,     0.44495636691404E-01,     0.91121154932489E-01 
     0.11000000000000E-06,                   200000,                   200000,     0.99999628540600E+04,     0.99999628540600E+04,     0.52481755469813E+04,     0.13370990338004E+02,     0.74821129809349E+04,     0.63300600483628E+04,     0.63300600483628E+04,     0.44410044941388E-01,     0.93646135230728E-01 
     0.11200000000000E-06,                   200000,                   200000,     0.99999431682173E+04,     0.99999431682173E+04,     0.52522605581362E+04,     0.13374158541213E+02,     0.74821129809349E+04,     0.63327000029829E+04,     0.63327000029829E+04,     0.44468049632601E-01,     0.89959153090985E-01 
     0.11400000000000E-06,                   200000,                   200000,     0.99999815905746E+04,     0.99999815905746E+04,     0.52561521698191E+04,     0.13377172776753E+02,     0.74821129809349E+04,     0.63352244852963E+04,     0.63352244852963E+04,     0.44452309459482E-01,     0.97543134632106E-01 
     0.11600000000000E-06,                   200000,                   200000,     0.99999576488834E+04,     0.99999576488834E+04,     0.52606257163976E+04,     0.13380632967919E+02,     0.74821129809349E+04,     0.63381167160794E+04,     0.63381167160794E+04,     0.44419773563901E-01,     0.90075535231631E-01 
     0.11800000000000E-06,                   200000,                   200000,     0.99999899605157E+04,     0.99999899605157E+04,     0.52649871414643E+04,     0.13384001523531E+02,     0.74821129809349E+04,     0.63409458876627E+04,     0.63409458876627E+04,     0.44487856435812E-01,     0.93215587453929E-01 
     0.12000000000000E-06,                   200000,                   200000,     0.99999598925350E+04,     0.99999598925350E+04,     0.52693845047764E+04,     0.13387392936874E+02,     0.74821129809349E+04,     0.63437894884467E+04,     0.63437894884467E+04,     0.44508225647178E-01,     0.95213261417946E-01 
     0.12200000000000E-06,                   200000,                   200000,     0.99999698757564E+04,     0.99999698757564E+04,     0.52734679324453E+04,     0.13390537835213E+02,     0.74821129809349E+04,     0.63464366738084E+04,     0.63464366738084E+04,     0.44507342252370E-01,     0.90738598801292E-01 
     0.12400000000000E-06,                   200000,                   200000,     0.99998555363785E+04,     0.99998555363785E+04,     0.52777558516373E+04,     0.13393835677936E+02,     0.74821129809349E+04,     0.63491978699770E+04,     0.63491978699770E+04,     0.44499956095860E-01,     0.92947524997193E-01 
     0.12600000000000E-06,                   200000,                   200000,     0.99999298197388E+04,     0.99999298197388E+04,     0.52822320526583E+04,     0.13397273369244E+02,     0.74821129809349E+04,     0.63521110862227E+04,     0.63521110862227E+04,     0.44463753039160E-01,     0.92427698694816E-01 
     0.12800000000000E-06,                   200000,                   200000,     0.99999847272697E+04,     0.99999847272697E+04,     0.52870136905165E+04,     0.13400940050192E+02,     0.74821129809349E+04,     0.63552202273079E+04,     0.63552202273079E+04,     0.44470572741965E-01,     0.89244954477059E-01 
     0.13000000000000E-06,                   200000,                   200000,     0.99999260862854E+04,     0.99999260862854E+04,     0.52910315220905E+04,     0.13404016575202E+02,     0.74821129809349E+04,     0.63578172563169E+04,     0.63578172563169E+04,     0.44449609082724E-01,     0.89703007143168E-01 
     0.13200000000000E-06,                   200000,                   200000,     0.99998895594391E+04,     0.99998895594391E+04,     0.52952045276337E+04,     0.13407207626545E+02,     0.74821129809349E+04,     0.63605190671165E+04,     0.63605190671165E+04,     0.44461006300276E-01,     0.90490077179086E-01 
     0.13400000000000E-06,                   200000,                   200000,     0.99999448986306E+04,     0.99999448986306E+04,     0.52994302395435E+04,     0.13410434533101E+02,     0.74821129809349E+04,     0.63632700091387E+04,     0.63632700091387E+04,     0.44411941089851E-01,     0.91073112309754E-01 
     0.13600000000000E-06,                   200000,                   200000,     0.99999823028665E+04,     0.99999823028665E+04,     0.53039609446085E+04,     0.13413889380820E+02,     0.74821129809349E+04,     0.63662169294462E+04,     0.63662169294462E+04,     0.44493688853579E-01,     0.93140014367402E-01 
     0.13800000000000E-06,                   200000,                   200000,     0.99999350443096E+04,     0.99999350443096E+04,     0.53082380012401E+04,     0.13417146108845E+02,     0.74821129809349E+04,     0.63689868853879E+04,     0.63689868853879E+04,     0.44439294851730E-01,     0.91840600114062E-01 
     0.14000000000000E-06,                   200000,                   200000,     0.99998682715345E+04,     0.99998682715345E+04,     0.53122966745110E+04,     0.13420232336327E+02,     0.74821129809349E+04,     0.63716127194514E+04,     0.63716127194514E+04,     0.44472719734048E-01,     0.88333858136908E-01 
     0.14200000000000E-06,                   200000,                   200000,     0.99999445249822E+04,     0.99999445249822E+04,     0.53166927909236E+04,     0.13423570536077E+02,     0.74821129809349E+04,     0.63744805820019E+04,     0.63744805820019E+04,     0.44452120524171E-01,     0.93362464401515E-01 
     0.14400000000000E-06,                   200000,                   200000,     0.99999764761393E+04,     0.99999764761393E+04,     0.53211791048353E+04,     0.13426972283953E+02,     0.74821129809349E+04,     0.63774010133392E+04,     0.63774010133392E+04,     0.44470076263165E-01,     0.96610362074104E-01 
     0.14600000000000E-06,                   200000,                   200000,     0.99999638361542E+04,     0.99999638361542E+04,     0.53251897839488E+04,     0.13430009162818E+02,     0.74821129809349E+04,     0.63800061546377E+04,     0.63800061546377E+04,     0.44470040209646E-01,     0.90923104886969E-01 
     0.14800000000000E-06,                   200000,                   200000,     0.99998898036072E+04,     0.99998898036072E+04,     0.53299397673882E+04,     0.13433600700890E+02,     0.74821129809349E+04,     0.63830832411223E+04,     0.63830832411223E+04,     0.44473144280682E-01,     0.93007391945561E-01 
     0.15000000000000E-06,                   200000,                   200000,     0.99999873651045E+04,     0.99999873651045E+04,     0.53338318610016E+04,     0.13436539428041E+02,     0.74821129809349E+04,     0.63856296847755E+04,     0.63856296847755E+04,     0.44463792814456E-01,     0.94097082661865E-01 
     0.15200000000000E-06,                   200000,                   200000,     0.99999571877725E+04,     0.99999571877725E+04,     0.53383489649171E+04,     0.13439945396407E+02,     0.74821129809349E+04,     0.63885636800465E+04,     0.63885636800465E+04,     0.44459857854164E-01,     0.93427472587975E-01 
     0.15400000000000E-06,                   200000,                   200000,     0.99999490664108E+04,     0.99999490664108E+04,     0.53426472647388E+04,     0.13443181730934E+02,     0.74821129809349E+04,     0.63913594989697E+04,     0.63913594989697E+04,     0.44460056115387E-01,     0.89276448735252E-01 
     0.15600000000000E-06,                   200000,                   200000,     0.99999485527166E+04,     0.99999485527166E+04,     0.53468800602620E+04,     0.13446364320911E+02,     0.74821129809349E+04,     0.63941145922965E+04,     0.63941145922965E+04,     0.44406769610671E-01,     0.92142727898140E-01 
     0.15800000000000E-06,                   200000,                   200000,     0.99999448766967E+04,     0.99999448766967E+04,     0.53513153507389E+04,     0.13449694464019E+02,     0.74821129809349E+04,     0.63970017755867E+04,     0.63970017755867E+04,     0.44487684965892E-01,     0.91690089814044E-01 
     0.16000000000000E-06,                   200000,                   200000,     0.99999304727136E+04,     0.99999304727136E+04,     0.53552812944631E+04,     0.13452668142695E+02,     0.74821129809349E+04,     0.63995823869997E+04,     0.63995823869997E+04,     0.44441374813141E-01,     0.89587698180692E-01 
     0.16200000000000E-06,                   200000,                   200000,     0.99999554353341E+04,     0.99999554353341E+04,     0.53592108562600E+04,     0.13455610763859E+02,     0.74821129809349E+04,     0.64021459949985E+04,     0.64021459949985E+04,     0.44450319552793E-01,     0.90218858973219E-01 
     0.16400000000000E-06,                   200000,                   200000,     0.99999237126699E+04,     0.99999237126699E+04,     0.53632541995514E+04,     0.13458634671154E+02,     0.74821129809349E+04,     0.64047756231254E+04,     0.64047756231254E+04,     0.44447623246685E-01,     0.93939466728564E-01 
     0.16600000000000E-06,                   200000,                   200000,     0.99999857585776E+04,     0.99999857585776E+04,     0.53675636832205E+04,     0.13461853251083E+02,     0.74821129809349E+04,     0.64075938313303E+04,     0.64075938313303E+04,     0.44381457623086E-01,     0.92726374953232E-01 
     0.16800000000000E-06,                   200000,                   200000,     0.99999937288429E+04,     0.99999937288429E+04,     0.53715918189275E+04,     0.13464857637524E+02,     0.74821129809349E+04,     0.64102210034942E+04,     0.64102210034942E+04,     0.44444227524338E-01,     0.90867173761738E-01 
     0.17000000000000E-06,                   200000,                   200000,     0.99999671755252E+04,     0.99999671755252E+04,     0.53755046202527E+04,     0.13467772247433E+02,     0.74821129809349E+04,     0.64127682830494E+04,     0.64127682830494E+04,     0.44452559685189E-01,     0.91369845114043E-01 
     0.17200000000000E-06,                   200000,                   200000,     0.99999496891601E+04,     0.99999496891601E+04,     0.53796995651079E+04,     0.13470892921811E+02,     0.74821129809349E+04,     0.64155016056525E+04,     0.64155016056525E+04,     0.44505939747572E-01,     0.89121710422767E-01 
     0.17400000000000E-06,                   200000,                   200000,     0.99999601454109E+04,     0.99999601454109E+04,     0.53839878055868E+04,     0.13474078621639E+02,     0.74821129809349E+04,     0.64183007986100E+04,     0.64183007986100E+04,     0.44492235385519E-01,     0.90979672590705E-01 
     0.17600000000000E-06,                   200000,                   200000,     0.99999876455427E+04,     0.99999876455427E+04,     0.53879848529521E+04,     0.13477044018460E+02,     0.74821129809349E+04,     0.64209132964394E+04,     0.64209132964394E+04,     0.44474852392034E-01,     0.96075553495133E-01 
     0.17800000000000E-06,                   200000,                   200000,     0.99998379618254E+04,     0.99998379618254E+04,     0.53924106425136E+04,     0.13480323029041E+02,     0.74821129809349E+04,     0.64237790106483E+04,     0.64237790106483E+04,     0.44432232335249E-01,     0.92918229166008E-01 
     0.18000000000000E-06,                   200000,                   200000,     0.99999608573746E+04,     0.99999608573746E+04,     0.53969423802867E+04,     0.13483675679141E+02,     0.74821129809349E+04,     0.64267566496081E+04,     0.64267566496081E+04,     0.44447569245083E-01,     0.93790829593326E-01 
     0.18200000000000E-06,                   200000,                   200000,     0.99999811074077E+04,     0.99999811074077E+04,     0.54009365207697E+04,     0.13486626540963E+02,     0.74821129809349E+04,     0.64293681530115E+04,     0.64293681530115E+04,     0.44448276040155E-01,     0.89723825458202E-01 
     0.18400000000000E-06,                   200000,                   200000,     0.99999979316538E+04,     0.99999979316538E+04,     0.54053143467725E+04,     0.13489856502193E+02,     0.74821129809349E+04,     0.64322304071796E+04,     0.64322304071796E+04,     0.44473437194757E-01,     0.89790775486411E-01 
     0.18600000000000E-06,                   200000,                   200000,     0.99999519223518E+04,     0.99999519223518E+04,     0.54094228883750E+04,     0.13492883639562E+02,     0.74821129809349E+04,     0.64349077652785E+04,     0.64349077652785E+04,     0.44413841946220E-01,     0.92577315820127E-01 
     0.18800000000000E-06,                   200000,                   200000,     0.99999313818796E+04,     0.99999313818796E+04,     0.54135240021281E+04,     0.13495901308820E+02,     0.74821129809349E+04,     0.64375848423747E+04,     0.64375848423747E+04,     0.44490818653593E-01,     0.93861873626901E-01 
     0.19000000000000E-06,                   200000,                   200000,     0.99997173889291E+04,     0.99997173889291E+04,     0.54178524340802E+04,     0.13499081921536E+02,     0.74821129809349E+04,     0.64403814221291E+04,     0.64403814221291E+04,     0.44455679504926E-01,     0.92195233596658E-01 
     0.19200000000000E-06,                   200000,                   200000,     0.99999642649939E+04,     0.99999642649939E+04,     0.54218676877086E+04,     0.13502028445124E+02,     0.74821129809349E+04,     0.64430448266700E+04,     0.64430448266700E+04,     0.44481783145046E-01,     0.90960417033773E-01 
     0.19400000000000E-06,                   200000,                   200000,     0.99999893299603E+04,     0.99999893299603E+04,     0.54257282798971E+04,     0.13504857886228E+02,     0.74821129809349E+04,     0.64455735599464E+04,     0.64455735599464E+04,     0.44461548990774E-01,     0.90409239943390E-01 
     0.19600000000000E-06,                   200000,                   200000,     0.99999714658638E+04,     0.99999714658638E+04,     0.54298263873218E+04,     0.13507857562714E+02,     0.74821129809349E+04,     0.64482516527615E+04,     0.64482516527615E+04,     0.44473088848292E-01,     0.91710478722165E-01 
     0.19800000000000E-06,                   200000,                   200000,     0.99999771985969E+04,     0.99999771985969E+04,     0.54341977416866E+04,     0.13511052895948E+02,     0.74821129809349E+04,     0.64511128304974E+04,     0.64511128304974E+04,     0.44494724380465E-01,     0.91929686023151E-01 
     0.20000000000000E-06,                   200000,                   200000,     0.99999662276718E+04,     0.99999662276718E+04,     0.54382987636435E+04,     0.13514046548999E+02,     0.74821129809349E+04,     0.64537952161194E+04,     0.64537952161194E+04,     0.44459837574563E-01,     0.95725390620416E-01 
     0.20200000000000E-06,                   200000,                   200000,     0.99999789121049E+04,     0.99999789121049E+04,     0.54425736477630E+04,     0.13517162926507E+02,     0.74821129809349E+04,     0.64565957096306E+04,     0.64565957096306E+04,     0.44441548673016E-01,     0.89878498827391E-01 
     0.20400000000000E-06,                   200000,                   200000,     0.99999427417093E+04,     0.99999427417093E+04,     0.54469926520491E+04,     0.13520379879511E+02,     0.74821129809349E+04,     0.64594837704409E+04,     0.64594837704409E+04,     0.44435920370827E-01,     0.92096002791999E-01 
     0.20600000000000E-06,                   200000,                   200000,     0.99999673914809E+04,     0.99999673914809E+04,     0.54506580011903E+04,     0.13523044730991E+02,     0.74821129809349E+04,     0.64618882361324E+04,     0.64618882361324E+04,     0.44449977524776E-01,     0.95316898000172E-01 
