001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-nPart-Spec-005,007-nPart-Spec-006,008-nPart-Spec-007,009-nPart-Spec-008,010-NumDens-Spec-001,011-NumDens-Spec-002,012-NumDens-Spec-003,013-NumDens-Spec-004,014-NumDens-Spec-005,015-NumDens-Spec-006,016-NumDens-Spec-007,017-NumDens-Spec-008
0.1000000000000000E-006,0.0000000000000000E+000,0.1770000000000000E+004,0.3700080000000000E+006,0.1031100000000000E+005,0.1770000000000000E+004,0.0000000000000000E+000,0.3579270000000000E+006,0.7417860000000000E+006,0.1000000000000000E+022,0.1769999999999999E+010,0.3700079999999998E+012,0.1031099999999999E+011,0.1769999999999999E+010,0.1000000000000000E+020,0.3579269999999998E+012,0.1010000000741786E+022
