001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-nPart-Spec-005,007-nPart-Spec-006,008-nPart-Spec-007,009-nPart-Spec-008,010-NumDens-Spec-001,011-NumDens-Spec-002,012-NumDens-Spec-003,013-NumDens-Spec-004,014-NumDens-Spec-005,015-NumDens-Spec-006,016-NumDens-Spec-007,017-NumDens-Spec-008
0.1000000000000000E-006,0.0000000000000000E+000,0.1750000000000000E+003,0.3700100000000000E+005,0.1032000000000000E+004,0.1750000000000000E+003,0.0000000000000000E+000,0.3579400000000000E+005,0.7417700000000000E+005,0.1000000000000000E+022,0.1749999999999999E+010,0.3700099999999998E+012,0.1031999999999999E+011,0.1749999999999999E+010,0.1000000000000000E+020,0.3579399999999998E+012,0.1010000000741770E+022
