001-TIME,002-Pmean     ,003-Pmax     ,004-MeanFreePath     ,005-RotRelaxPmean     ,006-RotRelaxPmax     ,007-VibRelaxPmean     ,008-VibRelaxPmax     ,009-VibRelaxRate001+004,010-VibRelaxRate002+004 
    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.00000000000000E-001,    2.00000000000000E-001,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    1.00000000000000E-012,    7.77293107331652E-003,    6.30054961774915E-001,    4.44676872193976E-006,    2.00000000000000E-001,    2.00000000000000E-001,    6.00426089768393E-002,    0.00000000000000E+000,    1.92247245674062E-014,    1.39142760472245E-015 
