001-TIME,002-Pmean,003-Pmax,004-MeanFreePath,005-RotRelaxPmean,006-RotRelaxPmax,007-VibRelaxPmean,008-VibRelaxPmax,009-VibRelaxRate001+004,010-VibRelaxRate002+004
0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,2.00000000000000E-001,2.00000000000000E-001,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000
1.00000000000000E-012,1.60805126110273E-002,5.84406124811465E-001,6.52721823304018E-006,2.00000000000000E-001,2.00000000000000E-001,1.76642476353337E-002,0.00000000000000E+000,3.86396442750262E-015,9.04427943069590E-015
