001-TIME,002-Pmean     ,003-Pmax     ,004-MeanFreePath     ,005-RotRelaxPmean     ,006-RotRelaxPmax     ,007-VibRelaxPmean     ,008-VibRelaxPmax     ,009-VibRelaxPmean001+001,010-VibRelaxPmean001+002,011-VibRelaxPmean001+003,012-VibRelaxPmean001+004,013-VibRelaxPmean001+005,014-VibRelaxPmean001+006,015-VibRelaxPmean001+007,016-VibRelaxPmean002+002,017-VibRelaxPmean002+003,018-VibRelaxPmean002+004,019-VibRelaxPmean002+005,020-VibRelaxPmean002+006,021-VibRelaxPmean002+007,022-VibRelaxPmean003+005,023-VibRelaxPmean003+006,024-VibRelaxPmean004+005,025-VibRelaxPmean004+006,026-VibRelaxPmean005+005,027-VibRelaxPmean005+006,028-VibRelaxPmean005+007,029-VibRelaxPmean006+006,030-VibRelaxPmean006+007 
    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.00000000000000E-001,    2.00000000000000E-001,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    1.00000000000000E-012,    1.69785547570326E-002,    6.11481750989328E-001,    7.17692435040224E-006,    2.00000000000000E-001,    2.00000000000000E-001,    9.65251756749004E-004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    5.12724684751147E-006,    4.00000000000000E-003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.24537741606346E-003,    4.00000000000000E-003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
