001-TIME,002-Pmean,003-Pmax,004-MeanFreePath,005-RotRelaxPmean,006-RotRelaxPmax,007-VibRelaxPmean,008-VibRelaxPmax,009-VibRelaxRate001+004,010-VibRelaxRate002+004
0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,2.00000000000000E-001,2.00000000000000E-001,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000
1.00000000000000E-012,3.18644504323726E-003,3.82598867520345E-001,2.97809522194158E-006,2.00000000000000E-001,2.00000000000000E-001,8.21628071365694E-002,0.00000000000000E+000,9.22946943564097E-015,2.27233141202874E-015
