001-TIME,002-Pmean     ,003-Pmax     ,004-MeanFreePath     ,005-RotRelaxPmean     ,006-RotRelaxPmax     ,007-VibRelaxPmean     ,008-VibRelaxPmax     ,009-VibRelaxRate001+004,010-VibRelaxRate002+004 
    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.00000000000000E-001,    2.00000000000000E-001,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    1.00000000000000E-012,    6.50157593847191E-003,    4.98833479331823E-001,    3.63280652060334E-006,    2.00000000000000E-001,    2.00000000000000E-001,    2.50601330886664E-001,    0.00000000000000E+000,    4.46608220033755E-014,    3.37996784701103E-014 
