001-TIME,002-Pmean     ,003-Pmax     ,004-MeanFreePath     ,005-RotRelaxPmean     ,006-RotRelaxPmax     ,007-VibRelaxPmean     ,008-VibRelaxPmax     ,009-VibRelaxRate001+004,010-VibRelaxRate002+004 
    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.00000000000000E-001,    2.00000000000000E-001,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    1.00000000000000E-012,    7.13055324531161E-003,    5.33802624943793E-001,    3.81173079042548E-006,    2.00000000000000E-001,    2.00000000000000E-001,    2.20654728046637E-001,    0.00000000000000E+000,    6.50717636294839E-014,    5.84599799394179E-015 
