001-TIME,002-Pmean,003-Pmax,004-MeanFreePath,005-RotRelaxPmean,006-RotRelaxPmax,007-VibRelaxPmean,008-VibRelaxPmax,009-VibRelaxRate001+004,010-VibRelaxRate002+004
0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,2.00000000000000E-001,2.00000000000000E-001,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000
1.00000000000000E-012,7.41141210419671E-003,5.75456152724456E-001,3.92916834833356E-006,2.00000000000000E-001,2.00000000000000E-001,1.06767525015844E-001,0.00000000000000E+000,3.44953922724716E-014,5.85600826447936E-016
