001-TIME,002-Pmean,003-Pmax,004-MeanFreePath,005-RotRelaxPmean,006-RotRelaxPmax,007-VibRelaxPmean,008-VibRelaxPmax,009-VibRelaxRate001+004,010-VibRelaxRate002+004
0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,2.00000000000000E-001,2.00000000000000E-001,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000
1.00000000000000E-012,1.34641353177094E-002,5.41785962977047E-001,5.79453776989234E-006,2.00000000000000E-001,2.00000000000000E-001,3.44164212462233E-002,0.00000000000000E+000,7.69289290812374E-015,1.37641219891609E-014
