  TIME     ,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-nPartIn-Spec-001     ,008-nPartIn-Spec-002     ,009-nPartIn-Spec-003     ,010-nPartIn-Spec-004     ,011-nPartIn-Spec-005     ,012-nPartOut-Spec-001     ,013-nPartOut-Spec-002     ,014-nPartOut-Spec-003     ,015-nPartOut-Spec-004     ,016-nPartOut-Spec-005     ,017-Ekin-001     ,018-Ekin-002     ,019-Ekin-003     ,020-Ekin-004     ,021-Ekin-005     ,022-TempTra-001     ,023-TempTra-002     ,024-TempTra-003     ,025-TempTra-004     ,026-TempTra-005     ,027-Velo_Xtrans001     ,028-Velo_Xtherm001     ,029-AbsVelo_trans001     ,030-AbsVelo_therm001     ,031-Velo_Xtrans002     ,032-Velo_Xtherm002     ,033-AbsVelo_trans002     ,034-AbsVelo_therm002     ,035-Velo_Xtrans003     ,036-Velo_Xtherm003     ,037-AbsVelo_trans003     ,038-AbsVelo_therm003     ,039-Velo_Xtrans004     ,040-Velo_Xtherm004     ,041-AbsVelo_trans004     ,042-AbsVelo_therm004     ,043-EkinIn-001     ,044-EkinIn-002     ,045-EkinIn-003     ,046-EkinIn-004     ,047-EkinIn-005     ,048-EkinOut-001     ,049-EkinOut-002     ,050-EkinOut-003     ,051-EkinOut-004     ,052-EkinOut-005     ,053-E-Vib001     ,054-E-Vib002     ,055-E-Vib003     ,056-E-Vib004     ,057-E-Vib005     ,058-E-Rot001     ,059-E-Rot002     ,060-E-Rot003     ,061-E-Rot004     ,062-E-Rot005     ,063-E-Elec001     ,064-E-Elec002     ,065-E-Elec003     ,066-E-Elec004     ,067-E-Elec005     ,068-E-TotalPart     ,069-TempVib001     ,070-TempVib002     ,071-TempVib003     ,072-TempVib004     ,073-XiVibMean001     ,074-XiVibMean002     ,075-XiVibMean003     ,076-XiVibMean004     ,077-TempRot001     ,078-TempRot002     ,079-TempRot003     ,080-TempRot004     ,081-TempElec001     ,082-TempElec002     ,083-TempElec003     ,084-TempElec004     ,085-XiElecMean001     ,086-XiElecMean002     ,087-XiElecMean003     ,088-XiElecMean004     ,089-TempTotal001     ,090-TempTotal002     ,091-TempTotal003     ,092-TempTotal004     ,093-TempTotal005     ,094-Pmean     ,095-Pmax     ,096-MeanFreePath      
    1.00000000000000E-009,    0.00000000000000E+000,    3.97700000000000E+003,    4.01200000000000E+003,    0.00000000000000E+000,    7.98900000000000E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.00000000000000E+000,    0.00000000000000E+000,    3.04807243088443E-014,    2.50304172845293E-016,    0.00000000000000E+000,    3.07310284816896E-014,    0.00000000000000E+000,    3.69821828522154E+004,    3.01250591799593E+002,    0.00000000000000E+000,    1.85613667014095E+004,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,   -3.18003216153762E+004,    8.65142497122723E+005,    3.36569665807828E+004,    1.29674337689109E+006,    3.26050023129485E+000,    8.02949769563321E+002,    3.26735977740804E+000,    1.37025130129811E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.26445133580995E-018,    0.00000000000000E+000,    0.00000000000000E+000,    3.26445133580995E-018,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.07310284816896E-014,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.69821828522154E+004,    3.01250591799593E+002,    0.00000000000000E+000,    1.85613667014095E+004,    6.77098994480901E-003,    1.95215664199980E-002,    1.33193070769826E+004 
