001-TIME,002-NumDens-Spec-001     ,003-NumDens-Spec-002     ,004-NumDens-Spec-003     ,005-NumDens-Spec-004     ,006-NumDens-Spec-005     ,007-NumDens-Spec-006     ,008-NumDens-Spec-007     ,009-NumDens-Spec-008     ,010-NumDens-Spec-009     ,011-NumDens-Spec-010     ,012-NumDens-Spec-011     ,013-TempTra-001     ,014-TempTra-002     ,015-TempTra-003     ,016-TempTra-004     ,017-TempTra-005     ,018-TempTra-006     ,019-TempTra-007     ,020-TempTra-008     ,021-TempTra-009     ,022-TempTra-010     ,023-TempTra-011     ,024-TempVib001     ,025-TempVib002     ,026-TempVib003     ,027-TempVib004     ,028-TempVib005     ,029-TempVib006     ,030-TempVib007     ,031-TempVib008     ,032-TempVib009     ,033-TempVib010     ,034-XiVibMean001     ,035-XiVibMean002     ,036-XiVibMean003     ,037-XiVibMean004     ,038-XiVibMean005     ,039-XiVibMean006     ,040-XiVibMean007     ,041-XiVibMean008     ,042-XiVibMean009     ,043-XiVibMean010     ,044-TempRot001     ,045-TempRot002     ,046-TempRot003     ,047-TempRot004     ,048-TempRot005     ,049-TempRot006     ,050-TempRot007     ,051-TempRot008     ,052-TempRot009     ,053-TempRot010     ,054-TempElec001     ,055-TempElec002     ,056-TempElec003     ,057-TempElec004     ,058-TempElec005     ,059-TempElec006     ,060-TempElec007     ,061-TempElec008     ,062-TempElec009     ,063-TempElec010     ,064-XiElecMean001     ,065-XiElecMean002     ,066-XiElecMean003     ,067-XiElecMean004     ,068-XiElecMean005     ,069-XiElecMean006     ,070-XiElecMean007     ,071-XiElecMean008     ,072-XiElecMean009     ,073-XiElecMean010     ,074-TempTotal001     ,075-TempTotal002     ,076-TempTotal003     ,077-TempTotal004     ,078-TempTotal005     ,079-TempTotal006     ,080-TempTotal007     ,081-TempTotal008     ,082-TempTotal009     ,083-TempTotal010     ,084-TempTotal011      
    0.00000000000000E+000,    2.00000312320616E+022,    1.99999311293001E+022,    1.99999311293001E+022,    2.00000312320616E+022,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    7.99999247227233E+022,    1.00117182372313E+003,    9.99787375342500E+002,    1.00097390897445E+003,    1.50289895417591E+005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.83230505338199E+004,    9.94984455846880E+002,    1.00077971438044E+003,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.26746671593352E+000,    2.36402703053705E-001,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.99995837735573E+002,    9.98877452629610E+002,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    9.98441968091960E+002,    9.99484638161126E+002,    1.00097390897445E+003,    1.50289895417591E+005,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.83222923840983E+004 
    5.00000000000000E-011,    1.68114579702940E+022,    1.74003625161445E+022,    1.97720972441469E+022,    2.43529998154906E+022,    2.91319056490631E+021,    1.21194413336955E+021,    2.27833885153142E+020,    2.75382696861290E+020,    2.75382696861290E+020,    2.77524895957193E+021,    8.60159004827995E+022,    1.00377263454886E+003,    1.00157543253262E+003,    1.00323140768828E+003,    7.79553555804565E+004,    9.98457927484680E+002,    1.01465664194088E+003,    1.05677259263817E+003,    2.77228566170063E+004,    4.75612125258096E+004,    9.89649321573250E+003,    2.33115241636726E+004,    1.14938980821144E+003,    1.17550073233168E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.86840476361122E+004,    4.10467639668359E+004,    0.00000000000000E+000,    6.28497380177366E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.66241257248732E+000,    3.40938514370582E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.62167261271396E+000,    1.92365341267434E+000,    0.00000000000000E+000,    1.95075754292416E+000,    0.00000000000000E+000,    0.00000000000000E+000,    1.83320646580642E+003,    1.52635877533489E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.28404578743907E+004,    4.16583371044752E+004,    0.00000000000000E+000,    6.57770689097157E+004,    0.00000000000000E+000,    0.00000000000000E+000,    1.94974144766680E+004,    1.32217796472818E+004,    2.12122126623789E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.66301537481527E+004,    5.94345552754849E+004,    5.05830218818317E+004,    4.96168708884125E+004,    1.81394424537471E+004,    4.07404572623404E-001,    3.20131621088903E-001,    6.47913050309882E-002,    0.00000000000000E+000,    0.00000000000000E+000,    8.30274834881369E-001,    4.13233491130525E-001,    2.98049493302695E+000,    5.01059080014343E+000,    1.95583255526155E+000,    2.07618367938334E+003,    1.88849931513649E+003,    1.43045993273950E+003,    7.79553555804565E+004,    1.51390381890874E+004,    2.52431387452474E+004,    8.12445636088272E+003,    4.91468472659692E+004,    4.88470181719689E+004,    1.31495951499294E+004,    2.48154190925223E+004 
    1.00000000000000E-010,    1.52614668113699E+022,    1.59739982676616E+022,    1.96672896528660E+022,    2.64721752762515E+022,    4.35396961104391E+021,    1.78553295671204E+021,    3.32641476434048E+020,    3.84594809647791E+020,    3.84594809647791E+020,    4.48079980985280E+021,    8.90970634814875E+022,    1.00743029988331E+003,    1.00511299515622E+003,    1.01107522301849E+003,    5.13561888243086E+004,    1.00549653606885E+003,    1.01776700157838E+003,    1.09060816405846E+003,    2.69898412906957E+004,    4.62690507784993E+004,    9.40567410649650E+003,    1.66975598559666E+004,    1.32309582962158E+003,    1.35843145979639E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.80664262266540E+004,    4.00563069257780E+004,    0.00000000000000E+000,    6.18802273045357E+004,    0.00000000000000E+000,    0.00000000000000E+000,    4.04200312894437E+000,    4.47758378344994E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.60902498206096E+000,    1.92179087402920E+000,    0.00000000000000E+000,    1.94999257291842E+000,    0.00000000000000E+000,    0.00000000000000E+000,    2.47561555356323E+003,    1.99289613802690E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.22890565845856E+004,    4.07506272737911E+004,    0.00000000000000E+000,    6.34179643120929E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.17417464734816E+004,    1.44136362431970E+004,    2.19088042112255E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.60369690720693E+004,    5.91262099822269E+004,    4.85184495601243E+004,    4.74563041934272E+004,    1.78512038676489E+004,    5.83560759892872E-001,    4.84346915872753E-001,    9.51115563735037E-002,    0.00000000000000E+000,    0.00000000000000E+000,    8.31303418933868E-001,    3.94066900887877E-001,    3.03966184487943E+000,    5.10766417511262E+000,    1.89795214667138E+000,    2.70208684746521E+003,    2.45959568589922E+003,    1.65325418572732E+003,    5.13561888243086E+004,    1.46769866453465E+004,    2.46987910905481E+004,    7.82881056768985E+003,    4.76444025133913E+004,    4.70169963770383E+004,    1.26783094569357E+004,    1.88151604239089E+004 
    1.50000000000000E-010,    1.44090917972754E+022,    1.50966976659559E+022,    1.96072279959715E+022,    2.76191527174135E+022,    5.15258944221780E+021,    2.07382890980565E+021,    3.92703133328549E+020,    4.38349992568370E+020,    4.38349992568370E+020,    5.65880910707695E+021,    9.08868007541821E+022,    1.01222397145274E+003,    1.01159202385750E+003,    1.01756193332038E+003,    3.82714015799385E+004,    1.01330960939031E+003,    1.02849134346335E+003,    1.11187041142442E+003,    2.67021456637650E+004,    4.57016580336133E+004,    9.10313880727389E+003,    1.31798459289053E+004,    1.51610252007728E+003,    1.53969570992355E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.77576155219249E+004,    3.91267080282027E+004,    0.00000000000000E+000,    6.03049918222150E+004,    0.00000000000000E+000,    0.00000000000000E+000,    4.39837483586387E+000,    5.46862888996906E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.60237882515188E+000,    1.91995818464817E+000,    0.00000000000000E+000,    1.94869768175240E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.03149239570837E+003,    2.39738093013074E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.21162763092806E+004,    3.99006192099804E+004,    0.00000000000000E+000,    6.24730064040930E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.28346385762778E+004,    1.51199216333690E+004,    2.21177816758795E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.57403767340276E+004,    5.88178646889689E+004,    4.70891302604807E+004,    4.63760208459346E+004,    1.77276730450354E+004,    6.77118771160600E-001,    5.97496711376352E-001,    1.06191344065403E-001,    0.00000000000000E+000,    0.00000000000000E+000,    8.31784944563798E-001,    3.75575072571497E-001,    3.07916922499541E+000,    5.15053964552508E+000,    1.87406600616110E+000,    3.09958077583072E+003,    2.88160930995469E+003,    1.73891501377971E+003,    3.82714015799385E+004,    1.44633488807702E+004,    2.42186383008960E+004,    7.53238618211613E+003,    4.66264712764361E+004,    4.61278055712473E+004,    1.24192503276207E+004,    1.56010323928457E+004 
    2.00000000000000E-010,    1.38934624728361E+022,    1.45100954836196E+022,    1.95718917211653E+022,    2.83044562225798E+022,    5.63838814373282E+021,    2.23799743865062E+021,    4.28039408134814E+020,    4.68180615492639E+020,    4.68180615492639E+020,    6.50367641405961E+021,    9.20243685357639E+022,    1.01873244809983E+003,    1.01511513299617E+003,    1.02834544222117E+003,    3.08934953258028E+004,    1.02139361936926E+003,    1.03503763906758E+003,    1.19172338313201E+003,    2.63741504040046E+004,    4.50375251361613E+004,    8.88836456011807E+003,    1.11194409206131E+004,    1.68980854148742E+003,    1.70863323892596E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.74488048171957E+004,    3.86005418571288E+004,    0.00000000000000E+000,    5.95822748612962E+004,    0.00000000000000E+000,    0.00000000000000E+000,    4.67158390180484E+000,    6.31858248699708E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.59550292427316E+000,    1.91888228569412E+000,    0.00000000000000E+000,    1.94808087710229E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.41621006691889E+003,    2.78127439320590E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.17878341687400E+004,    3.93838931063532E+004,    0.00000000000000E+000,    6.17842507064708E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.33030209060476E+004,    1.54730643284549E+004,    2.22570999856488E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.50483279452636E+004,    5.85095193957108E+004,    4.56598109608371E+004,    4.49870851134440E+004,    1.76041422224219E+004,    7.18339842797669E-001,    6.57950487947083E-001,    1.14146696550365E-001,    0.00000000000000E+000,    0.00000000000000E+000,    8.32821108742644E-001,    3.57744457529206E-001,    3.11689732374885E+000,    5.19814149666224E+000,    1.85072512192370E+000,    3.32266040450752E+003,    3.15876352497067E+003,    1.80646941618009E+003,    3.08934953258028E+004,    1.42251006797340E+004,    2.38827226786777E+004,    7.29853827052173E+003,    4.58102319033557E+004,    4.50055429637036E+004,    1.22137454611760E+004,    1.36975613604749E+004 
    2.50000000000000E-010,    1.35552152417586E+022,    1.40934677902948E+022,    1.95537731213354E+022,    2.87366999466972E+022,    5.95851677498052E+021,    2.33199393169051E+021,    4.46158007964656E+020,    4.86299215322481E+020,    4.86299215322481E+020,    7.14893881462954E+021,    9.27973620599962E+022,    1.02501909170282E+003,    1.02079507210728E+003,    1.03518461510610E+003,    2.62573671552921E+004,    1.02366423160721E+003,    1.04788551582688E+003,    1.21409543926351E+003,    2.62645812424869E+004,    4.47844787060841E+004,    8.71691228293469E+003,    9.79581056365673E+003,    1.86351456289755E+003,    1.87533471937386E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.71399941124666E+004,    3.81333851726334E+004,    0.00000000000000E+000,    5.94543787943634E+004,    0.00000000000000E+000,    0.00000000000000E+000,    4.90827169152514E+000,    7.08609401169786E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.58838516387734E+000,    1.91790252076087E+000,    0.00000000000000E+000,    1.94797017612009E+000,    0.00000000000000E+000,    0.00000000000000E+000,    3.77680254665579E+003,    3.11151035241135E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.15045053662581E+004,    3.88852925981898E+004,    0.00000000000000E+000,    6.12213357096209E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.35372120709325E+004,    1.57379213497694E+004,    2.22570999856488E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.47517356072218E+004,    5.85095193957108E+004,    4.43893049167094E+004,    4.42154541509493E+004,    1.74806113998085E+004,    7.39155063551482E-001,    7.04817507179759E-001,    1.14146696550365E-001,    0.00000000000000E+000,    0.00000000000000E+000,    8.33226877953685E-001,    3.57744457529206E-001,    3.14842338433406E+000,    5.22011351115723E+000,    1.82792381610962E+000,    3.49126117356252E+003,    3.38456312635434E+003,    1.81305790434525E+003,    2.62573671552921E+004,    1.39926510164923E+004,    2.36102931639131E+004,    7.31852673874599E+003,    4.52446801678979E+004,    4.44231244785047E+004,    1.20349792084109E+004,    1.24612342980008E+004 
    3.00000000000000E-010,    1.33385928658924E+022,    1.37892554981241E+022,    1.95412602761491E+022,    2.90150857264033E+022,    6.16362733327524E+021,    2.39275630791545E+021,    4.58670853151010E+020,    4.97811032893927E+020,    4.97811032893927E+020,    7.63583864652096E+021,    9.33307095732194E+022,    1.03228606867967E+003,    1.02448964017394E+003,    1.04494023012962E+003,    2.32214551458600E+004,    1.02722802534451E+003,    1.05729108880250E+003,    1.24185043782685E+003,    2.60501253866209E+004,    4.43646652167507E+004,    8.58044590423953E+003,    8.91551354207317E+003,    2.02757024978490E+003,    2.03115175495328E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.68311834077375E+004,    3.78344041850277E+004,    0.00000000000000E+000,    5.89604377692077E+004,    0.00000000000000E+000,    0.00000000000000E+000,    5.10411202046956E+000,    7.74244275081762E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.58101256179455E+000,    1.91726295456816E+000,    0.00000000000000E+000,    1.94753817479464E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.08744271534097E+003,    3.43394826598397E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.12612707160375E+004,    3.84637215191156E+004,    0.00000000000000E+000,    6.03590970104807E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.36152757925608E+004,    1.59144926973124E+004,    2.22570999856488E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.40596868184578E+004,    5.85095193957108E+004,    4.29599856170658E+004,    4.34438231884545E+004,    1.73982575180661E+004,    7.46120656327747E-001,    7.36736362148907E-001,    1.14146696550365E-001,    0.00000000000000E+000,    0.00000000000000E+000,    8.34081746836011E-001,    3.57744457529206E-001,    3.18092296217556E+000,    5.23828375177341E+000,    1.81301953589037E+000,    3.61656155804057E+003,    3.56916412759171E+003,    1.82245593466380E+003,    2.32214551458600E+004,    1.37669076714862E+004,    2.33567707164643E+004,    7.34332463410199E+003,    4.44636823060105E+004,    4.37791510514082E+004,    1.19020332363614E+004,    1.16334820551311E+004 
    3.50000000000000E-010,    1.31838339966276E+022,    1.35639241820083E+022,    1.95322510276149E+022,    2.92055812815203E+022,    6.30997757057484E+021,    2.42789237719873E+021,    4.67680101685185E+020,    5.06219664859157E+020,    5.06219664859157E+020,    8.01622914018614E+021,    9.37198090071342E+022,    1.03760977677270E+003,    1.03070583051724E+003,    1.05291111133617E+003,    2.11327208616048E+004,    1.03369272917335E+003,    1.06866588895828E+003,    1.24204105840175E+003,    2.58658993575083E+004,    4.40351304720465E+004,    8.46967122879502E+003,    8.30558003469097E+003,    2.22057694024061E+003,    2.18347992482778E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.68311834077375E+004,    3.75921091365977E+004,    0.00000000000000E+000,    5.83435508362759E+004,    0.00000000000000E+000,    0.00000000000000E+000,    5.30602601897048E+000,    8.33123901424223E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.58101256179455E+000,    1.91673729335375E+000,    0.00000000000000E+000,    1.94698846569649E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.39264720298999E+003,    3.72194641644442E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.10751183812326E+004,    3.81301788487092E+004,    0.00000000000000E+000,    5.96884710875696E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.36152757925608E+004,    1.60027783710839E+004,    2.21874408307642E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.31699098043327E+004,    5.83553467490818E+004,    4.15306663174223E+004,    4.26721922259598E+004,    1.72747266954526E+004,    7.46120656327747E-001,    7.52887074736720E-001,    1.10110463549816E-001,    0.00000000000000E+000,    0.00000000000000E+000,    8.34985973729854E-001,    3.49072823278167E-001,    3.20937439665979E+000,    5.25210987504908E+000,    1.79110268910137E+000,    3.73686751048591E+003,    3.70533919877932E+003,    1.80115876735590E+003,    2.11327208616048E+004,    1.37388566258021E+004,    2.31196285192160E+004,    7.19494322452428E+003,    4.37022902730408E+004,    4.31676794165294E+004,    1.17613473934266E+004,    1.10579075576177E+004 
    4.00000000000000E-010,    1.30637106828386E+022,    1.33832386975173E+022,    1.95261447591639E+022,    2.93455249420845E+022,    6.42349410210545E+021,    2.44821323778137E+021,    4.73786370136126E+020,    5.12826447117552E+020,    5.12826447117552E+020,    8.33695838800278E+021,    9.40267240738651E+022,    1.04415111806584E+003,    1.03707151811002E+003,    1.06053236735999E+003,    1.95873978106767E+004,    1.03892524527534E+003,    1.07991860630781E+003,    1.24140228654084E+003,    2.56858256727239E+004,    4.36584089232873E+004,    8.36798224213555E+003,    7.85160908760495E+003,    2.37498229260517E+003,    2.32554991278278E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.65223727030083E+004,    3.74271965120950E+004,    0.00000000000000E+000,    5.78608576142881E+004,    0.00000000000000E+000,    0.00000000000000E+000,    5.44896014818058E+000,    8.83723273987076E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.57337119038394E+000,    1.91637567792265E+000,    0.00000000000000E+000,    1.94655023753596E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.63558622505886E+003,    3.99809100289187E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.08701893929361E+004,    3.78207484781320E+004,    0.00000000000000E+000,    5.92054222117003E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.34591483493042E+004,    1.60469212079697E+004,    2.21177816758795E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.23789969028881E+004,    5.82011741024528E+004,    4.05777867843265E+004,    4.19005612634650E+004,    1.71923728137103E+004,    7.32202749838619E-001,    7.61008619345446E-001,    1.06191344065403E-001,    0.00000000000000E+000,    0.00000000000000E+000,    8.35598907283295E-001,    3.40561334799189E-001,    3.22554047468678E+000,    5.26099213431905E+000,    1.77678112197207E+000,    3.80297317796174E+003,    3.81872209494893E+003,    1.78041641785938E+003,    1.95873978106767E+004,    1.35196212196020E+004,    2.29182480337118E+004,    7.04829938416598E+003,    4.31556003224858E+004,    4.25389280472268E+004,    1.16503203229747E+004,    1.06110360646586E+004 
    4.50000000000000E-010,    1.29760206637726E+022,    1.32389906182090E+022,    1.95205390045205E+022,    2.94504326361269E+022,    6.50597877757390E+021,    2.46503050171183E+021,    4.79392124779613E+020,    5.18031790715076E+020,    5.18031790715076E+020,    8.59182001875844E+021,    9.42642679268829E+022,    1.05043305082169E+003,    1.04386515762717E+003,    1.06961758670318E+003,    1.83902526122097E+004,    1.04601429444112E+003,    1.09280172838102E+003,    1.25278187375362E+003,    2.54739592751355E+004,    4.32354245549102E+004,    8.28781435790701E+003,    7.49840156508468E+003,    2.52938764496973E+003,    2.46207419343178E+003,    0.00000000000000E+000,    0.00000000000000E+000,    1.65223727030083E+004,    3.72570752996533E+004,    0.00000000000000E+000,    5.74933002437841E+004,    0.00000000000000E+000,    0.00000000000000E+000,    5.57788781469721E+000,    9.28767425260897E-001,    0.00000000000000E+000,    0.00000000000000E+000,    7.57337119038394E+000,    1.91599933571660E+000,    0.00000000000000E+000,    1.94621164954630E+000,    0.00000000000000E+000,    0.00000000000000E+000,    4.87483635595607E+003,    4.27275914645047E+003,    0.00000000000000E+000,    0.00000000000000E+000,    2.07296799549996E+004,    3.75750798539509E+004,    0.00000000000000E+000,    5.85803292532652E+004,    0.00000000000000E+000,    0.00000000000000E+000,    2.33030209060476E+004,    1.60910640448554E+004,    2.20481225209948E+004,    0.00000000000000E+000,    0.00000000000000E+000,    3.18846763394852E+004,    5.80470014558238E+004,    3.94263906818358E+004,    4.14375826859682E+004,    1.71100189319680E+004,    7.18339842797669E-001,    7.69160326968536E-001,    1.02386812640267E-001,    0.00000000000000E+000,    0.00000000000000E+000,    8.35887903062571E-001,    3.32208253856193E-001,    3.24143876115416E+000,    5.26367627863094E+000,    1.76268837532439E+000,    3.87289474758715E+003,    3.93262171997339E+003,    1.76196266934369E+003,    1.83902526122097E+004,    1.34989623426435E+004,    2.27641484231595E+004,    6.91494554394150E+003,    4.25294234233517E+004,    4.20902614000138E+004,    1.15529445159077E+004,    1.02760445962551E+004 
