  TIME     ,002-nPart-Spec-001     ,003-nPart-Spec-002     ,004-nPart-Spec-003     ,005-nPart-Spec-004     ,006-nPart-Spec-005     ,007-Pmean     ,008-Pmax     ,009-MeanFreePath     ,010-Reaction001     ,011-Reaction002      
    0.00000000000000E+000,    0.20000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.20000000000000E+006,    0.40000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000,    0.00000000000000E+000 
    0.20000000000000E-005,    0.20000000000000E+006,    0.00000000000000E+000,    0.00000000000000E+000,    0.20000000000000E+006,    0.40000000000000E+006,    0.28675127408536E+000,    0.67350557048625E+000,    0.17523556632929E-003,    0.73874849536288E-014,    0.00000000000000E+000 
