  TIME     ,002-W-El      ,003 -W-Mag                  
    0.00000000000000E+000,    0.42603646840335E+011,    0.46444026199783E+012 
    0.96221981219937E-011,    0.45905250576803E+011,    0.43429706454629E+012 
    0.10000000000000E-010,    0.46131019287053E+011,    0.43313913841849E+012 
