001-TIME,002-nPart-Spec-001,003-nPartIn-Spec-001,004-nPartOut-Spec-001,005-Ekin-001,006-EkinIn-001,007-EkinOut-001
0.6000000000000000E-011,0.4995000000000000E+004,0.0000000000000000E+000,0.0000000000000000E+000,0.1015846133997061E-008,0.0000000000000000E+000,0.0000000000000000E+000
