001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-NumDens-Spec-005,007-NumDens-Spec-006,008-NumDens-Spec-007,009-TempTra-001,010-TempTra-002,011-TempTra-003,012-TempTra-004,013-TempTra-005,014-TempTra-006,015-TempTra-007
0.6000000000000013E-006,0.4987700000000001E+021,0.3498770000000001E+022,0.0000000000000000E+000,0.3000000000000000E+017,0.1000000000000000E+017,0.1400000000000000E+018,0.3997720000000001E+022,0.4015742418923126E+003,0.3997017096163358E+003,0.0000000000000000E+000,0.7996275355716811E+002,0.0000000000000000E+000,0.1247308611160521E+003,0.3999223048102766E+003
0.6100000000000016E-006,0.4987800000000001E+021,0.3498780000000001E+022,0.0000000000000000E+000,0.2000000000000000E+017,0.1000000000000000E+017,0.1300000000000000E+018,0.3997720000000001E+022,0.4015691830691047E+003,0.3997027397631568E+003,0.0000000000000000E+000,0.5484644944583644E+002,0.0000000000000000E+000,0.1210934277158481E+003,0.3999238235880296E+003
0.6200000000000018E-006,0.4987800000000001E+021,0.3498780000000001E+022,0.0000000000000000E+000,0.2000000000000000E+017,0.1000000000000000E+017,0.1300000000000000E+018,0.3997720000000001E+022,0.4015706595927224E+003,0.3997028609605015E+003,0.0000000000000000E+000,0.5484644944583644E+002,0.0000000000000000E+000,0.1210934277158481E+003,0.3999241138793196E+003
0.6300000000000020E-006,0.4987900000000001E+021,0.3498790000000001E+022,0.0000000000000000E+000,0.2000000000000000E+017,0.1000000000000000E+017,0.1200000000000000E+018,0.3997730000000001E+022,0.4015700847679662E+003,0.3997026301600868E+003,0.0000000000000000E+000,0.5484644944583644E+002,0.0000000000000000E+000,0.1038156029768982E+003,0.3999240225729528E+003
0.6400000000000022E-006,0.4987900000000001E+021,0.3498820000000000E+022,0.0000000000000000E+000,0.2000000000000000E+017,0.1000000000000000E+017,0.1100000000000000E+018,0.3997750000000000E+022,0.4015683230003954E+003,0.3997017998203984E+003,0.0000000000000000E+000,0.5484644944583644E+002,0.0000000000000000E+000,0.9865342774325059E+002,0.3999236730368369E+003
0.6500000000000025E-006,0.4987900000000001E+021,0.3498840000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.1100000000000000E+018,0.3997760000000000E+022,0.4015686229469309E+003,0.3997033943621479E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.9865342774325059E+002,0.3999258308769935E+003
0.6600000000000027E-006,0.4987900000000001E+021,0.3498840000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.1100000000000000E+018,0.3997760000000000E+022,0.4015674324827239E+003,0.3997033433904665E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.9865342774325059E+002,0.3999256377354843E+003
0.6700000000000029E-006,0.4987900000000001E+021,0.3498840000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.1100000000000000E+018,0.3997760000000000E+022,0.4015645450274034E+003,0.3997037276924250E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.9865342774325059E+002,0.3999256138163959E+003
0.6800000000000031E-006,0.4987900000000001E+021,0.3498840000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.1100000000000000E+018,0.3997760000000000E+022,0.4015632903787516E+003,0.3997028606972908E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.9865342774325059E+002,0.3999246984829450E+003
0.6900000000000033E-006,0.4987900000000001E+021,0.3498900000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.9000000000000002E+017,0.3997800000000000E+022,0.4015638381851721E+003,0.3997007500641221E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.8629469168964103E+002,0.3999241452223700E+003
0.7000000000000036E-006,0.4988000000000001E+021,0.3498910000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.8000000000000002E+017,0.3997810000000000E+022,0.4015627854079762E+003,0.3997009799986742E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.7342703744443673E+002,0.3999247456611633E+003
0.7100000000000038E-006,0.4988000000000001E+021,0.3498910000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.8000000000000002E+017,0.3997810000000000E+022,0.4015565244970903E+003,0.3997009939654252E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.7342703744443673E+002,0.3999239767216826E+003
0.7200000000000040E-006,0.4988000000000001E+021,0.3498910000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.8000000000000002E+017,0.3997810000000000E+022,0.4015584012713742E+003,0.3997010130546682E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.7342703744443673E+002,0.3999242275906724E+003
0.7300000000000042E-006,0.4988000000000001E+021,0.3498910000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.8000000000000002E+017,0.3997810000000000E+022,0.4015610119649302E+003,0.3997012143363181E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.7342703744443673E+002,0.3999247294855406E+003
0.7400000000000045E-006,0.4988100000000001E+021,0.3498920000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.7000000000000001E+017,0.3997820000000000E+022,0.4015553583631056E+003,0.3997025057517753E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.8009719426911023E+002,0.3999260913532128E+003
0.7500000000000047E-006,0.4988100000000001E+021,0.3498950000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.6000000000000001E+017,0.3997840000000001E+022,0.4015560361924525E+003,0.3997042853566588E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5486907498263967E+002,0.3999281531542876E+003
