001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-NumDens-Spec-005,007-NumDens-Spec-006,008-NumDens-Spec-007,009-TempTra-001,010-TempTra-002,011-TempTra-003,012-TempTra-004,013-TempTra-005,014-TempTra-006,015-TempTra-007
0.7600000000000049E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015516389643415E+003,0.3997046231959403E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134380E+002,0.3999287265080155E+003
0.7700000000000051E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015545802017618E+003,0.3997046886263278E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134380E+002,0.3999291507495485E+003
0.7800000000000053E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015572197522027E+003,0.3997044318408649E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134380E+002,0.3999292553422446E+003
0.7900000000000056E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015532378763298E+003,0.3997045729497456E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999288820269327E+003
0.8000000000000058E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015551995958488E+003,0.3997044806298508E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999290459896148E+003
0.8100000000000060E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015560605203196E+003,0.3997046148494298E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999292708772690E+003
0.8200000000000062E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015549855244485E+003,0.3997045794382282E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999291057584865E+003
0.8300000000000065E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015553925055403E+003,0.3997046041680842E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999291781811099E+003
0.8400000000000067E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015546956727492E+003,0.3997046809053775E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999291583992992E+003
0.8500000000000069E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015550006818137E+003,0.3997046536046784E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999291725611187E+003
0.8600000000000071E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015516363679578E+003,0.3997044213815432E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999285495534346E+003
0.8700000000000073E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015539259205214E+003,0.3997041960716193E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999286380249659E+003
0.8800000000000076E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015539623679396E+003,0.3997045070187453E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999289147175243E+003
0.8900000000000078E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015562719126685E+003,0.3997044048798965E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999291134844188E+003
0.9000000000000080E-006,0.4988100000000001E+021,0.3498980000000000E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.5000000000000001E+017,0.3997860000000000E+022,0.4015605951150608E+003,0.3997045152291509E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.5206110801134381E+002,0.3999297494662740E+003
0.9100000000000082E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015624706767683E+003,0.3997043708307917E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999304987866015E+003
0.9200000000000084E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015620735191411E+003,0.3997037023308313E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999298641516843E+003
0.9300000000000087E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015618591868827E+003,0.3997034812771522E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999296439399453E+003
0.9400000000000089E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015576524690753E+003,0.3997039724194947E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999295489293543E+003
0.9500000000000091E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015557597485524E+003,0.3997036786558844E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999290556704935E+003
0.9600000000000090E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015561658482008E+003,0.3997038685981813E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999292725795958E+003
0.9700000000000087E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015542292620985E+003,0.3997041846842100E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999293075980710E+003
0.9800000000000084E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015564449045320E+003,0.3997043149741930E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999296980726614E+003
0.9900000000000081E-006,0.4988100000000001E+021,0.3499010000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.4000000000000001E+017,0.3997880000000001E+022,0.4015570039869594E+003,0.3997046916928407E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2939775127899108E+002,0.3999300975389339E+003
0.1000000000000000E-005,0.4988100000000001E+021,0.3499040000000001E+022,0.0000000000000000E+000,0.1000000000000000E+017,0.1000000000000000E+017,0.3000000000000000E+017,0.3997900000000000E+022,0.4015551349158889E+003,0.3997044663625852E+003,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1714082320157654E+002,0.3999305002760026E+003
