001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-NumDens-Spec-001,007-NumDens-Spec-002,008-NumDens-Spec-003,009-NumDens-Spec-004,010-Ekin-001,011-Ekin-002,012-Ekin-003,013-Ekin-004
0.1000000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.2000000000000000E+004,0.4000000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6208543799904409E-014,0.5857644719308204E-013,0.6478499099298645E-013
0.1100000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.2000000000000000E+004,0.4000000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1011037891057444E+022,0.1020120655059658E+024,0.0000000000000000E+000,0.6208674424324283E-014,0.5800572078379196E-013,0.6421439520811621E-013
0.1200000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.2000000000000000E+004,0.4000000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001032502738511E+022,0.1020020601176469E+024,0.0000000000000000E+000,0.6207992410115842E-014,0.5802338531538600E-013,0.6423137772550171E-013
0.1300000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.2000000000000000E+004,0.4000000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6208253073218138E-014,0.5751781452868725E-013,0.6372606760190538E-013
0.1400000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.1999000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001027614908360E+022,0.1020020552298167E+024,0.0000000000000000E+000,0.6208768967505219E-014,0.5675927435141070E-013,0.6296804331891592E-013
0.1500000000000001E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.1999000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001027614908360E+022,0.1020020552298167E+024,0.0000000000000000E+000,0.6208088292464314E-014,0.5794626644553850E-013,0.6415435473800301E-013
0.1600000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.2000000000000000E+004,0.4000000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6208729634482978E-014,0.5687703950568443E-013,0.6308576914016742E-013
0.1700000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.2000000000000000E+004,0.4000000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6207903733138109E-014,0.5741624963697881E-013,0.6362415337011697E-013
0.1800000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.1999000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001027614908360E+022,0.1020020552298167E+024,0.0000000000000000E+000,0.6207899755325918E-014,0.5712324756871098E-013,0.6333114732403662E-013
0.1900000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.1999000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001027614908360E+022,0.1020020552298167E+024,0.0000000000000000E+000,0.6209098509287199E-014,0.5824113001586079E-013,0.6445022852514784E-013
0.2000000000000000E-007,0.0000000000000000E+000,0.2000000000000000E+004,0.2000000000000000E+004,0.4000000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6207965805752287E-014,0.5798738185229614E-013,0.6419534765804830E-013
