001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-NumDens-Spec-001,007-NumDens-Spec-002,008-NumDens-Spec-003,009-NumDens-Spec-004,010-Ekin-001,011-Ekin-002,012-Ekin-003,013-Ekin-004
0.1000000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001184025473190E+022,0.1020022116403815E+024,0.0000000000000000E+000,0.6216824018673249E-014,0.5877933213868564E-013,0.6499615615735878E-013
0.1100000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6211702718353177E-014,0.5754209533410495E-013,0.6375379805245831E-013
0.1200000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1016043029131986E+022,0.1020170706440403E+024,0.0000000000000000E+000,0.6212043933895922E-014,0.5486014212652436E-013,0.6107218606042009E-013
0.1300000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6202832387531987E-014,0.5792238128108029E-013,0.6412521366861227E-013
0.1400000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6204981778712210E-014,0.5577784241046930E-013,0.6198282418918172E-013
0.1500000000000001E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.1999000000000000E+004,0.3998000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001027614908360E+022,0.1020020552298167E+024,0.0000000000000000E+000,0.6211632550047400E-014,0.5934861090610571E-013,0.6556024345615324E-013
0.1600000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6205586499053304E-014,0.5800977371819704E-013,0.6421536021725039E-013
0.1700000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.1999000000000000E+004,0.3998000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1001027614908360E+022,0.1020020552298167E+024,0.0000000000000000E+000,0.6208070285317963E-014,0.5802760970082705E-013,0.6423567998614505E-013
0.1800000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6208498643471208E-014,0.5758267922576216E-013,0.6379117786923339E-013
0.1900000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6202776261051739E-014,0.5740793848571266E-013,0.6361071474676438E-013
0.2000000000000000E-007,0.0000000000000000E+000,0.1999000000000000E+004,0.2000000000000000E+004,0.3999000000000000E+004,0.9999999999999999E+023,0.1001027614908360E+022,0.1006032752982902E+022,0.1020070603678912E+024,0.0000000000000000E+000,0.6208887998019014E-014,0.5681824249386998E-013,0.6302713049188905E-013
