"001-time","PartNum","PartPosX","PartPosY","PartPosZ","PartVelX","PartVelY","PartVelZ","gamma","Element"
0.0000000000000000E+000,0.1000000000000000E+001,0.2500000000000000E+000,-.2500000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.1000000000000000E-002,0.1000000000000000E+001,0.2484242791186914E+000,-.2515658513081759E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.2000000000000000E-002,0.1000000000000000E+001,0.2468387508709224E+000,-.2531217712259856E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.2999999999999999E-002,0.1000000000000000E+001,0.2452434778506418E+000,-.2546676983283667E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.3999999999999997E-002,0.1000000000000000E+001,0.2436385230365049E+000,-.2562035715847563E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.5000000000000000E-002,0.1000000000000000E+001,0.2420239497893883E+000,-.2577293303615001E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.6000000000000003E-002,0.1000000000000000E+001,0.2403998218498873E+000,-.2592449144242462E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.7000000000000005E-002,0.1000000000000000E+001,0.2387662033358006E+000,-.2607502639403230E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.8000000000000007E-002,0.1000000000000000E+001,0.2371231587395983E+000,-.2622453194811014E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.9000000000000001E-002,0.1000000000000000E+001,0.2354707529258764E+000,-.2637300220243408E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.9999999999999995E-002,0.1000000000000000E+001,0.2338090511287955E+000,-.2652043129565192E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.1099999999999999E-001,0.1000000000000000E+001,0.2321381189495060E+000,-.2666681340751475E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
0.1199999999999998E-001,0.1000000000000000E+001,0.2304580223535578E+000,-.2681214275910667E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1000000000000000E+001,0.2000000000000000E+001
