"001-time","PartNum","PartPosX","PartPosY","PartPosZ","PartVelX","PartVelY","PartVelZ","Element"
0.1300000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4860000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1400000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4850000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1500000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4840000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1600000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4830000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1700000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4820000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1800000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4810000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1900000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4800000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2000000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4790000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2100000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4780000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2200000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4770000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2300000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4760000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2400000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4750000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2500000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4740000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2599999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4730000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2699999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4720000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2799999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4710000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2899999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4700000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.2999999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4690000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3099999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4680000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3199999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4670000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3299999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4660000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3399999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4650000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3499999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4640000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3599999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4630000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3699999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4620000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3799999999999997E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4610000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3899999999999997E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4600000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.3999999999999997E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4590000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4099999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4580000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4199999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4570000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4299999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4560000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4399999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4550000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4499999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4540000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4599999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4530000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4699999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4520000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4800000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4510000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.4900000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4500000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5000000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4490000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5100000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4480000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5200000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4470000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5300000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4460000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5400000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4450000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5500000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4440000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5600000000000002E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4429999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5700000000000002E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4419999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5800000000000002E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4409999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.5900000000000002E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4399999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6000000000000003E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4389999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6100000000000003E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4379999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6200000000000003E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4369999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6300000000000004E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4359999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6400000000000004E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4349999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6500000000000004E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4339999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6600000000000004E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4329999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6700000000000005E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4319999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6800000000000005E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4309999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.6900000000000005E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4299999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7000000000000005E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4289999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7100000000000006E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4279999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7200000000000006E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4269999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7300000000000006E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4259999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7400000000000006E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4249999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7500000000000007E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4239999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7600000000000007E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4229999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7700000000000007E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4219999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7800000000000007E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4209999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.7900000000000008E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4199999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8000000000000007E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4189999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8100000000000007E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4179999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8200000000000006E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4169999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8300000000000005E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4159999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8400000000000005E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4149999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8500000000000004E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4139999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8600000000000003E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4129999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8700000000000003E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4119999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8800000000000002E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4109999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.8900000000000002E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4099999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9000000000000001E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4089999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9100000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4079999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9200000000000000E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4069999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9299999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4059999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9399999999999999E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4049999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9499999999999998E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4039999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9599999999999997E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4029999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9699999999999997E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4019999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9799999999999996E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.4009999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9899999999999996E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3999999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.9999999999999995E-002,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3989999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1009999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3979999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1019999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3969999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1029999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3959999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1039999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3949999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1049999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3939999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1059999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3929999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1069999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3919999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1079999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3909999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1089999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3899999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1099999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3889999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1109999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3879999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1119999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3869999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1129999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3859999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1139999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3849999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1149999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3839999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1159999999999999E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3829999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1169999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3819999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1179999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3809999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1189999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3799999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1199999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3789999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1209999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3779999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1219999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3769999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1229999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3759999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1239999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3749999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1249999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3739999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1259999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3729999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
0.1269999999999998E-001,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.3719999999999999E+000,0.0000000000000000E+000,0.0000000000000000E+000,-.1000000000000000E+002,0.2100000000000000E+002
