001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-Ekin-001,007-Ekin-002,008-Ekin-003,009-Ekin-004
0.1000000000000000E-006,0.4294000000000000E+004,0.0000000000000000E+000,0.4550000000000000E+004,0.8844000000000000E+004,0.1100921499251582E-005,0.0000000000000000E+000,0.5688476338393202E-006,0.1669769133090899E-005
