001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-NumDens-Spec-001,007-NumDens-Spec-002,008-NumDens-Spec-003,009-NumDens-Spec-004,010-nPartIn-Spec-001,011-nPartIn-Spec-002,012-nPartIn-Spec-003,013-nPartIn-Spec-004,014-nPartOut-Spec-001,015-nPartOut-Spec-002,016-nPartOut-Spec-003,017-nPartOut-Spec-004,018-Ekin-001,019-Ekin-002,020-Ekin-003,021-Ekin-004,022-EkinIn-001,023-EkinIn-002,024-EkinIn-003,025-EkinIn-004,026-EkinOut-001,027-EkinOut-002,028-EkinOut-003,029-EkinOut-004
0.1000000000000000E-006,0.8460000000000000E+004,0.0000000000000000E+000,0.9507000000000000E+004,0.1796700000000000E+005,0.2707199999999998E+012,0.0000000000000000E+000,0.3042239999999998E+012,0.5749439999999996E+012,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.4338688100149794E-005,0.0000000000000000E+000,0.2300066991715961E-005,0.6638755091865728E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
