001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-Ekin-001,007-Ekin-002,008-Ekin-003,009-Ekin-004
0.1000000000000000E-006,0.8461000000000000E+004,0.0000000000000000E+000,0.9487000000000000E+004,0.1794800000000000E+005,0.4339200947442957E-005,0.0000000000000000E+000,0.2329812638455461E-005,0.6669013585898436E-005
