001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-Ekin-001,007-Ekin-002,008-Ekin-003,009-Ekin-004
0.1000000000000000E-006,0.9995000000000000E+004,0.0000000000000000E+000,0.1354600000000000E+005,0.2354100000000000E+005,0.1025482880057046E-004,0.0000000000000000E+000,0.6146034527255466E-005,0.1640086332782597E-004
