001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPart-Spec-004,006-Ekin-001,007-Ekin-002,008-Ekin-003,009-Ekin-004
0.1000000000000000E-006,0.4254000000000000E+004,0.0000000000000000E+000,0.4497000000000000E+004,0.8751000000000000E+004,0.1090666059109510E-005,0.0000000000000000E+000,0.5616725122628790E-006,0.1652338571372384E-005
