"001-time","002-E-El","003-E-Mag","004-E-phi","005-E-psi","006-E-pot"
0.9999999999999999E-011,0.3627935184676678E-002,0.1155122736662514E-016,0.0000000000000000E+000,0.0000000000000000E+000,0.3627935184676689E-002
