"001-time","002-E-El","003-E-Mag","004-E-phi","005-E-psi","006-E-pot"
0.9999999999999999E-011,0.1413012888027788E-016,0.1198865456687094E-016,0.0000000000000000E+000,0.0000000000000000E+000,0.2611878344714882E-016
