001-TIME,002-Flux-Spec-002-BC_ANODE,003-Flux-Spec-003-BC_ANODE,004-Flux-Spec-002-BC_CATHODE,005-Flux-Spec-003-BC_CATHODE,006-Flux-Spec-002-BC_WALL,007-Flux-Spec-003-BC_WALL,008-TotalElectricCurrent-BC_ANODE,009-TotalElectricCurrent-BC_CATHODE,010-TotalElectricCurrent-BC_WALL,011-NeutralizationParticles,012-ElectricCurrentSEE-BC_WALL
0.5000000000000000E-008,0.8269999999999940E+015,0.9999999999999927E+012,0.2079999999999985E+015,0.0000000000000000E+000,0.5439999999999960E+015,0.9999999999999927E+012,-.1323397813779990E-003,-.3332527182399976E-004,0.3116233350849974E-003,0.3000000000000000E+001,0.1993107603319984E-003
