001-TIME,002-Flux-Spec-002-BC_ANODE,003-Flux-Spec-003-BC_ANODE,004-Flux-Spec-002-BC_CATHODE,005-Flux-Spec-003-BC_CATHODE,006-Flux-Spec-002-BC_WALL,007-Flux-Spec-003-BC_WALL,008-TotalElectricCurrent-BC_ANODE,009-TotalElectricCurrent-BC_CATHODE,010-TotalElectricCurrent-BC_WALL,011-NeutralizationParticles,012-ElectricCurrentSEE-BC_WALL
0.5000000000000000E-008,0.9799999999999929E+015,0.9999999999999927E+012,0.1448999999999990E+016,0.0000000000000000E+000,0.4589999999999966E+015,0.9999999999999927E+012,-.1568530822869989E-003,-.2321553791969983E-003,0.3351753300759972E-003,0.8900000000000000E+002,0.2042775075749984E-003
