001-TIME,002-nPart-Spec-001,003-TempTra-001,004-TempVib001,005-XiVibMean001,006-TempRot001,007-TempTotal001
0.00000000000000E+000,1.91920000000000E+004,4.97587915848772E+003,5.01842896562362E+003,1.58128299438480E+000,4.93729204502901E+003,4.97437626908341E+003
1.00000000000000E-010,1.91010000000000E+004,4.96924844188409E+003,5.01979096258813E+003,1.58138742947267E+000,4.93550126532129E+003,4.97113755020705E+003
