001-TIME,002-NumDens-Spe001,003-NumDens-Spe002,004-NumDens-Spe003,005-NumDens-Spe004,006-NumDens-Spe005,007-NumDens-Spe006,008-TempTra-001,009-TempTra-002,010-TempTra-003,011-TempTra-004,012-TempTra-005,013-TempTra-006,014-TempVib001,015-TempVib002,016-TempVib003,017-TempVib004,018-TempVib005,019-XiVibMean001,020-XiVibMean002,021-XiVibMean003,022-XiVibMean004,023-XiVibMean005,024-TempRot001,025-TempRot002,026-TempRot003,027-TempRot004,028-TempRot005,029-TempTotal001,030-TempTotal002,031-TempTotal003,032-TempTotal004,033-TempTotal005,034-TempTotal006
0,0,0,1.93553694480606E+023,5.14528194062896E+022,0,2.45006513886895E+023,0,0,30079.3987717752,29614.4940204329,0,29981.766019762,0,0,29644.6452581148,29776.912117104,0,0,0,1.8877173960887,1.92464329725261,0,0,0,29899.6825890104,29630.1612221258,0,0,0,29908.0612925477,29664.1617491133,0,29856.8409434945
0.0000001,1.33411955376912E+023,9.60636150646807E+022,1.23671956683853E+023,2.45251765652548E+020,6.35152021659354E+021,3.59744299107691E+023,18902.8483593757,18902.3320897377,18841.8292240665,20963.0308313559,17620.5137093402,18860.4975516222,0,0,18909.3415614882,19760.85764747,17353.9723577937,0,0,1.82591324441094,1.88718901449919,1.84632968372399,0,0,18804.2902363952,16058.7798382066,16875.3762944142,18902.8483593757,18902.3320897377,18848.8896266809,19209.4518331568,17330.9573878173,18856.6169692956
