001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-NumDens-Spec-005,007-NumDens-Spec-006,008-TempTra-001,009-TempTra-002,010-TempTra-003,011-TempTra-004,012-TempTra-005,013-TempTra-006,014-TempVib001,015-TempVib002,016-TempVib003,017-TempVib004,018-TempVib005,019-XiVibMean001,020-XiVibMean002,021-XiVibMean003,022-XiVibMean004,023-XiVibMean005,024-TempRot001,025-TempRot002,026-TempRot003,027-TempRot004,028-TempRot005,029-TempTotal001,030-TempTotal002,031-TempTotal003,032-TempTotal004,033-TempTotal005,034-TempTotal006
0.5820000000000015E-007,0.9393643138300059E+023,0.9358607171778265E+023,0.1425513375010251E+024,0.6206371212431837E+021,0.8068282576161389E+022,0.3387627602992129E+024,0.2155087074136389E+005,0.2142097516224140E+005,0.2195510008463092E+005,0.2023413699050365E+005,0.2007211803048507E+005,0.2164745399021682E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2156089078346939E+005,0.1902123896982812E+005,0.1841559106837375E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846744308318325E+001,0.1882891492455800E+001,0.1854963196436425E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2161647063832523E+005,0.1993934275893326E+005,0.1933874300413561E+005,0.2155087074136389E+005,0.2142097516224140E+005,0.2174985469900869E+005,0.1981667525503439E+005,0.1940989031733266E+005,0.2154454971356380E+005
0.5840000000000015E-007,0.9409659580138593E+023,0.9362611282237899E+023,0.1424812655679815E+024,0.6106268450941001E+021,0.8048262023863222E+022,0.3388628630607037E+024,0.2154002405614871E+005,0.2142979217097192E+005,0.2192644563411335E+005,0.1964788404272087E+005,0.2017100122582548E+005,0.2163612076712170E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2157404658339029E+005,0.1843850236775263E+005,0.1856565672675649E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846835250542541E+001,0.1879267879505390E+001,0.1856106001141816E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2156477909963955E+005,0.2039241630295676E+005,0.1945807641442574E+005,0.2154002405614871E+005,0.2142979217097192E+005,0.2172574618571173E+005,0.1953396383651794E+005,0.1952842959979057E+005,0.2153626603930358E+005
0.5860000000000015E-007,0.9430681160051667E+023,0.9362611282237899E+023,0.1423611422541925E+024,0.5956114308704747E+021,0.8078292852310472E+022,0.3389679709602692E+024,0.2155957663745551E+005,0.2146113707849602E+005,0.2188031907648421E+005,0.1910087606136915E+005,0.2032922005710957E+005,0.2163345127442564E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2155060348593693E+005,0.1853161056755783E+005,0.1849638834623851E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846673119997138E+001,0.1879861823120625E+001,0.1855580741762201E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2152781147940372E+005,0.1984096957778808E+005,0.1942185375060879E+005,0.2155957663745551E+005,0.2146113707849602E+005,0.2168841680666048E+005,0.1916047704963668E+005,0.1956842384814475E+005,0.2153482879459187E+005
0.5880000000000016E-007,0.9450201198542380E+023,0.9364112823660262E+023,0.1422460240784781E+024,0.5705857404977657E+021,0.8113328818832265E+022,0.3390730788598345E+024,0.2149938638517666E+005,0.2151766141973395E+005,0.2184274086340425E+005,0.1963912285102443E+005,0.2051726617484594E+005,0.2162184494284026E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2154855432329339E+005,0.1749989278255260E+005,0.1850000963834018E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846658931853532E+001,0.1872935384708786E+001,0.1855608296795138E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2148647111760818E+005,0.1961084167365741E+005,0.1963440534372575E+005,0.2149938638517666E+005,0.2151766141973395E+005,0.2165932268732476E+005,0.1904793410581260E+005,0.1971369639815376E+005,0.2152467575413038E+005
0.5900000000000016E-007,0.9474726375107636E+023,0.9366615392697533E+023,0.1421309059027636E+024,0.5655806024232239E+021,0.8098313404608639E+022,0.3392082175878472E+024,0.2147047260198514E+005,0.2157909638950113E+005,0.2180783652262013E+005,0.1915293095194727E+005,0.2050694137545957E+005,0.2161495753798929E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2152087694657439E+005,0.1734299862074387E+005,0.1841318618826061E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846467039809337E+001,0.1871811529750827E+001,0.1854944734693790E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2146612633559234E+005,0.1751547524528727E+005,0.1960391892823571E+005,0.2147047260198514E+005,0.2157909638950113E+005,0.2163062369651186E+005,0.1818335202940413E+005,0.1967690622931417E+005,0.2151927094311667E+005
0.5920000000000016E-007,0.9504256689747433E+023,0.9363111796045353E+023,0.1419807517605274E+024,0.5805960166468493E+021,0.8103318542683181E+022,0.3393383511777853E+024,0.2146161331319484E+005,0.2155595817384503E+005,0.2181765730990946E+005,0.1931636526233729E+005,0.2047288609509831E+005,0.2160933465044651E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2147792264465975E+005,0.1739352724041709E+005,0.1833313167786974E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846168277979142E+001,0.1872175636426786E+001,0.1854327481650812E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2143196787319386E+005,0.1720785442829410E+005,0.1960188045665539E+005,0.2146161331319484E+005,0.2155595817384503E+005,0.2161336986347849E+005,0.1817889256386812E+005,0.1963986247432417E+005,0.2150202124786881E+005
0.5940000000000016E-007,0.9537791114846863E+023,0.9369618475542258E+023,0.1418456130325147E+024,0.5805960166468493E+021,0.8038251747714138E+022,0.3395385567007670E+024,0.2142080587215790E+005,0.2156106028553182E+005,0.2178621918127515E+005,0.1881602922189214E+005,0.2054723232622334E+005,0.2158702926601592E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2144909650715527E+005,0.1786441353138394E+005,0.1801820864913708E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845967130012621E+001,0.1875471973244014E+001,0.1851847483617622E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2143426246476354E+005,0.1772443365582832E+005,0.1939993576301562E+005,0.2142080587215790E+005,0.2156106028553182E+005,0.2159249479098173E+005,0.1823891688627122E+005,0.1952882681216003E+005,0.2148100235620973E+005
0.5960000000000016E-007,0.9563817832834480E+023,0.9371620530772074E+023,0.1417204845806512E+024,0.5755908785723075E+021,0.8028241471565054E+022,0.3396787005668541E+024,0.2138132582327775E+005,0.2151847998590880E+005,0.2180281624361040E+005,0.1889789794983583E+005,0.2054514692978393E+005,0.2157104896361625E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2143706993260722E+005,0.1771342659508361E+005,0.1827855194149295E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845883053431780E+001,0.1874433684529245E+001,0.1853903631093303E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2139446050997720E+005,0.1766368044835957E+005,0.1933165765181383E+005,0.2138132582327775E+005,0.2151847998590880E+005,0.2158489893871947E+005,0.1821585660303925E+005,0.1957795690323066E+005,0.2145611459227479E+005
0.5980000000000016E-007,0.9597352257933909E+023,0.9373122072194437E+023,0.1415603201622658E+024,0.5755908785723075E+021,0.8013226057341429E+022,0.3398538803994630E+024,0.2134216531308577E+005,0.2146129983444615E+005,0.2178181093668176E+005,0.1931942951590165E+005,0.2062281529427335E+005,0.2153776236404063E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2147933941932796E+005,0.1785195937315904E+005,0.1836006225196372E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846178150658550E+001,0.1875386979888058E+001,0.1854535712530149E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2134469491842596E+005,0.1805415669977274E+005,0.1925592151554925E+005,0.2134216531308577E+005,0.2146129983444615E+005,0.2157254843846457E+005,0.1855109166862345E+005,0.1961178490889228E+005,0.2142545783632368E+005
0.6000000000000017E-007,0.9626382058766251E+023,0.9374123099809346E+023,0.1414201762961787E+024,0.5755908785723075E+021,0.8003215781192345E+022,0.3400040345416993E+024,0.2133452327841599E+005,0.2144384564380952E+005,0.2181750185464612E+005,0.1961828881966787E+005,0.2034436634855609E+005,0.2153934037752001E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2141562886698518E+005,0.1834669605391547E+005,0.1841228365444552E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845732933351701E+001,0.1878676464997665E+001,0.1854937804925402E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2130650147821777E+005,0.1744976245246911E+005,0.1902212545566594E+005,0.2133452327841599E+005,0.2144384564380952E+005,0.2155985946947299E+005,0.1864048964991434E+005,0.1943576948092982E+005,0.2140913503844180E+005
0.6020000000000017E-007,0.9651908262946416E+023,0.9375624641231708E+023,0.1413000529823897E+024,0.5755908785723075E+021,0.7988200366968720E+022,0.3401391732697119E+024,0.2131753852683921E+005,0.2141165409331679E+005,0.2183771399025445E+005,0.1979509116789301E+005,0.2019524969824984E+005,0.2153063767458084E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2140066715684996E+005,0.1826754055115570E+005,0.1811606479368818E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845628005387530E+001,0.1878161877609680E+001,0.1852627083360577E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2127484861364956E+005,0.1810857395337370E+005,0.1890998519055684E+005,0.2131753852683921E+005,0.2141165409331679E+005,0.2155543797013091E+005,0.1888757810341668E+005,0.1925802034040453E+005,0.2138982840441922E+005
0.6040000000000017E-007,0.9673930870474400E+023,0.9373622586001891E+023,0.1411849348066752E+024,0.5805960166468493E+021,0.7998210643117803E+022,0.3402392760312028E+024,0.2135026723011102E+005,0.2134165570428615E+005,0.2180146884859291E+005,0.1926910643589472E+005,0.2004258146415507E+005,0.2150083244374429E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2143078702848239E+005,0.1929649704929151E+005,0.1827360403229847E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845839093793753E+001,0.1884528570502135E+001,0.1853865085165605E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2125727218070420E+005,0.1757992291505375E+005,0.1908747537378428E+005,0.2135026723011102E+005,0.2134165570428615E+005,0.2154253604190409E+005,0.1878588545509640E+005,0.1928539444433192E+005,0.2137476202239432E+005
0.6060000000000017E-007,0.9690447826120388E+023,0.9381130293113703E+023,0.1411298782878553E+024,0.5705857404977657E+021,0.7943154124297843E+022,0.3403593993449918E+024,0.2133981663421928E+005,0.2135048890257781E+005,0.2175708119824982E+005,0.1960036229263405E+005,0.1995515482525641E+005,0.2148054607088361E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2148000333149014E+005,0.1787921422490408E+005,0.1851744072499021E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846182776640905E+001,0.1875572829948155E+001,0.1855740786032374E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2120170578401758E+005,0.1748559163878248E+005,0.1912328035719959E+005,0.2133981663421928E+005,0.2135048890257781E+005,0.2152011889870388E+005,0.1851569923338005E+005,0.1932330864468656E+005,0.2136572566210716E+005
0.6080000000000017E-007,0.9713971975070734E+023,0.9386635944995700E+023,0.1410247703882899E+024,0.5555703262741403E+021,0.7918128433925134E+022,0.3405045483491535E+024,0.2138986382009030E+005,0.2132094037191469E+005,0.2172195233049271E+005,0.1964195916327320E+005,0.2004062849733782E+005,0.2147417579293374E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2145836590777523E+005,0.1677463788527033E+005,0.1845043642702097E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1846031868939795E+001,0.1867568408811523E+001,0.1855230170652356E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2114986366731432E+005,0.1784401220135961E+005,0.1923322720182867E+005,0.2138986382009030E+005,0.2132094037191469E+005,0.2148374627271611E+005,0.1833861392843667E+005,0.1937471724660474E+005,0.2135790766805478E+005
0.6100000000000018E-007,0.9743502289710531E+023,0.9387136458803155E+023,0.1408796213841282E+024,0.5555703262741403E+021,0.7913123295850593E+022,0.3406547024913897E+024,0.2134550905996457E+005,0.2128815943403103E+005,0.2167874488730899E+005,0.1931788230446601E+005,0.2018727559377344E+005,0.2143730557952748E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2144752588762131E+005,0.1775889134458070E+005,0.1831202637046451E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845956155172698E+001,0.1874748147429175E+001,0.1854163875657963E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2118718893071506E+005,0.1776494903516645E+005,0.1930394620712474E+005,0.2134550905996457E+005,0.2128815943403103E+005,0.2147279380949075E+005,0.1844096553264837E+005,0.1942224017353276E+005,0.2133293209473557E+005
0.6120000000000018E-007,0.9762521814393790E+023,0.9391140569262787E+023,0.1408095494510846E+024,0.5605754643486821E+021,0.7863071915105174E+022,0.3407698206671043E+024,0.2133137055082401E+005,0.2129306373225329E+005,0.2166762621998770E+005,0.1956400190503457E+005,0.2012712699398238E+005,0.2142906337127541E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2139502921492530E+005,0.1846348416624606E+005,0.1841505041365001E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845588428929170E+001,0.1879427815564940E+001,0.1854959046356700E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2119327904614907E+005,0.1919636531331005E+005,0.1909397044944157E+005,0.2133137055082401E+005,0.2129306373225329E+005,0.2145554858180456E+005,0.1915646556503438E+005,0.1936240396728382E+005,0.2132311477630405E+005
0.6140000000000018E-007,0.9785044935729228E+023,0.9389639027840425E+023,0.1406894261372956E+024,0.5605754643486821E+021,0.7878087329328800E+022,0.3408749285666696E+024,0.2138724031978291E+005,0.2126431973663111E+005,0.2162909389584000E+005,0.1957024271177438E+005,0.2006924325671355E+005,0.2141975248364890E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2140248584021542E+005,0.1856507593786500E+005,0.1825866499457455E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845640767609717E+001,0.1880073876483601E+001,0.1853748581452544E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2114537460856761E+005,0.1960493013481705E+005,0.1906219184684154E+005,0.2138724031978291E+005,0.2126431973663111E+005,0.2142667666605625E+005,0.1930565064783256E+005,0.1928566334552066E+005,0.2131766401726066E+005
0.6160000000000018E-007,0.9811572167524299E+023,0.9390139541647880E+023,0.1405492822712084E+024,0.5505651881995985E+021,0.7893102743552426E+022,0.3410100672946822E+024,0.2133033734712046E+005,0.2125854497451456E+005,0.2162055654096385E+005,0.1940338308900285E+005,0.2019090696755854E+005,0.2140069931804301E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2141120133201775E+005,0.1820007777708025E+005,0.1838126641221422E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845701897459585E+001,0.1877719847756044E+001,0.1854699247847603E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2111855820719317E+005,0.1997687641731693E+005,0.1878613207581293E+005,0.2133033734712046E+005,0.2125854497451456E+005,0.2141745041762357E+005,0.1924163128242960E+005,0.1929139430662028E+005,0.2129590645691254E+005
0.6180000000000018E-007,0.9834595802667192E+023,0.9396145707337329E+023,0.1404491795097176E+024,0.5355497739759731E+021,0.7863071915105174E+022,0.3411552162988440E+024,0.2133583342263303E+005,0.2123371287614374E+005,0.2154315607207518E+005,0.1901554623843765E+005,0.2008990094653198E+005,0.2136070015284662E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2141549845850954E+005,0.1791410397103927E+005,0.1832422825351466E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845732019399834E+001,0.1875809935006087E+001,0.1854258508052983E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2117214165122543E+005,0.1928536991044788E+005,0.1876812645804041E+005,0.2133583342263303E+005,0.2123371287614374E+005,0.2140034437804344E+005,0.1879354344626773E+005,0.1922655991795904E+005,0.2128165932303376E+005
0.6200000000000018E-007,0.9858119951617539E+023,0.9395645193529875E+023,0.1403290561959286E+024,0.5355497739759731E+021,0.7868077053179716E+022,0.3412703344745584E+024,0.2130853157784890E+005,0.2121462167941704E+005,0.2151493143878119E+005,0.1879783423328367E+005,0.2028940981504754E+005,0.2134011160044370E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2140358647047898E+005,0.1742488408186911E+005,0.1828896399753920E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845648490023467E+001,0.1872400554490386E+001,0.1853984678281463E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2118107074460073E+005,0.1927147060547725E+005,0.1870202969364084E+005,0.2130853157784890E+005,0.2121462167941704E+005,0.2138737229485900E+005,0.1856160820606988E+005,0.1928509532335947E+005,0.2126413432888451E+005
0.6220000000000019E-007,0.9878140503915704E+023,0.9400650331604416E+023,0.1402389637105868E+024,0.5205343597523476E+021,0.7848056500881549E+022,0.3413954629264219E+024,0.2126208467575075E+005,0.2124882320085070E+005,0.2147952813352369E+005,0.1822104259227421E+005,0.2042628389456983E+005,0.2132390448281718E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2136897111181961E+005,0.1776480585307039E+005,0.1821854691373977E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1845405246041885E+001,0.1874788940218291E+001,0.1853434795617235E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2120515033742704E+005,0.1878036857066215E+005,0.1854087185706664E+005,0.2126208467575075E+005,0.2124882320085070E+005,0.2136955975722222E+005,0.1825934258464997E+005,0.1927901674323194E+005,0.2125241632686003E+005
0.6240000000000019E-007,0.9906169277133139E+023,0.9400650331604416E+023,0.1400888095683506E+024,0.5105240836032640E+021,0.7868077053179716E+022,0.3415356067925091E+024,0.2124512081418612E+005,0.2124378645210133E+005,0.2146095020119048E+005,0.1829866660616982E+005,0.2066409623726359E+005,0.2131549140140491E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2127728264437591E+005,0.1733312504581411E+005,0.1801142190515810E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844757228703467E+001,0.1871740138988258E+001,0.1851793109263547E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2123803736858429E+005,0.1911984704941577E+005,0.1856292914924818E+005,0.2124512081418612E+005,0.2124378645210133E+005,0.2134631535117215E+005,0.1827467239152370E+005,0.1933385492962380E+005,0.2123779013138034E+005
0.6260000000000019E-007,0.9937201133195298E+023,0.9396646221144784E+023,0.1399036194595925E+024,0.5005138074541804E+021,0.7928138710074219E+022,0.3416707455205217E+024,0.2119937714524667E+005,0.2118992507760118E+005,0.2146155347654021E+005,0.1865902536253291E+005,0.2055097809403250E+005,0.2128536390867902E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2128372981606219E+005,0.1740765434252542E+005,0.1822784475509831E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844802972113115E+001,0.1872277066093885E+001,0.1853507638937939E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2120068801213368E+005,0.2012573441454644E+005,0.1879320785021759E+005,0.2119937714524667E+005,0.2118992507760118E+005,0.2133740373115863E+005,0.1874495100790683E+005,0.1940973972534983E+005,0.2120817296331453E+005
0.6280000000000019E-007,0.9965730420220187E+023,0.9396145707337329E+023,0.1397584704554308E+024,0.5005138074541804E+021,0.7933143848148760E+022,0.3418108893866090E+024,0.2118688372563379E+005,0.2115666484508662E+005,0.2144713628914251E+005,0.1880088353362195E+005,0.2047668701732067E+005,0.2126501105364387E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2130257921458288E+005,0.1918272483278834E+005,0.1822409162828352E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844936556348102E+001,0.1883857497566323E+001,0.1853478244025888E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2113594761844593E+005,0.1990527178832693E+005,0.1898478110875166E+005,0.2118688372563379E+005,0.2115666484508662E+005,0.2131724816448160E+005,0.1922624258626942E+005,0.1943211547154364E+005,0.2118828206489411E+005
0.6300000000000019E-007,0.9997763303897254E+023,0.9396145707337329E+023,0.1395933008989709E+024,0.4955086693796387E+021,0.7943154124297843E+022,0.3419710538049942E+024,0.2110880916125702E+005,0.2117119014882855E+005,0.2143563144160011E+005,0.1839709599416177E+005,0.2040080782377843E+005,0.2123898441376461E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2127211091393577E+005,0.1888277225751257E+005,0.1793476011957878E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844720515212104E+001,0.1882050304270774E+001,0.1851176125389510E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2115872805259572E+005,0.2027433450984771E+005,0.1893646997163183E+005,0.2110880916125702E+005,0.2117119014882855E+005,0.2131065096239014E+005,0.1907546130452447E+005,0.1930701542941736E+005,0.2116354392536680E+005
0.6320000000000020E-007,0.1002829464615196E+024,0.9397647248759691E+023,0.1394531570328838E+024,0.5005138074541804E+021,0.7918128433925134E+022,0.3421312182233796E+024,0.2109673691582008E+005,0.2115280303534217E+005,0.2136770365464021E+005,0.1858373791881988E+005,0.2038743707873422E+005,0.2120249150203319E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2128393735657751E+005,0.1818145793732196E+005,0.1800120429307950E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844804444188941E+001,0.1877597281674775E+001,0.1851711172051329E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2115881950732780E+005,0.2017145965834983E+005,0.1904837934420291E+005,0.2109673691582008E+005,0.2115280303534217E+005,0.2128409268544006E+005,0.1893562297114412E+005,0.1935167693076961E+005,0.2114495517935921E+005
0.6340000000000020E-007,0.1004981673987249E+024,0.9399148790182054E+023,0.1393530542713929E+024,0.5005138074541804E+021,0.7903113019701509E+022,0.3422463363990941E+024,0.2104634150277132E+005,0.2114950076591056E+005,0.2136978607286729E+005,0.1856427989641357E+005,0.2017072305253869E+005,0.2118252021011643E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2125898655282616E+005,0.1822697301382946E+005,0.1785566633078212E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844627269017448E+001,0.1877896454558290E+001,0.1850534164926904E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2118874544987720E+005,0.2033341108951362E+005,0.1902431348490819E+005,0.2104634150277132E+005,0.2114950076591056E+005,0.2128702553094469E+005,0.1898662341473917E+005,0.1921066497031097E+005,0.2112727055206038E+005
0.6360000000000020E-007,0.1007634397166756E+024,0.9403653414449143E+023,0.1392329309576039E+024,0.4905035313050968E+021,0.7878087329328800E+022,0.3424014956794049E+024,0.2105968440944409E+005,0.2113237446208623E+005,0.2130393586103693E+005,0.1826083889889578E+005,0.2007329453257356E+005,0.2115226477873545E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2125674694738301E+005,0.1813547812001418E+005,0.1762755151798826E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844611345850253E+001,0.1877293562443116E+001,0.1848651294575557E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2121665340876856E+005,0.2090623927013946E+005,0.1885079172616990E+005,0.2105968440944409E+005,0.2113237446208623E+005,0.2126571453672175E+005,0.1899593355690455E+005,0.1905611154233471E+005,0.2111437196262742E+005
0.6380000000000020E-007,0.1009536349635082E+024,0.9407657524908775E+023,0.1391328281961131E+024,0.4654778409323878E+021,0.7888097605477883E+022,0.3425166138551194E+024,0.2102332928697430E+005,0.2110257629512093E+005,0.2132382489876931E+005,0.1763564627622641E+005,0.2007819923623152E+005,0.2114078905494928E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2121130780109469E+005,0.1721651371442877E+005,0.1755459264518303E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1844287576408681E+001,0.1870890930017036E+001,0.1848039042804819E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2121805565155040E+005,0.2150771512720812E+005,0.1912182490604768E+005,0.2102332928697430E+005,0.2110257629512093E+005,0.2126259831015297E+005,0.1864861336659531E+005,0.1911785538769364E+005,0.2109517841861522E+005
0.6400000000000020E-007,0.1011538404864899E+024,0.9405655469678959E+023,0.1390277202965477E+024,0.4704829790069296E+021,0.7898107881626967E+022,0.3426067063404611E+024,0.2100824744057860E+005,0.2109756045163978E+005,0.2130963528177271E+005,0.1808008273289312E+005,0.1990343809626071E+005,0.2112557784540621E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2115646806851003E+005,0.1665748482770693E+005,0.1760007925524604E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1843895024625508E+001,0.1866658659424557E+001,0.1848421334096521E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2123465651009536E+005,0.2175182394518146E+005,0.1949280958438941E+005,0.2100824744057860E+005,0.2109756045163978E+005,0.2124645754391003E+005,0.1876279873182331E+005,0.1916183146930455E+005,0.2108378199175835E+005
0.6420000000000020E-007,0.1014491436328878E+024,0.9405154955871504E+023,0.1388725610162369E+024,0.4654778409323878E+021,0.7913123295850593E+022,0.3427518553446228E+024,0.2103573895296346E+005,0.2107339807542415E+005,0.2130873315875847E+005,0.1780580765463062E+005,0.1989006679843294E+005,0.2112584494766395E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2108969537006343E+005,0.1645776204238247E+005,0.1761254678019094E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1843414376410817E+001,0.1865078573611167E+001,0.1848525781770340E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2118926641035426E+005,0.2171486279554737E+005,0.1952173049970010E+005,0.2103573895296346E+005,0.2107339807542415E+005,0.2121481645722400E+005,0.1857839885476148E+005,0.1916776141077544E+005,0.2107216611242666E+005
0.6440000000000021E-007,0.1016893902604658E+024,0.9404153928256595E+023,0.1387524377024479E+024,0.4704829790069296E+021,0.7913123295850593E+022,0.3428669735203372E+024,0.2109539686475780E+005,0.2105001805264599E+005,0.2121669287062224E+005,0.1743062366522551E+005,0.1995657276347869E+005,0.2110072474512694E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2109429349260724E+005,0.1653640216551310E+005,0.1778265336452130E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1843447569759583E+001,0.1865705173049805E+001,0.1849936626966739E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2118698225891440E+005,0.2134550266901989E+005,0.1947050745305409E+005,0.2109539686475780E+005,0.2105001805264599E+005,0.2117503871071939E+005,0.1832804121730866E+005,0.1922755233409330E+005,0.2106827418573845E+005
0.6460000000000021E-007,0.1020397499256838E+024,0.9404153928256595E+023,0.1385622424556153E+024,0.4554675647833042E+021,0.7943154124297843E+022,0.3430421533529462E+024,0.2112506948761094E+005,0.2101836341495677E+005,0.2117383939609487E+005,0.1753152963890952E+005,0.2000974212191203E+005,0.2108491963047729E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.2107767782768299E+005,0.1644538874829579E+005,0.1780161530891945E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.1843327556619262E+001,0.1864979451524999E+001,0.1850092269961854E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.2113105822719854E+005,0.2027096510741216E+005,0.1948933528237755E+005,0.2112506948761094E+005,0.2101836341495677E+005,0.2113543416054835E+005,0.1803455233823931E+005,0.1926142343876667E+005,0.2105274744533353E+005
