  TIME     ,002-W-El      ,003 -W-Mag                  
    0.00000000000000E+000,    0.41637837755647E+011,    0.46444026199783E+012 
    0.96221981219937E-011,    0.44936583335668E+011,    0.43429709383487E+012 
    0.10000000000000E-010,    0.45162203651810E+011,    0.43313916842483E+012 
