 wavelength,emission_coefficient,absorption_coefficient
   868.01451451451453      ,   2601764103.0148449      ,   4.5752613035188536E-005
   868.01581581581581      ,   2625759703.9388275      ,   4.6174555514562982E-005
   868.01711711711710      ,   2650131197.3314342      ,   4.6603107981655146E-005
   868.01841841841838      ,   2675019509.2371168      ,   4.7040747860760641E-005
   868.01971971971966      ,   2700778349.7351093      ,   4.7493694197865337E-005
   868.02102102102106      ,   2726252179.2465510      ,   4.7941629290444326E-005
   868.02232232232234      ,   2752108938.8127127      ,   4.8396297675774305E-005
   868.02362362362362      ,   2778356602.9038162      ,   4.8857839571938566E-005
   868.02492492492490      ,   2805018978.4808402      ,   4.9326673877784407E-005
   868.02622622622619      ,   2832119601.2804213      ,   4.9803214401347469E-005
   868.02752752752758      ,   2860499881.7809591      ,   5.0302255005937252E-005
   868.02882882882875      ,   2888423534.2321057      ,   5.0793266799086926E-005
   868.03013013013015      ,   2916782160.5215917      ,   5.1291926989876265E-005
   868.03143143143143      ,   2945585151.9291406      ,   5.1798400708524834E-005
   868.03273273273282      ,   2974849205.1695848      ,   5.2312981671202460E-005
   868.03403403403399      ,   3004610403.2158260      ,   5.2836304827512706E-005
   868.03533533533528      ,   3035666486.0708222      ,   5.3382395618995793E-005
   868.03663663663667      ,   3066536375.2168527      ,   5.3925212707649423E-005
   868.03793793793795      ,   3097744701.0888205      ,   5.4473980772995680E-005
   868.03923923923924      ,   3129460577.1712775      ,   5.5031673371628282E-005
   868.04054054054052      ,   3161695452.3077211      ,   5.5598491812440720E-005
   868.04184184184180      ,   3194508083.0314178      ,   5.6175470111907590E-005
   868.04314314314320      ,   3228573810.1179934      ,   5.6774481199073910E-005
   868.04444444444437      ,   3262844308.6374698      ,   5.7377092965911055E-005
   868.04574574574576      ,   3297314532.1059880      ,   5.7983216723962727E-005
   868.04704704704704      ,   3332367456.2203884      ,   5.8599586410373750E-005
   868.04834834834833      ,   3368016748.8480477      ,   5.9226442351684476E-005
   868.04964964964961      ,   3404315398.3327308      ,   5.9864716988913914E-005
   868.05095095095089      ,   3441831211.5474730      ,   6.0524392959013777E-005
   868.05225225225229      ,   3480025260.2562943      ,   6.1195994437919597E-005
   868.05355355355357      ,   3518249037.6181445      ,   6.1868118841612235E-005
   868.05485485485485      ,   3557145504.4516253      ,   6.2552071475793268E-005
   868.05615615615613      ,   3596731093.3349328      ,   6.3248141279579495E-005
   868.05745745745742      ,   3637052823.3823538      ,   6.3957155569057729E-005
   868.05875875875881      ,   3678536257.4831471      ,   6.4686596421054563E-005
   868.06006006006010      ,   3721282777.2082553      ,   6.5438246117692598E-005
   868.06136136136126      ,   3763850653.9426250      ,   6.6186754912408416E-005
   868.06266266266266      ,   3807199764.7364378      ,   6.6949000510131297E-005
   868.06396396396394      ,   3851350016.8678832      ,   6.7725332946443208E-005
   868.06526526526534      ,   3896342357.9081349      ,   6.8516472597592807E-005
   868.06656656656651      ,   3942415953.3967957      ,   6.9326624673388815E-005
   868.06786786786790      ,   3990476957.3594537      ,   7.0171721287900598E-005
   868.06916916916919      ,   4038103616.2455769      ,   7.1009180954432086E-005
   868.07047047047047      ,   4086643465.8397565      ,   7.1862697656190791E-005
   868.07177177177175      ,   4136120822.6698670      ,   7.2732698957606712E-005
   868.07307307307303      ,   4186570619.5559235      ,   7.3619799276284062E-005
   868.07437437437443      ,   4238048626.4999919      ,   7.4524979791343104E-005
   868.07567567567571      ,   4292235849.3757710      ,   7.5477796291559040E-005
   868.07697697697688      ,   4345852729.9942245      ,   7.6420584593121297E-005
   868.07827827827828      ,   4400485111.6682768      ,   7.7381228886538313E-005
   868.07957957957956      ,   4456222435.9037514      ,   7.8361301841434433E-005
   868.08088088088095      ,   4513095737.9588013      ,   7.9361349159175356E-005
   868.08218218218224      ,   4571197116.2721100      ,   8.0382991359150916E-005
   868.08348348348341      ,   4632059548.0906782      ,   8.1453180864077412E-005
   868.08478478478480      ,   4693039589.3652134      ,   8.2525438538229128E-005
   868.08608608608608      ,   4754876132.8363390      ,   8.3612756511920286E-005
   868.08738738738748      ,   4818025120.6456671      ,   8.4723151706172251E-005
   868.08868868868865      ,   4882525228.5179234      ,   8.5857304166340404E-005
   868.08998998998993      ,   4948466641.0600796      ,   8.7016800573793803E-005
   868.09129129129133      ,   5017241950.3551331      ,   8.8226125547257071E-005
   868.09259259259261      ,   5087018232.8640985      ,   8.9453050820897402E-005
   868.09389389389389      ,   5157442479.4153595      ,   9.0691369644030882E-005
   868.09519519519517      ,   5229438925.8524265      ,   9.1957333036162328E-005
   868.09649649649646      ,   5303056279.3075581      ,   9.3251797427031260E-005
   868.09779779779785      ,   5378384290.8595066      ,   9.4576341668884493E-005
   868.09909909909902      ,   5456605987.7884197      ,   9.5951766239721605E-005
   868.10040040040042      ,   5536982111.5864601      ,   9.7365072262751149E-005
   868.10170170170170      ,   5617734076.3070669      ,   9.8784987059896066E-005
   868.10300300300298      ,   5700386973.5648117      ,   1.0023832661353324E-004
   868.10430430430426      ,   5785002850.0909119      ,   1.0172618190637672E-004
   868.10560560560555      ,   5871673375.0838194      ,   1.0325016528949344E-004
   868.10690690690694      ,   5961277763.4476652      ,   1.0482573599532458E-004
   868.10820820820823      ,   6054549123.6142521      ,   1.0646578325272063E-004
   868.10950950950951      ,   6147842047.8891153      ,   1.0810620998612187E-004
   868.11081081081079      ,   6243456893.5827980      ,   1.0978746382407310E-004
   868.11211211211207      ,   6341473684.3143387      ,   1.1151095184062720E-004
   868.11341341341347      ,   6441989657.6597471      ,   1.1327838404511459E-004
   868.11471471471475      ,   6545450871.3989325      ,   1.1509760420612750E-004
   868.11601601601603      ,   6654574417.6183386      ,   1.1701638543417440E-004
   868.11731731731732      ,   6763258309.8457747      ,   1.1892743647254944E-004
   868.11861861861860      ,   6874810241.3023787      ,   1.2088891713122574E-004
   868.11991991991999      ,   6989334825.5947170      ,   1.2290266685503081E-004
   868.12122122122116      ,   7106941509.9587440      ,   1.2497061007947667E-004
   868.12252252252256      ,   7227822809.5909977      ,   1.2709613331267710E-004
   868.12382382382384      ,   7355933673.0718670      ,   1.2934877427722496E-004
   868.12512512512512      ,   7484090740.0019846      ,   1.3160222798054384E-004
   868.12642642642641      ,   7615471457.5182171      ,   1.3391236411013145E-004
   868.12772772772769      ,   7750577429.8529549      ,   1.3628800247369961E-004
   868.12902902902908      ,   7889554212.0966177      ,   1.3873170239843798E-004
   868.13033033033037      ,   8032620181.6640034      ,   1.4124730490045604E-004
   868.13163163163154      ,   8183662289.0554790      ,   1.4390315285338533E-004
   868.13293293293293      ,   8336808871.5742264      ,   1.4659600424973937E-004
   868.13423423423421      ,   8493184711.2578068      ,   1.4934563667900471E-004
   868.13553553553561      ,   8654293740.5077953      ,   1.5217849407831322E-004
   868.13683683683678      ,   8820332701.2748337      ,   1.5509803580362970E-004
   868.13813813813806      ,   8991560511.7561016      ,   1.5810881544814600E-004
   868.13943943943946      ,   9171656201.7229099      ,   1.6127552083583155E-004
   868.14074074074074      ,   9356795451.2279015      ,   1.6453090784153507E-004
   868.14204204204214      ,   9545136120.8961563      ,   1.6784258644414631E-004
   868.14334334334330      ,   9739582869.0344410      ,   1.7126162981430788E-004
   868.14464464464470      ,   9940406390.7013092      ,   1.7479279764011488E-004
   868.14594594594598      ,   10147928957.368538      ,   1.7844175717834573E-004
   868.14724724724726      ,   10365403164.464495      ,   1.8226569913202628E-004
   868.14854854854855      ,   10592147451.809065      ,   1.8625263808547457E-004
   868.14984984984983      ,   10822022842.106003      ,   1.9029463226464483E-004
   868.15115115115123      ,   11059909467.016899      ,   1.9447748996873385E-004
   868.15245245245251      ,   11306187226.082180      ,   1.9880789104969969E-004
   868.15375375375368      ,   11561277971.241098      ,   2.0329325338431381E-004
   868.15505505505507      ,   11827665399.695511      ,   2.0797724905257596E-004
   868.15635635635635      ,   12109465773.233229      ,   2.1293225251321784E-004
   868.15765765765775      ,   12394277447.313728      ,   2.1794020472341841E-004
   868.15895895895892      ,   12689800872.088272      ,   2.2313650418555260E-004
   868.16026026026020      ,   12996581777.349176      ,   2.2853074657730568E-004
   868.16156156156160      ,   13315201091.181387      ,   2.3413314648229488E-004
   868.16286286286288      ,   13646833014.410032      ,   2.3996435203446761E-004
   868.16416416416416      ,   14002937813.852873      ,   2.4622586746896323E-004
   868.16546546546545      ,   14361891605.670141      ,   2.5253747779304113E-004
   868.16676676676673      ,   14735485314.268839      ,   2.5910650510554582E-004
   868.16806806806812      ,   15124526395.103144      ,   2.6594714705739056E-004
   868.16936936936929      ,   15529878687.573475      ,   2.7307459270936043E-004
   868.17067067067069      ,   15952555470.008923      ,   2.8050666040033443E-004
   868.17197197197197      ,   16407116223.258421      ,   2.8849934939066452E-004
   868.17327327327325      ,   16870644184.921734      ,   2.9664971068562836E-004
   868.17457457457465      ,   17352626734.031113      ,   3.0512456309720801E-004
   868.17587587587582      ,   17856400538.510803      ,   3.1398257590646859E-004
   868.17717717717721      ,   18383303917.928955      ,   3.2324728105092107E-004
   868.17847847847850      ,   18934851324.510918      ,   3.3294530877448262E-004
   868.17977977977978      ,   19526920416.979698      ,   3.4335583722935328E-004
   868.18108108108106      ,   20140526935.587467      ,   3.5414506214113039E-004
   868.18238238238234      ,   20777694755.405384      ,   3.6534857054412625E-004
   868.18368368368374      ,   21446689646.577656      ,   3.7711170107289149E-004
   868.18498498498502      ,   22149682908.231594      ,   3.8947263210551786E-004
   868.18628628628630      ,   22889084909.869221      ,   4.0247374659689702E-004
   868.18758758758759      ,   23682002752.885967      ,   4.1641584148107292E-004
   868.18888888888887      ,   24518071749.748730      ,   4.3111667070313626E-004
   868.19019019019026      ,   25385999392.213482      ,   4.4637767726775791E-004
   868.19149149149143      ,   26302346474.087330      ,   4.6249005280746416E-004
   868.19279279279283      ,   27270773160.094509      ,   4.7951815471142755E-004
   868.19409409409411      ,   28295302956.411873      ,   4.9753272960393171E-004
   868.19539539539539      ,   29393808742.113071      ,   5.1684804064527272E-004
   868.19669669669668      ,   30573504930.224186      ,   5.3759093694612714E-004
   868.19799799799796      ,   31799039144.549229      ,   5.5913981278211218E-004
   868.19929929929935      ,   33101233075.298870      ,   5.8203661187217529E-004
   868.20060060060064      ,   34486360295.358788      ,   6.0639164366496482E-004
   868.20190190190181      ,   35961276100.967354      ,   6.3232544621674356E-004
   868.20320320320320      ,   37543033345.713776      ,   6.6013786560664841E-004
   868.20450450450448      ,   39273926425.973320      ,   6.9057256731529845E-004
   868.20580580580588      ,   41074021526.149353      ,   7.2222406221508881E-004
   868.20710710710716      ,   42999225354.998596      ,   7.5607536873391063E-004
   868.20840840840833      ,   45060329175.051155      ,   7.9231623172774262E-004
   868.20970970970973      ,   47269165057.902275      ,   8.3115469679881197E-004
   868.21101101101101      ,   49638872746.125717      ,   8.7282180487913445E-004
   868.21231231231241      ,   52277272657.473488      ,   9.1921337907309821E-004
   868.21361361361357      ,   55028038452.854050      ,   9.6758070456577942E-004
   868.21491491491486      ,   57988981791.043839      ,   1.0196436230719647E-003
   868.21621621621625      ,   61182846865.581825      ,   1.0758020501346959E-003
   868.21751751751754      ,   64635435830.036255      ,   1.1365096699968284E-003
   868.21881881881882      ,   68378964685.097885      ,   1.2023329446731220E-003
   868.22012012012010      ,   72580730810.799667      ,   1.2762134936270108E-003
   868.22142142142138      ,   77102644223.052536      ,   1.3557232537243699E-003
   868.22272272272278      ,   82077055983.357697      ,   1.4431893802551289E-003
   868.22402402402395      ,   87653145796.026535      ,   1.5412349286782030E-003
   868.22532532532534      ,   94012973293.782333      ,   1.6530610885607455E-003
   868.22662662662663      ,   101429829986.40456      ,   1.7834731984832897E-003
   868.22792792792802      ,   110554823367.04135      ,   1.9439198059168314E-003
   868.22922922922919      ,   121811951385.85553      ,   2.1418561461514080E-003
   868.23053053053047      ,   136052522269.35255      ,   2.3922509373406134E-003
   868.23183183183187      ,   154770310971.87143      ,   2.7213695119522540E-003
   868.23313313313315      ,   179945434748.79477      ,   3.1640286527153294E-003
   868.23443443443455      ,   214367509950.91281      ,   3.7692787215085617E-003
   868.23573573573572      ,   262941585557.57898      ,   4.6233661394262408E-003
   868.23703703703700      ,   331205373573.91876      ,   5.8236615578312724E-003
   868.23833833833839      ,   424580457153.28436      ,   7.4654937191053553E-003
   868.23963963963968      ,   553195047806.95874      ,   9.7269489151314888E-003
   868.24094094094096      ,   728677731338.13538      ,   1.2812494807668688E-002
   868.24224224224224      ,   965310000051.99304      ,   1.6973245624106879E-002
   868.24354354354352      ,   1284243264833.9548      ,   2.2581110695249939E-002
   868.24484484484492      ,   1712297971688.8855      ,   3.0107679077166907E-002
   868.24614614614609      ,   2254489887362.2983      ,   3.9641143965135892E-002
   868.24744744744748      ,   2942557059087.4121      ,   5.1739562272057907E-002
   868.24874874874877      ,   3800580302643.6265      ,   6.6826352857548177E-002
   868.25005005005005      ,   4851179545196.6123      ,   8.5299241619178151E-002
   868.25135135135133      ,   6119646526597.8271      ,  0.10760294075958823     
   868.25265265265261      ,   7663225335963.2539      ,  0.13474398410702867     
   868.25395395395401      ,   9398951434261.5449      ,  0.16526359020928391     
   868.25525525525529      ,   11360706174596.414      ,  0.19975750141798829     
   868.25655655655657      ,   13529866138125.645      ,  0.23789825857633529     
   868.25785785785786      ,   15873602715927.711      ,  0.27910862993682006     
   868.25915915915914      ,   18344281891026.195      ,  0.32255105741596773     
   868.26046046046054      ,   20962357127403.156      ,  0.36858517820301279     
   868.26176176176170      ,   23488229692924.602      ,  0.41299808168697089     
   868.26306306306310      ,   25905418768229.238      ,  0.45549998245089396     
   868.26436436436438      ,   28128666565120.941      ,  0.49459177640000468     
   868.26566566566567      ,   30066464156178.992      ,  0.52866444445540095     
   868.26696696696706      ,   31632646588823.570      ,  0.55620293167811319     
   868.26826826826823      ,   32769365768746.203      ,  0.57619008389348036     
   868.26956956956963      ,   33361531023725.359      ,  0.58660223966339697     
   868.27087087087091      ,   33472368260392.738      ,  0.58855111227179291     
   868.27217217217219      ,   33211619086144.391      ,  0.58396630951837758     
   868.27347347347347      ,   32442513368136.715      ,  0.57044297584016967     
   868.27477477477476      ,   31184732241222.770      ,  0.54832716841957108     
   868.27607607607615      ,   29458468417750.320      ,  0.51797393960456306     
   868.27737737737743      ,   27381756134883.445      ,  0.48145870809375979     
   868.27867867867860      ,   25077777361861.051      ,  0.44094740615743833     
   868.27997997998000      ,   22613692332422.090      ,  0.39762092510890817     
   868.28128128128128      ,   20079020292382.922      ,  0.35305329907263799     
   868.28258258258268      ,   17556150910472.078      ,  0.30869320144756635     
   868.28388388388385      ,   15083964294398.660      ,  0.26522426865332149     
   868.28518518518513      ,   12747488647606.896      ,  0.22414156794296416     
   868.28648648648652      ,   10649690371846.846      ,  0.18725557737539483     
   868.28778778778781      ,   8767766295385.6133      ,  0.15416534439445584     
   868.28908908908909      ,   7115345239653.8271      ,  0.12511050718998670     
   868.29039039039037      ,   5694025754742.9697      ,  0.10011917337587502     
   868.29169169169165      ,   4487557297041.5303      ,   7.8905606521849456E-002
   868.29299299299305      ,   3477526660243.4014      ,   6.1146043669829363E-002
   868.29429429429433      ,   2683571623957.2622      ,   4.7185779680204702E-002
   868.29559559559561      ,   2050727376960.6768      ,   3.6058357701574999E-002
   868.29689689689690      ,   1554900045201.0735      ,   2.7340130510664522E-002
   868.29819819819818      ,   1172795343613.3818      ,   2.0621510210945476E-002
   868.29949949949957      ,   882496154056.97998      ,   1.5517123901038829E-002
   868.30080080080074      ,   660750527048.31201      ,   1.1618128073301745E-002
   868.30210210210214      ,   503758359791.88531      ,   8.8577047889310916E-003
   868.30340340340342      ,   389045230839.99982      ,   6.8406819725775822E-003
   868.30470470470470      ,   305920299303.71100      ,   5.3790805122396253E-003
   868.30600600600599      ,   245982348809.53830      ,   4.3251802039147458E-003
   868.30730730730727      ,   202786233976.51596      ,   3.5656548193969758E-003
   868.30860860860867      ,   170791871937.21213      ,   3.0030920131948117E-003
   868.30990990990995      ,   148130258177.46329      ,   2.6046287156206499E-003
   868.31121121121123      ,   131235777015.67082      ,   2.3075700225764838E-003
   868.31251251251251      ,   118251089251.07657      ,   2.0792579821493945E-003
   868.31381381381379      ,   107975288209.69641      ,   1.8985768212697225E-003
   868.31511511511519      ,   99588702190.050201      ,   1.7511140967262600E-003
   868.31641641641636      ,   92388892136.535965      ,   1.6245186890808103E-003
   868.31771771771776      ,   86285289560.593338      ,   1.5171981069573247E-003
   868.31901901901904      ,   80960337282.413498      ,   1.4235686856166453E-003
   868.32032032032032      ,   76186498448.071472      ,   1.3396296012880993E-003
   868.32162162162160      ,   71857979358.624435      ,   1.2635206631500071E-003
   868.32292292292288      ,   67901688466.965187      ,   1.1939566891075006E-003
   868.32422422422428      ,   64203332326.563126      ,   1.1289280420398251E-003
   868.32552552552556      ,   60805898295.863617      ,   1.0691905630587999E-003
   868.32682682682685      ,   57716296740.605003      ,   1.0148657652051406E-003
   868.32812812812813      ,   54851413143.952370      ,   9.6449223000964030E-004
   868.32942942942941      ,   52190965966.124023      ,   9.1771334357059419E-004
   868.33073073073081      ,   49717328205.869560      ,   8.7421916701204956E-004
   868.33203203203209      ,   47388467336.205841      ,   8.3327064225901951E-004
   868.33333333333326      ,   45201328954.452011      ,   7.9481404924956994E-004
   868.33463463463465      ,   43209152130.472069      ,   7.5978550599882044E-004
   868.33593593593594      ,   41348956536.162056      ,   7.2707761798307597E-004
   868.33723723723733      ,   39610329303.654060      ,   6.9650729424555540E-004
   868.33853853853850      ,   37983739034.702637      ,   6.6790694246944191E-004
   868.33983983983990      ,   36451695303.503426      ,   6.4096903192576121E-004
   868.34114114114118      ,   34986223057.646156      ,   6.1520166220288205E-004
   868.34244244244246      ,   33651607641.382732      ,   5.9173517536362859E-004
   868.34374374374374      ,   32397748351.347942      ,   5.6968864330766012E-004
   868.34504504504503      ,   31218600300.895111      ,   5.4895577833863796E-004
   868.34634634634642      ,   30108613844.237675      ,   5.2943900007617695E-004
   868.34764764764770      ,   29062764128.236855      ,   5.1104996092320241E-004
   868.34894894894887      ,   28043724529.143333      ,   4.9313233521129792E-004
   868.35025025025027      ,   27115801684.103230      ,   4.7681683360814906E-004
   868.35155155155155      ,   26238804324.283524      ,   4.6139676937724408E-004
   868.35285285285295      ,   25409221573.062492      ,   4.4681041103485032E-004
   868.35415415415423      ,   24623813783.858490      ,   4.3300079538175011E-004
   868.35545545545540      ,   23879792430.468990      ,   4.1991889479967552E-004
   868.35675675675679      ,   23154562926.011982      ,   4.0716742647696800E-004
   868.35805805805808      ,   22482788286.263458      ,   3.9535586376780030E-004
   868.35935935935947      ,   21848733381.720005      ,   3.8420754032153986E-004
   868.36066066066064      ,   21246056008.598476      ,   3.7361094042764870E-004
   868.36196196196192      ,   20672830233.264866      ,   3.6353220035668845E-004
   868.36326326326332      ,   20127337997.088394      ,   3.5394111249686374E-004
   868.36456456456460      ,   19596663991.776299      ,   3.4461059480971783E-004
   868.36586586586589      ,   19096713346.548923      ,   3.3582028756254270E-004
   868.36716716716717      ,   18626207921.064945      ,   3.2754772854879294E-004
   868.36846846846845      ,   18177381567.749489      ,   3.1965636403175963E-004
   868.36976976976985      ,   17749047893.603958      ,   3.1212533400551325E-004
   868.37107107107101      ,   17340094488.175587      ,   3.0493507893660068E-004
   868.37237237237241      ,   16943557566.634747      ,   2.9796316708786068E-004
   868.37367367367369      ,   16564041784.459965      ,   2.9129053846455597E-004
   868.37497497497498      ,   16208332882.682001      ,   2.8503651804834929E-004
   868.37627627627626      ,   15868184278.997677      ,   2.7905610556201341E-004
   868.37757757757754      ,   15542838918.874939      ,   2.7333599040678662E-004
   868.37887887887894      ,   15231572434.162628      ,   2.6786343611366365E-004
   868.38018018018022      ,   14931021887.835054      ,   2.6257932369387306E-004
   868.38148148148150      ,   14639178100.837133      ,   2.5744830767087762E-004
   868.38278278278278      ,   14367032773.821314      ,   2.5266365910539123E-004
   868.38408408408407      ,   14106430966.006083      ,   2.4808199193968793E-004
   868.38538538538546      ,   13856879799.841480      ,   2.4369464094870625E-004
   868.38668668668674      ,   13617892952.501638      ,   2.3949305531380374E-004
   868.38798798798803      ,   13388396456.834740      ,   2.3545836122811772E-004
   868.38928928928931      ,   13162498836.931080      ,   2.3148695902027762E-004
   868.39059059059059      ,   12953182947.238325      ,   2.2780711985613821E-004
   868.39189189189199      ,   12752705848.374327      ,   2.2428270616759447E-004
   868.39319319319316      ,   12560738003.147646      ,   2.2090792478675318E-004
   868.39449449449455      ,   12376949649.679235      ,   2.1767697788669128E-004
   868.39579579579583      ,   12201380183.387053      ,   2.1459056517956685E-004
   868.39709709709712      ,   12027343197.482536      ,   2.1153112136501376E-004
   868.39839839839840      ,   11866455017.201445      ,   2.0870287532270666E-004
   868.39969969969968      ,   11712889380.481262      ,   2.0600339704317659E-004
   868.40100100100108      ,   11566087178.431055      ,   2.0342285615444061E-004
   868.40230230230236      ,   11425830509.765257      ,   2.0095742203217386E-004
   868.40360360360353      ,   11292045359.101583      ,   1.9860579635521701E-004
   868.40490490490492      ,   11161073262.317142      ,   1.9630366999164755E-004
   868.40620620620621      ,   11038332778.160990      ,   1.9414627704090909E-004
   868.40750750750760      ,   10922627883.354660      ,   1.9211260967443922E-004
   868.40880880880877      ,   10812492340.543875      ,   1.9017688665966387E-004
   868.41011011011005      ,   10707790530.517971      ,   1.8833672454441621E-004
