001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-nPartIn-Spec-001,006-nPartIn-Spec-002,007-nPartIn-Spec-003,008-nPartOut-Spec-001,009-nPartOut-Spec-002,010-nPartOut-Spec-003,011-Ekin-001,012-Ekin-002,013-Ekin-003,014-EkinIn-001,015-EkinIn-002,016-EkinIn-003,017-EkinOut-001,018-EkinOut-002,019-EkinOut-003
0.9999999999999999E-011,0.1364000000000000E+005,0.1365800000000000E+005,0.2729800000000000E+005,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.2935049538942454E-002,0.1650005540495363E-003,0.3100050092991994E-002,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
