001-TIME,002-nPart-Spec-001,003-Charge,004-Charge-absError,005-Charge-relError,006-nPartIn-Spec-001,007-nPartOut-Spec-001,008-Ekin-001,009-EkinIn-001,010-EkinOut-001
3.00000000000000E-011,8.17400000000000E+003,-9.17907161869539E-010,3.91711933752414E-010,-2.99103712722199E-001,5.70000000000000E+001,0.00000000000000E+000,1.06233289922984E-004,7.42008005456332E-007,0.00000000000000E+000
