001-TIME,002-nPart-Spec-001,003-nPart-Spec-002,004-nPart-Spec-003,005-NumDens-Spec-001,006-NumDens-Spec-002,007-NumDens-Spec-003,008-nPartIn-Spec-001,009-nPartIn-Spec-002,010-nPartIn-Spec-003,011-nPartOut-Spec-001,012-nPartOut-Spec-002,013-nPartOut-Spec-003,016-EkinIn-001,017-EkinIn-002,018-EkinIn-003,019-EkinOut-001,020-EkinOut-002,021-EkinOut-003
0.5000000000000000E-006,0.8838000000000000E+004,0.0000000000000000E+000,0.8838000000000000E+004,0.1761537750000096E+014,0.0000000000000000E+000,0.1761537750000096E+014,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
