001-TIME,002-Flux-Spec-002-BC_SUBSTRAT,003-Flux-Spec-003-BC_SUBSTRAT,004-TotalElectricCurrent-BC_SUBSTRAT
0.1000000000000000E-006,0.1640000000000001E+022,0.2000000000000001E+021,-.2307134203200002E+003
