001-TIME,002-Charge,003-Charge-absError,004-Charge-relError,005-Ekin-001,006-Ekin-002,007-Ekin-003
0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000
7.07338091207058E-011,1.80244860014197E-006,3.89203867736060E-015,2.15930633775529E-009,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000
1.00000000000000E-010,1.80244860014197E-006,3.89203867736060E-015,2.15930633775529E-009,0.00000000000000E+000,0.00000000000000E+000,0.00000000000000E+000
