 wavelength,emission_coefficient,absorption_coefficient
   777.55861723446901      ,   7049385820.5886946      ,   9.0219294270149451E-005
   777.56002004008019      ,   7249451607.0626783      ,   9.2780597055903296E-005
   777.56142284569148      ,   7467014220.2640781      ,   9.5565858108496001E-005
   777.56282565130266      ,   7705232396.7395000      ,   9.8615513715924783E-005
   777.56422845691395      ,   7959408926.2073898      ,   1.0186943610920811E-004
   777.56563126252513      ,   8235248979.7428312      ,   1.0540065028495037E-004
   777.56703406813631      ,   8534500882.1076260      ,   1.0923153945857723E-004
   777.56843687374760      ,   8859519916.0970173      ,   1.1339225289768542E-004
   777.56983967935878      ,   9212908323.3321590      ,   1.1791610080661127E-004
   777.57124248497007      ,   9604391117.7558613      ,   1.2292756738371892E-004
   777.57264529058125      ,   10026006845.859489      ,   1.2832474792772325E-004
   777.57404809619254      ,   10485183934.948410      ,   1.3420272026819078E-004
   777.57545090180361      ,   10987118043.977839      ,   1.4062799630335180E-004
   777.57685370741490      ,   11536559397.330980      ,   1.4766138145687341E-004
   777.57825651302608      ,   12139046732.201323      ,   1.5537377515682799E-004
   777.57965931863737      ,   12806276005.168177      ,   1.6391488970607826E-004
   777.58106212424866      ,   13544436437.774612      ,   1.7336395309481330E-004
   777.58246492985984      ,   14350605360.029503      ,   1.8368355147337879E-004
   777.58386773547102      ,   15244356593.184008      ,   1.9512423728286574E-004
   777.58527054108220      ,   16242490418.532530      ,   2.0790106405967667E-004
   777.58667334669349      ,   17372524925.998432      ,   2.2236627668603372E-004
   777.58807615230467      ,   18682745489.891937      ,   2.3913794962876961E-004
   777.58947895791596      ,   20302628255.499592      ,   2.5987343680944434E-004
   777.59088176352714      ,   22358607932.472149      ,   2.8619116361449054E-004
   777.59228456913831      ,   25227532422.344646      ,   3.2291494917507908E-004
   777.59368737474961      ,   29575157788.924503      ,   3.7856677896510850E-004
   777.59509018036078      ,   36629269481.169189      ,   4.6886286814466636E-004
   777.59649298597208      ,   48588778256.364532      ,   6.2195028010334776E-004
   777.59789579158326      ,   69671797467.819061      ,   8.9182279162885645E-004
   777.59929859719455      ,   106634638932.75105      ,   1.3649642844712909E-003
   777.60070140280561      ,   170023346758.83838      ,   2.1763689396509635E-003
   777.60210420841690      ,   277084167065.26294      ,   3.5467965883123477E-003
   777.60350701402808      ,   453577705495.19098      ,   5.8059947556636880E-003
   777.60490981963937      ,   736835149782.20654      ,   9.4318197048964617E-003
   777.60631262525055      ,   1180813289478.9619      ,   1.5114942996949305E-002
   777.60771543086184      ,   1868858308978.6213      ,   2.3922233879085500E-002
   777.60911823647302      ,   2871451022636.4619      ,   3.6755878983815181E-002
   777.61052104208420      ,   4301394518826.2251      ,   5.5059809385307620E-002
   777.61192384769549      ,   6276284505884.8652      ,   8.0339303889531616E-002
   777.61332665330667      ,   8915946622157.8965      ,  0.11412818542389452     
   777.61472945891796      ,   12328078476193.029      ,  0.15780503259170123     
   777.61613226452914      ,   16664454859357.646      ,  0.21331263207632711     
   777.61753507014032      ,   21855376092558.086      ,  0.27975879613827126     
   777.61893787575150      ,   27842301892459.500      ,  0.35639418239744380     
   777.62034068136279      ,   34499491688509.762      ,  0.44160925409285612     
   777.62174348697408      ,   41582861699517.898      ,  0.53227962728907519     
   777.62314629258526      ,   48757000113032.359      ,  0.62411187751854147     
   777.62454909819655      ,   55654309872806.023      ,  0.71240059447964232     
   777.62595190380762      ,   61799004279685.992      ,  0.79105549100931294     
   777.62735470941891      ,   66634577735949.898      ,  0.85295304115530579     
   777.62875751503009      ,   69882152647333.477      ,  0.89452348427241823     
   777.63016032064138      ,   71297040686779.359      ,  0.91263469796281615     
   777.63156312625256      ,   71147562917490.094      ,  0.91072131444987181     
   777.63296593186385      ,   69332126782578.672      ,  0.88748290258009632     
   777.63436873747503      ,   65617712947632.320      ,  0.83993670839132739     
   777.63577154308621      ,   60424077631676.281      ,  0.77345580330280983     
   777.63717434869750      ,   54130891145663.469      ,  0.69290014078721118     
   777.63857715430868      ,   47171983893826.086      ,  0.60382294826414196     
   777.63997995991997      ,   39986028017554.805      ,  0.51183942960122430     
   777.64138276553115      ,   32967480752034.383      ,  0.42199881766319169     
   777.64278557114244      ,   26378886547556.570      ,  0.33766180138186364     
   777.64418837675350      ,   20526998248860.707      ,  0.26275495734820625     
   777.64559118236480      ,   15579356974469.459      ,  0.19942288843944092     
   777.64699398797597      ,   11504848142386.049      ,  0.14726731378699323     
   777.64839679358727      ,   8266761921349.8496      ,  0.10581833077731476     
   777.64979959919856      ,   5780541163239.6904      ,   7.3993569279212842E-002
   777.65120240480974      ,   3932528207533.0933      ,   5.0338159295741328E-002
   777.65260521042092      ,   2592152216302.1382      ,   3.3180734437263416E-002
   777.65400801603209      ,   1681492061498.4739      ,   2.1523868660909461E-002
   777.65541082164339      ,   1066457940627.3055      ,   1.3651151218870426E-002
   777.65681362725456      ,   663450237401.35632      ,   8.4924688229147879E-003
   777.65821643286586      ,   407061122897.36517      ,   5.2105713772318358E-003
   777.65961923847703      ,   248532095551.56909      ,   3.1813277818102535E-003
   777.66102204408821      ,   152411681476.09891      ,   1.9509429662563026E-003
   777.66242484969951      ,   96742034929.631989      ,   1.2383464767212185E-003
   777.66382765531068      ,   64775050184.053940      ,   8.2915490725501376E-004
   777.66523046092198      ,   46400855642.436302      ,   5.9395728230527507E-004
   777.66663326653315      ,   35805285650.736061      ,   4.5832962684839323E-004
   777.66803607214445      ,   29556874042.921047      ,   3.7834761635110049E-004
   777.66943887775551      ,   25679693562.508152      ,   3.2871846460291585E-004
   777.67084168336680      ,   23096241777.373909      ,   2.9564965746085137E-004
   777.67224448897798      ,   21265121172.378967      ,   2.7221106279535151E-004
   777.67364729458927      ,   19839312499.991001      ,   2.5396067583177429E-004
   777.67505010020045      ,   18666813477.239754      ,   2.3895280173143296E-004
   777.67645290581174      ,   17669662449.200954      ,   2.2618950610185708E-004
   777.67785571142292      ,   16803997813.718531      ,   2.1510933570300945E-004
   777.67925851703410      ,   16032153896.703600      ,   2.0523015195307031E-004
   777.68066132264539      ,   15366174403.650085      ,   1.9670612967442934E-004
   777.68206412825657      ,   14785064270.430695      ,   1.8926852615343520E-004
   777.68346693386786      ,   14278645136.334274      ,   1.8278705862036010E-004
   777.68486973947904      ,   13841573131.540075      ,   1.7719333276103446E-004
   777.68627254509033      ,   13470999551.360739      ,   1.7245090127360508E-004
   777.68767535070140      ,   13153915653.952354      ,   1.6839322465015639E-004
   777.68907815631269      ,   12893348701.008709      ,   1.6505907644173741E-004
   777.69048096192398      ,   12692464430.713030      ,   1.6248898927309147E-004
   777.69188376753516      ,   12543991423.403372      ,   1.6058989444017862E-004
   777.69328657314645      ,   12446724985.741055      ,   1.5934638378613304E-004
   777.69468937875763      ,   12405050121.656652      ,   1.5881462737756869E-004
   777.69609218436881      ,   12411688182.486322      ,   1.5890142950897586E-004
   777.69749498997999      ,   12463734790.244249      ,   1.5956963715237576E-004
   777.69889779559128      ,   12574797426.469061      ,   1.6099345885837465E-004
   777.70030060120246      ,   12741152304.176409      ,   1.6312524942686127E-004
   777.70170340681375      ,   12965927314.684532      ,   1.6600507347450103E-004
   777.70310621242493      ,   13257835360.531250      ,   1.6974451638822549E-004
   777.70450901803611      ,   13623904589.398640      ,   1.7443358741530852E-004
   777.70591182364740      ,   14063652152.166405      ,   1.8006612098496434E-004
   777.70731462925858      ,   14606799532.167736      ,   1.8702271828746397E-004
   777.70871743486987      ,   15292369620.301870      ,   1.9580310792658974E-004
   777.71012024048105      ,   16193183073.033592      ,   2.0733983998227977E-004
   777.71152304609234      ,   17452323958.730778      ,   2.2346524885334416E-004
   777.71292585170340      ,   19404269639.402611      ,   2.4846264313691142E-004
   777.71432865731470      ,   22522164974.750683      ,   2.8839110442159755E-004
   777.71573146292587      ,   27813669141.512711      ,   3.5615468772182926E-004
   777.71713426853717      ,   37023832841.361656      ,   4.7410043260960144E-004
   777.71853707414846      ,   53131391104.229065      ,   6.8037392362279984E-004
   777.71993987975964      ,   81066532840.134430      ,   1.0381109821907856E-003
   777.72134268537081      ,   129623533478.41202      ,   1.6599307797477366E-003
   777.72274549098199      ,   211402926449.94550      ,   2.7071952878908734E-003
   777.72414829659328      ,   344273015000.06519      ,   4.4087253525915736E-003
   777.72555110220446      ,   555093206251.29858      ,   7.1084815467136750E-003
   777.72695390781575      ,   879895526559.26318      ,   1.1267888685113079E-002
   777.72835671342693      ,   1365440364421.3901      ,   1.7485758593079510E-002
   777.72975951903811      ,   2073055192679.0520      ,   2.6547448643648278E-002
   777.73116232464940      ,   3086602862755.9849      ,   3.9526903441838943E-002
   777.73256513026058      ,   4451283845978.4180      ,   5.7002958571590191E-002
   777.73396793587187      ,   6247506012893.5518      ,   8.0005314278415451E-002
   777.73537074148305      ,   8532222835284.2266      ,  0.10926331463127281     
   777.73677354709434      ,   11337620074547.055      ,  0.14518912931595823     
   777.73817635270552      ,   14658286160464.619      ,  0.18771345796399924     
   777.73957915831670      ,   18503939986439.676      ,  0.23696076036922950     
   777.74098196392788      ,   22657175515681.945      ,  0.29014694278790160     
   777.74238476953917      ,   26960575596734.898      ,  0.34525612694964114     
   777.74378757515046      ,   31204925062211.270      ,  0.39960911107456221     
   777.74519038076164      ,   35132847664550.539      ,  0.44990994436797782     
   777.74659318637293      ,   38477804229454.727      ,  0.49274533592640546     
   777.74799599198400      ,   41003975774044.125      ,  0.52509539649313108     
   777.74939879759529      ,   42474383395082.289      ,  0.54392538291332504     
   777.75080160320647      ,   42836512159776.422      ,  0.54856279088369853     
   777.75220440881776      ,   42317164095384.773      ,  0.54191203885637251     
   777.75360721442894      ,   40701993514293.930      ,  0.52122822380583156     
   777.75501002004023      ,   38078035047935.445      ,  0.48762590803538719     
   777.75641282565141      ,   34648307046354.145      ,  0.44370493710118980     
   777.75781563126259      ,   30580093704213.562      ,  0.39160754627353461     
   777.75921843687388      ,   26307225326406.277      ,  0.33688935054820185     
   777.76062124248506      ,   22016684937778.539      ,  0.28194484769551376     
   777.76202404809635      ,   17924546974849.410      ,  0.22954107903059842     
   777.76342685370753      ,   14194952302566.404      ,  0.18178002646113500     
   777.76482965931871      ,   10933936819098.498      ,  0.14001958181545504     
   777.76623246492989      ,   8165507348085.8799      ,  0.10456717559839933     
   777.76763527054118      ,   5941502352550.4414      ,   7.6086649269031970E-002
   777.76903807615236      ,   4218879276122.5298      ,   5.4026801429038110E-002
   777.77044088176365      ,   2916457025532.7539      ,   3.7348029968555109E-002
   777.77184368737494      ,   1963586299775.4858      ,   2.5145602527447502E-002
   777.77324649298600      ,   1288590182361.8850      ,   1.6501627138281103E-002
   777.77464929859730      ,   824164421641.78174      ,   1.0554208020288980E-002
   777.77605210420847      ,   514070866012.65363      ,   6.5831614639772365E-003
   777.77745490981977      ,   318031451168.85498      ,   4.0726880538392938E-003
   777.77885771543095      ,   194758054487.00397      ,   2.4940536042369218E-003
   777.78026052104224      ,   119327070298.23549      ,   1.5280873317496790E-003
   777.78166332665330      ,   74312862764.346893      ,   9.5163718325593839E-004
   777.78306613226459      ,   48014636101.619255      ,   6.1486319662662253E-004
   777.78446893787589      ,   32745721250.281532      ,   4.1933016975446936E-004
   777.78587174348706      ,   24155510068.295834      ,   3.0932437423354046E-004
   777.78727454909836      ,   19151591108.765259      ,   2.4524450404682315E-004
   777.78867735470953      ,   16108542604.683706      ,   2.0627546478104282E-004
   777.79008016032083      ,   14139241420.963440      ,   1.8105679153852710E-004
   777.79148296593189      ,   12758164072.634241      ,   1.6337088790641276E-004
   777.79288577154318      ,   11699815939.413654      ,   1.4981784007219148E-004
   777.79428857715436      ,   10836317440.360744      ,   1.3876002689463743E-004
   777.79569138276565      ,   10105942239.917551      ,   1.2940698397103604E-004
   777.79709418837683      ,   9461984816.7426567      ,   1.2116060160116125E-004
   777.79849699398812      ,   8885087226.2209034      ,   1.1377298213479380E-004
   777.79989979959930      ,   8363397919.8245277      ,   1.0709235532897925E-004
   777.80130260521048      ,   7888944676.4212189      ,   1.0101662945509754E-004
   777.80270541082177      ,   7449019881.7937698      ,   9.5383071472322897E-005
   777.80410821643295      ,   7054499951.3719101      ,   9.0330964462565188E-005
