001-TIME,002-nPart-Spec-001,003-TempTra-001,004-TempVib001,005-XiVibMean001,006-TempRot001,007-TempTotal001
0.00000000000000E+000,4.00000000000000E+005,4.99444388955863E+003,5.00069959104389E+003,1.57991880581435E+000,5.00850513594577E+003,5.00021994764020E+003
1.00000000000000E-010,4.00000000000000E+005,4.99443600947755E+003,5.00069959104389E+003,1.57991880581435E+000,5.00850731588385E+003,5.00021701745707E+003
