001-TIME,002-NumDens-Spec-001,003-NumDens-Spec-002,004-NumDens-Spec-003,005-NumDens-Spec-004,006-NumDens-Spec-005,007-NumDens-Spec-006,008-NumDens-Spec-007,009-NumDens-Spec-008,010-NumDens-Spec-009,011-NumDens-Spec-010,012-NumDens-Spec-011,013-NumDens-Spec-012,014-NumDens-Spec-013,015-NumDens-Spec-014,016-NumDens-Spec-015,017-NumDens-Spec-016,018-NumDens-Spec-017,019-NumDens-Spec-018,020-NumDens-Spec-019
0.4100000000000106E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.6006165689450163E+018,0.1965017208065112E+021,0.2709881856318423E+022,0.1006032752982902E+021,0.1818466765242528E+022,0.3121204103284268E+021,0.1222254717803108E+021,0.9449700684734924E+020,0.3516710113934562E+022,0.3428119170015172E+022,0.1594877237176596E+023,0.1294228603315019E+022,0.7007193304358524E+018,0.6606782258395180E+019,0.5265405254417977E+021,0.7603805762843907E+021,0.3083695598553652E+023
0.4200000000000071E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.5005138074541803E+018,0.1858908280884826E+021,0.2709481445272459E+022,0.9399649303989507E+020,0.1707653008272172E+022,0.3212297616240929E+021,0.1144174563840256E+021,0.8979217705727995E+020,0.3526219876276191E+022,0.3439130473779164E+022,0.1619372382913404E+023,0.1298332816536144E+022,0.6006165689450163E+018,0.5805960166468491E+019,0.5222361066976918E+021,0.7696901331030384E+021,0.3097870149580755E+023
0.4300000000000036E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.5005138074541803E+018,0.1769816823157982E+021,0.2714486583347002E+022,0.8789022458895406E+020,0.1597439867870762E+022,0.3200285284862029E+021,0.1094123183094838E+021,0.9119361571815165E+020,0.3526420081799173E+022,0.3447539105744394E+022,0.1642666295512322E+023,0.1305340009840502E+022,0.8008220919266885E+018,0.5705857404977656E+019,0.5165302492927141E+021,0.7823030810508839E+021,0.3110923549679160E+023
0.4400000000000001E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.5005138074541803E+018,0.1594636990549019E+021,0.2718791002091108E+022,0.8398621689081145E+020,0.1517958275247038E+022,0.3270357217905614E+021,0.9940204216040020E+020,0.8578806659764650E+020,0.3531925733681169E+022,0.3463755753105910E+022,0.1661855994890115E+023,0.1307942681639264E+022,0.5005138074541803E+018,0.5205343597523475E+019,0.5119255222641356E+021,0.7903113019701507E+021,0.3122305233660668E+023
0.4499999999999966E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.4004110459633443E+018,0.1415453047480422E+021,0.2719892132467507E+022,0.7787994843987046E+020,0.1442781101367420E+022,0.3316404488191398E+021,0.9639895931567512E+020,0.8078292852310470E+020,0.3538732721462546E+022,0.3488080724148183E+022,0.1679504111740949E+023,0.1308543298208209E+022,0.7007193304358524E+018,0.5105240836032639E+019,0.5060194593361763E+021,0.7967178787055642E+021,0.3133026239416336E+023
0.4599999999999931E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.2002055229816721E+018,0.1337372893517570E+021,0.2720692954559433E+022,0.7327522141129200E+020,0.1366002283303949E+022,0.3279366466439789E+021,0.9049289638771579E+020,0.8008220919266886E+020,0.3551245566648900E+022,0.3504297371509698E+022,0.1696341396223708E+023,0.1309844634107590E+022,0.9009248534175246E+018,0.5205343597523475E+019,0.5017150405920703E+021,0.8020233250645785E+021,0.3143106587498463E+023
0.4699999999999897E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.1001027614908361E+018,0.1234267049182009E+021,0.2725397784349502E+022,0.7117306341998444E+020,0.1295730144737382E+022,0.3336425040489566E+021,0.8368590860633894E+020,0.6967152199762190E+020,0.3558953479283695E+022,0.3517510936026489E+022,0.1713168670430317E+023,0.1310945764483989E+022,0.3003082844725082E+018,0.5205343597523475E+019,0.4973105190864735E+021,0.8081295935155195E+021,0.3153287038342081E+023
0.4799999999999862E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.1001027614908361E+018,0.1173204364672599E+021,0.2726398811964411E+022,0.6526700049202511E+020,0.1223155642656526E+022,0.3338427095719383E+021,0.7637840701750791E+020,0.6877059714420437E+020,0.3568963755432778E+022,0.3529222959120916E+022,0.1729115040335808E+023,0.1313848744567223E+022,0.7007193304358524E+018,0.4804932551560131E+019,0.4929059975808768E+021,0.8154370951043505E+021,0.3162826831512158E+023
0.4899999999999827E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1086114962175571E+021,0.2723796140165649E+022,0.6106268450941000E+020,0.1157588333880028E+022,0.3316404488191398E+021,0.7417614626470951E+020,0.6796977505227769E+020,0.3584779991748330E+022,0.3548843100373120E+022,0.1743419724952848E+023,0.1309644428584608E+022,0.6006165689450163E+018,0.4304418744105951E+019,0.4882011677908074E+021,0.8165382254807498E+021,0.3171195422372792E+023
0.5000000000000000E-005,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.1056084133728320E+021,0.2727099531294847E+022,0.6086247898642833E+020,0.1094723799663783E+022,0.3355444565172825E+021,0.6676854191438765E+020,0.6036196517897414E+020,0.3593789240282506E+022,0.3554248649493625E+022,0.1757794481502932E+023,0.1306741448501374E+022,0.9009248534175246E+018,0.4104213221124278E+019,0.4832961324777565E+021,0.8184401779490756E+021,0.3179043478873673E+023
